tl,hanzi,frequency,poj
é-lâng,矮人,25,é-lâng
é-á,矮仔,25,é-á
ué-puî,矮肥,25,óe-pûi
é-puî,矮肥,25,é-pûi
ué-tǹg,矮頓,25,óe-tǹg
é-tǹg,矮頓,25,é-tǹg
ué-kóo,矮鼓,25,óe-kó͘
é-kóo,矮鼓,25,é-kó͘
kiáu-tsìng,矯正,25,kiáu-chèng
tsio̍h-á,石仔,25,chio̍h-á
tsio̍h-huà,石化,25,chio̍h-hòa
tsio̍h-gám,石坎,25,chio̍h-gám
tsio̍h-khám,石坎,25,chio̍h-khám
tsio̍h-siânn,石城,25,chio̍h-siâⁿ
tsio̍h-kang,石工,25,chio̍h-kang
tsio̍h-pán,石板,25,chio̍h-pán
tsio̍h-pang,石枋,25,chio̍h-pang
tsio̍h-thiāu,石柱,25,chio̍h-thiāu
sia̍h-liû,石榴,25,sia̍h-liû
siā-liû,石榴,25,siā-liû
tsio̍h-liû,石榴,25,chio̍h-liû
tsio̍h-iû,石油,25,chio̍h-iû
tsio̍h-tōng,石洞,25,chio̍h-tōng
tsio̍h-he,石灰,25,chio̍h-he
tsio̍h-her,石灰,25,chio̍h-her
tsio̍h-hue,石灰,25,chio̍h-hoe
tsio̍rh-hue,石灰,25,chio̍rh-hoe
tsiō-her,石灰,25,chiō-her
tsiō-hue,石灰,25,chiō-hoe
tsio̍h-pâi,石牌,25,chio̍h-pâi
tsio̍h-sai,石獅,25,chio̍h-sai
tsio̍h-pi,石碑,25,chio̍h-pi
tsio̍h-lún,石碖,25,chio̍h-lún
tsio̍h-lián,石碾,25,chio̍h-lián
tsio̍h-bō,石磨,25,chio̍h-bō
tsio̍h-ko,石膏,25,chio̍h-ko
tsio̍h-hue,石花,25,chio̍h-hoe
tsio̍h-ing,石英,25,chio̍h-eng
tsio̍h-kī,石距,25,chio̍h-kī
tsio̍h-kū,石距,25,chio̍h-kū
tsio̍h-tsām,石鏨,25,chio̍h-chām
tsio̍h-kàng,石降,25,chio̍h-kàng
tsio̍h-thâu,石頭,25,chio̍h-thâu
tsio̍h-phoh,石駁,25,chio̍h-phoh
tsio̍h-poh,石駁,25,chio̍h-poh
tsio̍h-kóo,石鼓,25,chio̍h-kó͘
tsio̍h-ku,石龜,25,chio̍h-ku
kan-á,矸仔,25,kan-á
sua-tsio̍h,砂石,25,soa-chio̍h
sua-thn̂g,砂糖,25,soa-thn̂g
phi-sng,砒霜,25,phi-sng
phînn-sng,砒霜,25,phîⁿ-sng
gián-phuànn,研判,25,gián-phòaⁿ
gíng-tâi,研台,25,géng-tâi
gíng-thuî,研槌,25,géng-thûi
gíng-tsô,研槽,25,géng-chô
gíng-tsôr,研槽,25,géng-chôr
nguí-tsô,研槽,25,ngúi-chô
ngái-tsô,研槽,25,ngái-chô
gián-huat,研發,25,gián-hoat
gián-kiù,研究,25,gián-kiù
gíng-puah,研缽,25,géng-poah
gián-si̍p,研習,25,gián-si̍p
gián-thó,研討,25,gián-thó
gián-tho̍k,研讀,25,gián-tho̍k
gîm-á,砛仔,25,gîm-á
gîm-tsînn,砛簷,25,gîm-chîⁿ
phò-kong,破功,25,phò-kong
phuà-thóo,破土,25,phòa-thó͘
phò-huāi,破壞,25,phò-hoāi
phò-hāi,破壞,25,phò-hāi
phuà-tshâ,破柴,25,phòa-chhâ
phuà-keh,破格,25,phòa-keh
phò-àn,破案,25,phò-àn
phò-bia̍t,破滅,25,phò-bia̍t
phuà-pîng,破爿,25,phòa-pêng
phò-sán,破產,25,phò-sán
phuà-pēnn,破病,25,phòa-pēⁿ
phuà-pīnn,破病,25,phòa-pīⁿ
phuà-pǐnn,破病,25,phòa-pǐⁿ
phuà-siùnn,破相,25,phòa-siùⁿ
phò-tshuì,破碎,25,phò-chhùi
phuà-khang,破空,25,phòa-khang
phuà-pak,破腹,25,phòa-pak
phuà-tánn,破膽,25,phòa-táⁿ
phò-kái,破解,25,phò-kái
phò-tāu,破豆,25,phò-tāu
phòr-tāu,破豆,25,phòr-tāu
phò-tsâi,破財,25,phò-châi
phò-huì,破費,25,phò-hùi
phuà-khui,破開,25,phòa-khui
phò-tî,破除,25,phò-tî
phò-tû,破除,25,phò-tû
phuà-sàm,破鬖,25,phòa-sàm
phuà-tiánn,破鼎,25,phòa-tiáⁿ
kho̍k-á,硞仔,25,kho̍k-á
kho̍k-kho̍k,硞硞,25,kho̍k-kho̍k
kho̍k-tio̍h,硞著,25,kho̍k-tio̍h
teh-sàu,硩嗽,25,teh-sàu
teh-tiānn,硩定,25,teh-tiāⁿ
teh-pínn,硩扁,25,teh-píⁿ
teh-ki,硩枝,25,teh-ki
teh-tù,硩注,25,teh-tù
teh-suah,硩煞,25,teh-soah
teh-tsuá,硩紙,25,teh-chóa
teh-kiann,硩驚,25,teh-kiaⁿ
liû-hông,硫磺,25,liû-hông
liû-n̂g,硫磺,25,liû-n̂g
ngē-huà,硬化,25,ngē-hòa
ngī-huà,硬化,25,ngī-hòa
ngē-tshuì,硬喙,25,ngē-chhùi
ngī-tshuì,硬喙,25,ngī-chhùi
ngē-ah,硬押,25,ngē-ah
ngī-ah,硬押,25,ngī-ah
ngē-áu,硬拗,25,ngē-áu
ngī-áu,硬拗,25,ngī-áu
ngē-tsiānn,硬掙,25,ngē-chiāⁿ
ngī-tsiānn,硬掙,25,ngī-chiāⁿ
ngē-tshah,硬插,25,ngē-chhah
ngī-tshah,硬插,25,ngī-chhah
ngē-khì,硬氣,25,ngē-khì
ngī-khì,硬氣,25,ngī-khì
ngē-gê,硬牙,25,ngē-gê
ngī-gê,硬牙,25,ngī-gê
ngē-tia̍p,硬碟,25,ngē-tia̍p
ngī-tia̍p,硬碟,25,ngī-tia̍p
ngē-táu,硬篤,25,ngē-táu
ngī-táu,硬篤,25,ngī-táu
ngē-kut,硬骨,25,ngē-kut
ngī-kut,硬骨,25,ngī-kut
ngē-thé,硬體,25,ngē-thé
ngī-thé,硬體,25,ngī-thé
ngē-phīnn,硬鼻,25,ngē-phīⁿ
ngī-phīnn,硬鼻,25,ngī-phīⁿ
phîng-se,硼砂,25,phêng-se
pîng-se,硼砂,25,pêng-se
tshuì-phìnn,碎片,25,chhùi-phìⁿ
pi-bûn,碑文,25,pi-bûn
uánn-kong,碗公,25,óaⁿ-kong
uánn-táu,碗斗,25,óaⁿ-táu
uánn-puânn,碗盤,25,óaⁿ-pôaⁿ
uánn-kiang,碗礓,25,óaⁿ-kiang
uánn-tī,碗箸,25,óaⁿ-tī
uánn-tū,碗箸,25,óaⁿ-tū
uánn-kué,碗粿,25,óaⁿ-kóe
uánn-ké,碗粿,25,óaⁿ-ké
uánn-kér,碗粿,25,óaⁿ-kér
uánn-ko,碗糕,25,óaⁿ-ko
ti̍h-á,碟仔,25,ti̍h-á
khat-á,碣仔,25,khat-á
khiat-á,碣仔,25,khiat-á
sik-sū,碩士,25,sek-sū
si̍k-sū,碩士,25,se̍k-sū
pōng-piah,碰壁,25,pōng-piah
phòng-ting,碰釘,25,phòng-teng
khak-pó,確保,25,khak-pó
khak-tīng,確定,25,khak-tēng
khak-si̍t,確實,25,khak-si̍t
khak-li̍p,確立,25,khak-li̍p
khak-jīn,確認,25,khak-jīn
khak-līn,確認,25,khak-līn
bé-thâu,碼頭,25,bé-thâu
pōng-á,磅仔,25,pōng-á
pǒng-á,磅仔,25,pǒng-á
pōng-tsí,磅子,25,pōng-chí
pǒng-tsí,磅子,25,pǒng-chí
pōng-thiu,磅抽,25,pōng-thiu
pōng-phuê,磅皮,25,pōng-phôe
pōng-phê,磅皮,25,pōng-phê
pōng-khang,磅空,25,pōng-khang
pōng-tāng,磅重,25,pōng-tāng
pōng-tsam,磅針,25,pōng-cham
pōng-tsiam,磅針,25,pōng-chiam
pōng-tsim,磅針,25,pōng-chim
pōng-pió,磅錶,25,pōng-pió
kha̍p-tio̍h,磕著,25,kha̍p-tio̍h
kha̍p-thâu,磕頭,25,kha̍p-thâu
tsng-á,磚仔,25,chng-á
tsuinn-á,磚仔,25,chuiⁿ-á
la̍k-ta̍k,磟碡,25,la̍k-ta̍k
buâ-khann,磨坩,25,bôa-khaⁿ
bō-kué,磨粿,25,bō-kóe
bō-ké,磨粿,25,bō-ké
buâ-liān,磨練,25,bôa-liān
hông-tsuí,磺水,25,hông-chúi
hông-hué,磺火,25,hông-hóe
hông-hé,磺火,25,hông-hé
ta-khe,礁溪,25,ta-khe
tann-khe,礁溪,25,taⁿ-khe
tann-khenn,礁溪,25,taⁿ-kheⁿ
ha̍k-á,礐仔,25,ha̍k-á
gāi-ba̍k,礙目,25,gāi-ba̍k
ngāi-ba̍k,礙目,25,ngāi-ba̍k
gāi-tio̍h,礙著,25,gāi-tio̍h
gāi-gio̍h,礙虐,25,gāi-gio̍h
ngāi-gio̍h,礙虐,25,ngāi-gio̍h
tshuah-á,礤仔,25,chhoah-á
tshuah-ping,礤冰,25,chhoah-peng
tshuah-tshiam,礤簽,25,chhoah-chhiam
khòng-kang,礦工,25,khòng-kang
khòng-gia̍p,礦業,25,khòng-gia̍p
khòng-bu̍t,礦物,25,khòng-bu̍t
khòng-tsio̍h,礦石,25,khòng-chio̍h
sī-ui,示威,25,sī-ui
sī-huān,示範,25,sī-hoān
siā-kau,社交,25,siā-kau
siā-khu,社區,25,siā-khu
siā-guân,社員,25,siā-goân
siā-uân,社員,25,siā-oân
siā-thuân,社團,25,siā-thoân
siā-kàu,社教,25,siā-kàu
siā-huē,社會,25,siā-hōe
siā-lūn,社論,25,siā-lūn
siā-tiúnn,社長,25,siā-tiúⁿ
siā-thâu,社頭,25,siā-thâu
kî-kiû,祈求,25,kî-kiû
kî-hok,祈福,25,kî-hok
kî-tó,祈禱,25,kî-tó
pì-bi̍t,祕密,25,pì-bi̍t
pì-hng,祕方,25,pì-hng
pì-si,祕書,25,pì-si
pì-su,祕書,25,pì-su
pì-ki̍p,祕笈,25,pì-ki̍p
pì-kiat,祕結,25,pì-kiat
pì-kuat,祕訣,25,pì-koat
tsóo-sian,祖先,25,chó͘-sian
tsóo-kong,祖公,25,chó͘-kong
tsóo-tshù,祖厝,25,chó͘-chhù
tsóo-kok,祖國,25,chó͘-kok
tsóo-má,祖媽,25,chó͘-má
tsóo-biō,祖廟,25,chó͘-biō
tsóo-gia̍p,祖業,25,chó͘-gia̍p
tsóo-sán,祖產,25,chó͘-sán
tsóo-tsóo,祖祖,25,chó͘-chó͘
tsiok-siū,祝壽,25,chiok-siū
tsiok-suann,祝山,25,chiok-soaⁿ
tsiok-hok,祝福,25,chiok-hok
tsiok-hō,祝賀,25,chiok-hō
sîn-uī,神位,25,sîn-ūi
sîn-siōng,神像,25,sîn-siōng
sîn-tuânn,神壇,25,sîn-tôaⁿ
sîn-kî,神奇,25,sîn-kî
sîn-thài,神態,25,sîn-thài
sîn-bîng,神明,25,sîn-bêng
sîn-bo̍k,神木,25,sîn-bo̍k
sîn-toh,神桌,25,sîn-toh
sîn-hū,神父,25,sîn-hū
sîn-pì,神祕,25,sîn-pì
sîn-sîn,神神,25,sîn-sîn
sîn-king,神經,25,sîn-keng
sîn-sìng,神聖,25,sîn-sèng
sîn-uē,神話,25,sîn-ōe
sîn-kiō,神轎,25,sîn-kiō
sîn-thong,神通,25,sîn-thong
sîn-hûn,神魂,25,sîn-hûn
siông-hô,祥和,25,siông-hô
phiò-kè,票價,25,phiò-kè
phiò-kuàn,票券,25,phiò-koàn
phiò-kǹg,票券,25,phiò-kǹg
phiò-pâng,票房,25,phiò-pâng
phiò-kì,票據,25,phiò-kì
phiò-kù,票據,25,phiò-kù
phiò-sòo,票數,25,phiò-sò͘
phiò-guân,票源,25,phiò-goân
phiò-siunn,票箱,25,phiò-siuⁿ
phiò-suán,票選,25,phiò-soán
tsè-tián,祭典,25,chè-tián
tsè-phín,祭品,25,chè-phín
tsè-bōng,祭墓,25,chè-bōng
tsè-bōo,祭墓,25,chè-bō͘
tsè-koo,祭孤,25,chè-ko͘
tsè-pài,祭拜,25,chè-pài
tsè-bûn,祭文,25,chè-bûn
tsè-hiàn,祭獻,25,chè-hiàn
tsè-sū,祭祀,25,chè-sū
tsè-tsóo,祭祖,25,chè-chó͘
kìm-līng,禁令,25,kìm-lēng
kìm-khu,禁區,25,kìm-khu
kìm-tshuì,禁喙,25,kìm-chhùi
kìm-jiō,禁尿,25,kìm-jiō
kìm-liō,禁尿,25,kìm-liō
kìm-tôo,禁屠,25,kìm-tô͘
kìm-khī,禁忌,25,kìm-khī
kìm-kī,禁忌,25,kìm-kī
kìm-tsí,禁止,25,kìm-chí
kìm-khuì,禁氣,25,kìm-khùi
kìm-iōng,禁用,25,kìm-iōng
kìm-hun,禁薰,25,kìm-hun
hok-lī,福利,25,hok-lī
hok-sam,福杉,25,hok-sam
hok-khì,福氣,25,hok-khì
hok-siòng,福相,25,hok-siòng
hok-gíng,福眼,25,hok-géng
hok-liông,福隆,25,hok-liông
hok-im,福音,25,hok-im
siâm-su,禪師,25,siâm-su
siân-su,禪師,25,siân-su
lé-gî,禮儀,25,lé-gî
lé-phín,禮品,25,lé-phín
lé-tn̂g,禮堂,25,lé-tn̂g
lé-pài,禮拜,25,lé-pài
lé-sòo,禮數,25,lé-sò͘
lé-ho̍k,禮服,25,lé-ho̍k
lé-bu̍t,禮物,25,lé-bu̍t
lé-a̍p,禮盒,25,lé-a̍p
lé-māu,禮貌,25,lé-māu
lé-gū,禮遇,25,lé-gū
lé-siānn,禮𣛮,25,lé-siāⁿ
khîm-siù,禽獸,25,khîm-siù
thut-thâu,禿頭,25,thut-thâu
thuh-hia̍h,禿額,25,thuh-hia̍h
siù-khì,秀氣,25,siù-khì
siù-lē,秀麗,25,siù-lē
su-hā,私下,25,su-hā
su-sū,私事,25,su-sū
su-kau,私交,25,su-kau
su-jîn,私人,25,su-jîn
su-lîn,私人,25,su-lîn
su-phian,私偏,25,su-phian
su-lī,私利,25,su-lī
sai-kha,私奇,25,sai-kha
sai-khia,私奇,25,sai-khia
su-bi̍t,私密,25,su-bi̍t
su-sim,私心,25,su-sim
su-tsîng,私情,25,su-chêng
su-hāu,私校,25,su-hāu
su-li̍p,私立,25,su-li̍p
su-thong,私通,25,su-thong
tshiu-á,秋仔,25,chhiu-á
tshiu-tang,秋冬,25,chhiu-tang
tshio-tshìn,秋凊,25,chhio-chhìn
tshior-tshìn,秋凊,25,chhior-chhìn
tshiu-tshìn,秋凊,25,chhiu-chhìn
tshiu-hun,秋分,25,chhiu-hun
tshiu-thinn,秋天,25,chhiu-thiⁿ
kho-guân,科員,25,kho-goân
kho-uân,科員,25,kho-oân
kho-ha̍k,科學,25,kho-ha̍k
kho-ki,科技,25,kho-ki
kho-bo̍k,科目,25,kho-bo̍k
kho-hē,科系,25,kho-hē
kho-tiúnn,科長,25,kho-tiúⁿ
bió-tsing,秒鐘,25,bió-cheng
tsoo-tshù,租厝,25,cho͘-chhù
tsoo-iok,租約,25,cho͘-iok
tsoo-tshia,租車,25,cho͘-chhia
tsoo-kim,租金,25,cho͘-kim
tshìn-á,秤仔,25,chhìn-á
tshìn-thô,秤砣,25,chhìn-thô
tshìn-tô,秤砣,25,chhìn-tô
tshìn-tôo,秤砣,25,chhìn-tô͘
tshìn-thuî,秤錘,25,chhìn-thûi
tshìn-thâu,秤頭,25,chhìn-thâu
ng-á,秧仔,25,ng-á
ng-tsûn,秧船,25,ng-chûn
tia̍t-sū,秩序,25,tia̍t-sū
tsu̍t-bí,秫米,25,chu̍t-bí
tai-á,秮仔,25,tai-á
î-kau,移交,25,î-kau
î-tōng,移動,25,î-tōng
î-ku,移居,25,î-ku
î-su,移師,25,î-su
î-suá,移徙,25,î-sóa
î-bîn,移民,25,î-bîn
î-tsuán,移轉,25,î-choán
î-sàng,移送,25,î-sàng
hi-kî,稀奇,25,hi-kî
hi-bî,稀微,25,hi-bî
hi-hán,稀罕,25,hi-hán
suè-tsè,稅制,25,sòe-chè
sè-tsè,稅制,25,sè-chè
suè-bū,稅務,25,sòe-bū
sè-bū,稅務,25,sè-bū
suè-tshù,稅厝,25,sòe-chhù
sè-tshù,稅厝,25,sè-chhù
sèr-tshù,稅厝,25,sèr-chhù
suè-siu,稅收,25,sòe-siu
sè-siu,稅收,25,sè-siu
suè-guân,稅源,25,sòe-goân
sè-guân,稅源,25,sè-goân
suè-lu̍t,稅率,25,sòe-lu̍t
sè-lu̍t,稅率,25,sè-lu̍t
suè-hù,稅賦,25,sòe-hù
sè-hù,稅賦,25,sè-hù
suè-kim,稅金,25,sòe-kim
sè-kim,稅金,25,sè-kim
suè-gia̍h,稅額,25,sòe-gia̍h
sè-gia̍h,稅額,25,sè-gia̍h
thîng-sū,程序,25,thêng-sū
tîng-sū,程序,25,têng-sū
thîng-tōo,程度,25,thêng-tō͘
thîng-sik,程式,25,thêng-sek
tîng-sik,程式,25,têng-sek
phuē-á,稗仔,25,phōe-á
phuě-á,稗仔,25,phǒe-á
phē-á,稗仔,25,phē-á
pín-kò,稟告,25,pín-kò
tsìng-tsoh,種作,25,chèng-choh
tsíng-tsí,種子,25,chéng-chí
tsíng-tso̍k,種族,25,chéng-cho̍k
tsìng-tsu,種珠,25,chèng-chu
tsìng-tshân,種田,25,chèng-chhân
tsióng-tsióng,種種,25,chióng-chióng
tsióng-luī,種類,25,chióng-lūi
tshing-hoo,稱呼,25,chheng-ho͘
tiū-tiânn,稻埕,25,tiū-tiâⁿ
tiū-kó,稻稿,25,tiū-kó
tiū-suī,稻穗,25,tiū-sūi
tiū-tsháu,稻草,25,tiū-chháu
khe-sué,稽洗,25,khe-sóe
khe-sé,稽洗,25,khe-sé
khe-khó,稽考,25,khe-khó
kó-huì,稿費,25,kó-hùi
kok-ú,穀雨,25,kok-ú
tsik-hun,積分,25,chek-hun
tsik-tik,積德,25,chek-tek
tsik-ki̍k,積極,25,chek-ke̍k
tsik-tsuí,積水,25,chek-chúi
sit-thâu,穡頭,25,sit-thâu
uè-suè,穢涗,25,òe-sòe
è-sè,穢涗,25,è-sè
ún-kiān,穩健,25,ún-kiān
ún-tīng,穩定,25,ún-tēng
ún-tàng,穩當,25,ún-tàng
ún-tiōng,穩重,25,ún-tiōng
kiù-khàm,究勘,25,kiù-khàm
kiù-tsin,究真,25,kiù-chin
kiù-kìng,究竟,25,kiù-kèng
khong-tiong,空中,25,khong-tiong
khang-uī,空位,25,khang-ūi
khong-tsiân,空前,25,khong-chiân
khang-tshuì,空喙,25,khang-chhùi
khàng-tuē,空地,25,khàng-tōe
khàng-tē,空地,25,khàng-tē
khong-tāi,空大,25,khong-tāi
khong-tsiá,空姐,25,khong-chiá
khong-tsiàn,空戰,25,khong-chiàn
khang-pâng,空房,25,khang-pâng
khang-tshiú,空手,25,khang-chhiú
khong-ho̍k,空服,25,khong-ho̍k
khang-sún,空榫,25,khang-sún
khang-khak,空殼,25,khang-khak
khong-khì,空氣,25,khong-khì
khàng-pe̍h,空白,25,khàng-pe̍h
khang-phāng,空縫,25,khang-phāng
khang-pak,空腹,25,khang-pak
khang-hi,空虛,25,khang-hi
khong-si̍p,空襲,25,khong-si̍p
khong-tiâu,空調,25,khong-tiâu
khang-sin,空身,25,khang-sin
khong-kun,空軍,25,khong-kun
khong-ūn,空運,25,khong-ūn
khang-king,空間,25,khang-keng
khong-kan,空間,25,khong-kan
khang-khiah,空隙,25,khang-khiah
khong-lān,空難,25,khong-lān
khang-thâu,空頭,25,khang-thâu
tshīng-tshah,穿插,25,chhēng-chhah
tshīng-sún,穿榫,25,chhēng-sún
tu̍t-tshut,突出,25,tu̍t-chhut
thu̍t-jiân,突然,25,thu̍t-jiân
thu̍t-liân,突然,25,thu̍t-liân
tu̍t-jiân,突然,25,tu̍t-jiân
tu̍t-liân,突然,25,tu̍t-liân
tu̍t-huat,突發,25,tu̍t-hoat
tu̍t-phuà,突破,25,tu̍t-phòa
tu̍t-piàn,突變,25,tu̍t-piàn
tu̍t-hián,突顯,25,tu̍t-hián
that-á,窒仔,25,that-á
that-tshia,窒車,25,that-chhia
thang-á,窗仔,25,thang-á
thang-guā,窗外,25,thang-gōa
thām-thuī,窞倕,25,thām-thūi
thām-tóo,窞肚,25,thām-tó͘
khut-á,窟仔,25,khut-á
khing-hun,窮分,25,kheng-hun
khîng-hun,窮分,25,khêng-hun
khîng-si̍t,窮實,25,khêng-si̍t
khîng-tsin,窮真,25,khêng-chin
kîng-tsin,窮真,25,kêng-chin
khîng-kiù,窮究,25,khêng-kiù
sī-suā,窸倏,25,sī-sōa
tshiap-tō,竊盜,25,chhiap-tō
li̍p-tang,立冬,25,li̍p-tang
li̍p-tiûnn,立場,25,li̍p-tiûⁿ
li̍p-hā,立夏,25,li̍p-hā
li̍p-hē,立夏,25,li̍p-hē
li̍p-uí,立委,25,li̍p-úi
li̍p-tsì,立志,25,li̍p-chì
li̍p-tshun,立春,25,li̍p-chhun
li̍p-àn,立案,25,li̍p-àn
li̍p-huat,立法,25,li̍p-hoat
li̍p-tshiu,立秋,25,li̍p-chhiu
li̍p-īnn,立院,25,li̍p-īⁿ
li̍p-thé,立體,25,li̍p-thé
tsām-tsat,站節,25,chām-chat
tsām-tiúnn,站長,25,chām-tiúⁿ
kìng-jiân,竟然,25,kèng-jiân
kìng-liân,竟然,25,kèng-liân
tsiong-thîng,章程,25,chiong-thêng
tsiong-tîng,章程,25,chiong-têng
tsiong-tsiat,章節,25,chiong-chiat
tâng-ki,童乩,25,tâng-ki
tông-liân,童年,25,tông-liân
tông-uē,童話,25,tông-ōe
tông-iâu,童謠,25,tông-iâu
tông-kun,童軍,25,tông-kun
tuan-bo̍k,端木,25,toan-bo̍k
tuan-tsìng,端正,25,toan-chèng
tuan-tiah,端的,25,toan-tiah
tuann-tiah,端的,25,toaⁿ-tiah
tuan-tsong,端莊,25,toan-chong
kìng-ki,競技,25,kèng-ki
kīng-ki,競技,25,kēng-ki
kìng-pio,競標,25,kèng-pio
kīng-pio,競標,25,kēng-pio
kìng-tsing,競爭,25,kèng-cheng
kīng-tsing,競爭,25,kēng-cheng
kìng-sài,競賽,25,kèng-sài
kīng-sài,競賽,25,kēng-sài
kìng-suán,競選,25,kèng-soán
kīng-suán,競選,25,kēng-soán
tik-ham,竹䈄,25,tek-ham
tik-tiong,竹中,25,tek-tiong
tik-á,竹仔,25,tek-á
tik-pak,竹北,25,tek-pak
tik-lâm,竹南,25,tek-lâm
tik-tshàm,竹塹,25,tek-chhàm
tik-tsām,竹塹,25,tek-chām
tik-kiā,竹崎,25,tek-kiā
tik-tshuann,竹扦,25,tek-chhoaⁿ
tik-sàu,竹掃,25,tek-sàu
tik-tang,竹東,25,tek-tang
tik-pue,竹桮,25,tek-poe
tik-pâi,竹棑,25,tek-pâi
tik-bôo,竹模,25,tek-bô͘
tik-tshân,竹田,25,tek-chhân
tik-ba̍k,竹目,25,tek-ba̍k
tik-tshíng,竹筅,25,tek-chhéng
tik-sún,竹筍,25,tek-sún
tik-tâng,竹筒,25,tek-tâng
tik-khoo,竹箍,25,tek-kho͘
tik-kóng,竹管,25,tek-kóng
tik-ha̍h,竹箬,25,tek-ha̍h
tik-ko,竹篙,25,tek-ko
tik-pê,竹耙,25,tek-pê
tik-mo̍oh,竹膜,25,tek-mo̍͘h
tik-hio̍h,竹葉,25,tek-hio̍h
tik-tshio̍h,竹蓆,25,tek-chhio̍h
tik-hóo,竹虎,25,tek-hó͘
tik-than,竹蟶,25,tek-than
tik-kha,竹跤,25,tek-kha
tik-phō,竹部,25,tek-phō
tsuá-lî,笊籬,25,chóa-lî
tsuánn-lî,笊籬,25,chóaⁿ-lî
tshiò-iông,笑容,25,chhiò-iông
tshiò-pue,笑桮,25,chhiò-poe
tshiòr-pue,笑桮,25,chhiòr-poe
tshiò-hún,笑粉,25,chhiò-hún
tshiò-siann,笑聲,25,chhiò-siaⁿ
tshiò-sik,笑色,25,chhiò-sek
tshiò-uē,笑話,25,chhiò-ōe
tshiò-khe,笑詼,25,chhiò-khe
tshiò-khue,笑詼,25,chhiò-khoe
tshiàu-tâm,笑談,25,chhiàu-tâm
tshiò-bīn,笑面,25,chhiò-bīn
ta̍t-á,笛仔,25,ta̍t-á
lerē-á,笠仔,25,lēre-á
le̍h-á,笠仔,25,le̍h-á
lue̍h-á,笠仔,25,loe̍h-á
lē-á,笠仔,25,lē-á
hû-á,符仔,25,hû-á
hû-līng,符令,25,hû-lēng
hû-ha̍p,符合,25,hû-ha̍p
hû-tsiù,符咒,25,hû-chiù
hû-má,符碼,25,hû-má
hû-hō,符號,25,hû-hō
pùn-káng,笨港,25,pùn-káng
pūn-káng,笨港,25,pūn-káng
tuē-it,第一,25,tōe-it
tē-it,第一,25,tē-it
tē-ngóo,第五,25,tē-ngó͘
tshíng-á,筅仔,25,chhéng-á
tshíng-thûn,筅黗,25,chhéng-thûn
pit-sè,筆勢,25,pit-sè
pit-iú,筆友,25,pit-iú
pit-huat,筆法,25,pit-hoat
pit-tsiá,筆者,25,pit-chiá
pit-kì,筆記,25,pit-kì
pit-tshì,筆試,25,pit-chhì
pit-tsik,筆跡,25,pit-chek
pit-lio̍k,筆錄,25,pit-lio̍k
pit-lo̍k,筆錄,25,pit-lo̍k
tán-hāu,等候,25,tán-hāu
tán-kàu,等到,25,tán-kàu
tán-thāi,等待,25,tán-thāi
tíng-î,等於,25,téng-î
tíng-tíng,等等,25,téng-téng
tíng-kip,等級,25,téng-kip
tíng-hō,等號,25,téng-hō
tán-lōo,等路,25,tán-lō͘
kiáu-sian,筊仙,25,kiáu-sian
kiáu-tiûnn,筊場,25,kiáu-tiûⁿ
kiáu-siū,筊岫,25,kiáu-siū
kiáu-pún,筊本,25,kiáu-pún
kiáu-tong,筊東,25,kiáu-tong
kiáu-khut,筊窟,25,kiáu-khut
kiáu-kha,筊跤,25,kiáu-kha
kiáu-king,筊間,25,kiáu-keng
kiáu-kuí,筊鬼,25,kiáu-kúi
kin-tsat,筋節,25,kin-chat
kun-tsat,筋節,25,kun-chat
kin-le,筋絡,25,kin-le
kun-le,筋絡,25,kun-le
kin-bah,筋肉,25,kin-bah
kun-bah,筋肉,25,kun-bah
kin-kut,筋骨,25,kin-kut
kun-kut,筋骨,25,kun-kut
sún-kuann,筍乾,25,sún-koaⁿ
sún-á,筍仔,25,sún-á
sún-si,筍絲,25,sún-si
sún-ku,筍龜,25,sún-ku
khing-á,筐仔,25,kheng-á
tah-ìng,答應,25,tah-èng
tap-àn,答案,25,tap-àn
tap-hok,答覆,25,tap-hok
tap-siā,答謝,25,tap-siā
tshik-lio̍k,策略,25,chhek-lio̍k
tshik-uē,策畫,25,chhek-ōe
pín-á,箅仔,25,pín-á
khoo-puànn,箍半,25,kho͘-pòaⁿ
khoo-lo̍h,箍絡,25,kho͘-lo̍h
sǹg-tsuè,算做,25,sǹg-chòe
sǹg-tsò,算做,25,sǹg-chò
sǹg-miā,算命,25,sǹg-miā
sǹg-siàu,算數,25,sǹg-siàu
sǹg-sī,算是,25,sǹg-sī
sǹg-huat,算法,25,sǹg-hoat
suìnn-puânn,算盤,25,sùiⁿ-pôaⁿ
sǹg-puânn,算盤,25,sǹg-pôaⁿ
suàn-su̍t,算術,25,soàn-su̍t
sǹg-su̍t,算術,25,sǹg-su̍t
sǹg-kóng,算講,25,sǹg-kóng
sǹg-gia̍h,算額,25,sǹg-gia̍h
tshuê-á,箠仔,25,chhôe-á
tshê-á,箠仔,25,chhê-á
kuán-tsè,管制,25,koán-chè
kuán-khu,管區,25,koán-khu
kuán-ke,管家,25,koán-ke
kuán-hiân,管弦,25,koán-hiân
kuán-thāi,管待,25,koán-thāi
kuán-kà,管教,25,koán-kà
kuán-siàu,管數,25,koán-siàu
kuán-lí,管理,25,koán-lí
kóng-suànn,管線,25,kóng-sòaⁿ
kuán-hat,管轄,25,koán-hat
