hanzi,tl,frequency,poj
氏,sǐ,50,sǐ
氕,phiat,50,phiat
氖,nái,50,nái
氘,to,50,to
氙,sian,50,sian
氚,tshuan,50,chhoan
氟,hut,50,hut
氡,tong,50,tong
氦,hāi,50,hāi
氦,hǎi,50,hǎi
氨,an,50,an
氪,khik,50,khek
氫,khin,50,khin
氫,khing,50,kheng
氬,à,50,à
氮,tǎm,50,tǎm
氯,lio̍k,50,lio̍k
氰,tshing,50,chheng
氵,suí,50,súi
氵,tsuí,50,chúi
汜,sīr,50,sīr
汜,sǐr,50,sǐr
汝,lír,50,lír
汞,hǒng,50,hǒng
汿,sīr,50,sīr
汿,sū,50,sū
汿,sǐr,50,sǐr
沀,sīr,50,sīr
沀,sū,50,sū
沀,sǐr,50,sǐr
沆,hōng,50,hōng
沆,hǒng,50,hǒng
沌,tǔn,50,tǔn
沙,sie,50,sie
沝,tsuí,50,chúi
沮,tsir,50,chir
沮,tsìr,50,chìr
沮,tsù,50,chù
沮,tsīr,50,chīr
沮,tsū,50,chū
沮,tsǐr,50,chǐr
治,tǐ,50,tǐ
泀,sir,50,sir
泀,su,50,su
泗,sìr,50,sìr
泚,tshír,50,chhír
泚,tsír,50,chír
泚,tsú,50,chú
泛,huàng,50,hoàng
泜,tsi,50,chi
泜,tī,50,tī
泜,tǐ,50,tǐ
泞,tīr,50,tīr
泞,tū,50,tū
泞,tǐr,50,tǐr
泤,sīr,50,sīr
泤,sū,50,sū
泤,sǐr,50,sǐr
泫,hiān,50,hiān
泫,hiǎn,50,hiǎn
泿,gîrn,50,gîrn
泿,gûn,50,gûn
洍,sīr,50,sīr
洍,sū,50,sū
洍,sǐr,50,sǐr
洰,kīr,50,kīr
洰,kū,50,kū
洰,kǐr,50,kǐr
洳,jīr,50,jīr
洳,līr,50,līr
洳,lū,50,lū
洸,hōng,50,hōng
洸,hǒng,50,hǒng
浣,uǎn,50,oǎn
浩,hǒ,50,hǒ
涁,sèrm,50,sèrm
涁,sìm,50,sìm
涂,tîr,50,tîr
涂,tû,50,tû
涗,sèr,50,sèr
涘,sīr,50,sīr
涘,sǐr,50,sǐr
涬,hīng,50,hēng
涬,hǐng,50,hěng
涭,siū,50,siū
涭,siǔ,50,siǔ
涺,kir,50,kir
淄,tsir,50,chir
淊,hām,50,hām
淊,hǎm,50,hǎm
淏,hǒ,50,hǒ
淡,tǎm,50,tǎm
淡,tǎnn,50,tǎⁿ
淤,ir,50,ir
淭,kîr,50,kîr
淭,kû,50,kû
混,hǔn,50,hǔn
清,tshirinn,50,chhiriⁿ
渚,tsír,50,chír
渠,kîr,50,kîr
渦,e,50,e
渦,er,50,er
渾,hǔn,50,hǔn
湀,kuí,50,kúi
湀,kuī,50,kūi
湀,kuǐ,50,kǔi
湑,sir,50,sir
湑,sír,50,sír
湛,tǎm,50,tǎm
湳,lòm,50,lòm
溆,sīr,50,sīr
溆,sū,50,sū
溆,sǐr,50,sǐr
溮,sir,50,sir
溵,irn,50,irn
溵,un,50,un
溾,huē,50,hōe
溾,huě,50,hǒe
滁,tîr,50,tîr
滈,hǒ,50,hǒ
滉,hōng,50,hōng
滉,hǒng,50,hǒng
滋,tsir,50,chir
滍,tī,50,tī
滍,tǐ,50,tǐ
滓,tsír,50,chír
滬,hiō,50,hiō
滬,hǒo,50,hǒ͘
滰,kiōng,50,kiōng
滰,kiǒng,50,kiǒng
滲,serm,50,serm
滷,lerē,50,lēre
滷,lerě,50,lěre
滷,luē,50,lōe
滷,luě,50,lǒe
滷,lōo,50,lō͘
滷,lǒo,50,lǒ͘
漁,gîr,50,gîr
漁,hîr,50,hîr
漬,tsirh,50,chirh
漬,tsuh,50,chuh
漬,tsìr,50,chìr
漵,sīr,50,sīr
漵,sǐr,50,sǐr
漸,tsiǎm,50,chiǎm
潒,tōng,50,tōng
潒,tǒng,50,tǒng
潡,tūn,50,tūn
潡,tǔn,50,tǔn
潬,siān,50,siān
潬,siǎn,50,siǎn
潬,tān,50,tān
潬,tǎn,50,tǎn
澋,hīng,50,hēng
澋,hǐng,50,hěng
澌,sir,50,sir
澔,hǒ,50,hǒ
澥,hǎi,50,hǎi
澦,īr,50,īr
澦,ū,50,ū
澬,tsir,50,chir
澬,tsîr,50,chîr
澬,tsû,50,chû
澸,tām,50,tām
澸,tǎm,50,tǎm
澹,tǎm,50,tǎm
澽,kìr,50,kìr
澽,kù,50,kù
澽,kīr,50,kīr
澽,kū,50,kū
濜,tsǐn,50,chǐn
濨,tsîr,50,chîr
濨,tsû,50,chû
濾,līr,50,līr
瀃,sìr,50,sìr
瀃,sù,50,sù
瀦,tir,50,tir
瀦,tu,50,tu
灝,hǒ,50,hǒ
灬,hué,50,hóe
灬,hé,50,hé
灬,hér,50,hér
灬,hónn,50,hóⁿ
灮,kng,50,kng
灮,kong,50,kong
灮,kuinn,50,kuiⁿ
灾,tsai,50,chai
灾,tse,50,che
灾,tser,50,cher
炘,herm,50,herm
炬,kīr,50,kīr
炬,kǐr,50,kǐr
烏,io,50,io
烘,hǒng,50,hǒng
烯,hi,50,hi
烴,kíng,50,kéng
焜,hǔn,50,hǔn
無,môo,50,mô͘
焣,tsū,50,chū
焣,tsǔ,50,chǔ
焮,herm,50,herm
煑,tsír,50,chír
煑,tsú,50,chú
煾,irn,50,irn
熩,hōo,50,hō͘
熩,hǒo,50,hǒ͘
燍,sir,50,sir
燍,su,50,su
燼,tsǐn,50,chǐn
爈,lîr,50,lîr
爈,lû,50,lû
爈,līr,50,līr
爈,lū,50,lū
爫,jiáu,50,jiáu
爫,liáu,50,liáu
爲,uî,50,ûi
爲,uī,50,ūi
父,hǔ,50,hǔ
爾,niǎ,50,niǎ
爾,nā,50,nā
爾,nǎ,50,nǎ
爿,pirînn,50,pîriⁿ
爿,puînn,50,pûiⁿ
爿,pâinn,50,pâiⁿ
爿,pân,50,pân
牝,pǐn,50,pǐn
牟,biô,50,biô
牭,sìr,50,sìr
牭,sù,50,sù
牸,lū,50,lū
牸,tsīr,50,chīr
牸,tsū,50,chū
犃,piō,50,piō
犃,piǒ,50,piǒ
犛,bâu,50,bâu
犛,môo,50,mô͘
犭,khián,50,khián
犾,gîrn,50,gîrn
犾,gûn,50,gûn
狙,tshir,50,chhir
狙,tshu,50,chhu
狠,hírn,50,hírn
狣,tiāu,50,tiāu
狣,tiǎu,50,tiǎu
狳,îr,50,îr
狳,û,50,û
狴,pě,50,pě
狺,gîrn,50,gîrn
猌,gīrn,50,gīrn
猌,gūn,50,gūn
猛,mí,50,mí
猥,ué,50,óe
獅,sir,50,sir
獖,hūn,50,hūn
獖,hǔn,50,hǔn
獖,pūn,50,pūn
獖,pǔn,50,pǔn
獬,hǎi,50,hǎi
玆,tsir,50,chir
玆,tsu,50,chu
玆,tsîr,50,chîr
玆,tsû,50,chû
玤,pǎng,50,pǎng
玼,tshir,50,chhir
玼,tshu,50,chhu
玼,tshír,50,chhír
玼,tshú,50,chhú
珁,tsîr,50,chîr
珁,tsû,50,chû
珢,gûn,50,gûn
珢,kirn,50,kirn
珢,kun,50,kun
珢,kìrn,50,kìrn
珢,kùn,50,kùn
琄,hiān,50,hiān
琄,hiǎn,50,hiǎn
琚,kir,50,kir
琲,puě,50,pǒe
瑊,tserm,50,cherm
瑡,sir,50,sir
瑡,su,50,su
瑹,sir,50,sir
璖,kîr,50,kîr
璖,kû,50,kû
璗,tǒng,50,tǒng
璩,kîr,50,kîr
璩,kû,50,kû
璵,îr,50,îr
璾,tsē,50,chē
璾,tsě,50,chě
瓷,tsîr,50,chîr
瓿,phió,50,phió
瓿,piō,50,piō
瓿,piǒ,50,piǒ
甆,tsîr,50,chîr
甆,tsû,50,chû
甚,sǐm,50,sǐm
甭,bóng,50,bóng
甾,tsir,50,chir
界,kerè,50,kère
畤,tī,50,tī
畤,tǐ,50,tǐ
畫,ere̍h,50,e̍reh
畫,ue̍h,50,oe̍h
畬,îr,50,îr
畬,û,50,û
畭,siâ,50,siâ
畭,îr,50,îr
畭,û,50,û
疋,sir,50,sir
疋,su,50,su
疎,sere,50,sere
疎,soo,50,so͘
疎,sue,50,soe
疏,sere,50,sere
疒,tshông,50,chhông
疵,tshir,50,chhir
疵,tshu,50,chhu
疽,tshir,50,chhir
疽,tshu,50,chhu
疽,tsir,50,chir
痕,hîrn,50,hîrn
痥,thê,50,thê
痥,thêr,50,thêr
瘀,ir,50,ir
瘕,ká,50,ká
瘸,kher,50,kher
瘸,khêr,50,khêr
癒,lú,50,lú
癙,tshír,50,chhír
癶,puat,50,poat
皁,tsǒ,50,chǒ
皂,tsǒ,50,chǒ
的,gê,50,gê
皉,tshír,50,chhír
皉,tshú,50,chhú
皓,hǒ,50,hǒ
皔,hān,50,hān
皔,hǎn,50,hǎn
皜,hō,50,hō
皜,hǒ,50,hǒ
皝,hōng,50,hōng
皝,hǒng,50,hǒng
皞,hǒ,50,hǒ
皡,hǒ,50,hǒ
皩,hōng,50,hōng
皩,hǒng,50,hǒng
盡,tsǐn,50,chǐn
盧,liô,50,liô
盪,tǒng,50,tǒng
相,siǒng,50,siǒng
盺,herm,50,herm
盻,he,50,he
盻,her,50,her
眝,tīr,50,tīr
眝,tū,50,tū
眝,tǐr,50,tǐr
眥,tshîr,50,chhîr
眥,tsīr,50,chīr
眥,tsū,50,chū
眦,tshîr,50,chhîr
眦,tsīr,50,chīr
眦,tsū,50,chū
眹,tīn,50,tīn
眹,tǐn,50,tǐn
眼,nguí,50,ngúi
着,tio̍h,50,tio̍h
着,to̍h,50,to̍h
睅,hǎn,50,hǎn
睆,huān,50,hoān
睆,huǎn,50,hoǎn
睇,thirínn,50,thíriⁿ
睇,thuínn,50,thúiⁿ
睍,hiǎn,50,hiǎn
睡,tsēr,50,chēr
睢,tsir,50,chir
睺,hiô,50,hiô
瞊,tōng,50,tōng
瞊,tǒng,50,tǒng
瞋,tshin,50,chhin
矣,ī,50,ī
矣,ǐ,50,ǐ
矷,tsír,50,chír
矷,tsú,50,chú
矽,si̍k,50,se̍k
砄,khih,50,khih
砈,eh,50,eh
砈,ik,50,ek
砑,gē,50,gē
砠,tshir,50,chhir
砠,tshu,50,chhu
砷,sin,50,sin
硍,hǎn,50,hǎn
硏,gián,50,gián
硏,nguí,50,ngúi
硐,tǒng,50,tǒng
硒,se,50,se
硘,huî,50,hûi
硢,îr,50,îr
硢,û,50,û
硥,pāng,50,pāng
硥,pǎng,50,pǎng
硬,gǐng,50,gěng
硬,ngiā,50,ngiā
硬,ngiǎ,50,ngiǎ
碋,hō,50,hō
碋,hǒ,50,hǒ
碘,tián,50,tián
碲,tè,50,tè
碾,nuí,50,núi
磁,tsîr,50,chîr
磰,siān,50,siān
磰,siǎn,50,siǎn
磲,kîr,50,kîr
礜,īr,50,īr
礜,ū,50,ū
礻,sī,50,sī
祀,sīr,50,sīr
祀,sǐr,50,sǐr
祖,tsió,50,chió
祘,suàn,50,soàn
祚,tsòo,50,chò͘
祛,khir,50,khir
祛,khu,50,khu
祜,hǒo,50,hǒ͘
祠,sîr,50,sîr
祢,ní,50,ní
祣,lír,50,lír
祳,sǐn,50,sǐn
禌,tsir,50,chir
禌,tsu,50,chu
禍,hǒo,50,hǒ͘
禍,ēr,50,ēr
禍,ěr,50,ěr
禗,sir,50,sir
禗,su,50,su
禠,sir,50,sir
禦,gīr,50,gīr
禩,sīr,50,sīr
禩,sū,50,sū
禩,sǐr,50,sǐr
禫,tǎm,50,tǎm
私,sir,50,sir
科,kher,50,kher
秗,ìr,50,ìr
秗,ù,50,ù
秬,kīr,50,kīr
秬,kū,50,kū
秬,kǐr,50,kǐr
秲,sī,50,sī
秲,tī,50,tī
秲,tǐ,50,tǐ
秶,tsir,50,chir
秶,tsu,50,chu
稆,līr,50,līr
稆,lū,50,lū
稆,lǐr,50,lǐr
稈,kirínn,50,kíriⁿ
稚,tǐ,50,tǐ
稞,khe,50,khe
稞,kher,50,kher
稰,sir,50,sir
稰,su,50,su
稰,sír,50,sír
稰,sú,50,sú
稵,tsir,50,chir
稵,tsu,50,chu
稺,tī,50,tī
稺,tǐ,50,tǐ
稻,tiǔ,50,tiǔ
穢,hè,50,hè
穢,hèr,50,hèr
穥,īr,50,īr
穥,ū,50,ū
穭,līr,50,līr
穭,lǐr,50,lǐr
穼,serm,50,serm
穼,sim,50,sim
窘,kūn,50,kūn
窘,kǔn,50,kǔn
窞,tām,50,tām
窞,tǎm,50,tǎm
窠,khe,50,khe
窠,kher,50,kher
窩,e,50,e
窩,er,50,er
窶,kū,50,kū
窶,kǔ,50,kǔ
竌,tshìr,50,chhìr
竌,tshù,50,chhù
站,tsǎm,50,chǎm
竚,tīr,50,tīr
竚,tū,50,tū
竚,tǐr,50,tǐr
竫,tsǐng,50,chěng
笥,sìr,50,sìr
笨,pǔn,50,pǔn
第,terē,50,tēre
笵,huān,50,hoān
笵,huǎn,50,hoǎn
筅,tshirínn,50,chhíriⁿ
筅,tshuínn,50,chhúiⁿ
筎,jîr,50,jîr
筎,lîr,50,lîr
筎,lû,50,lû
筥,kír,50,kír
箊,ir,50,ir
箊,u,50,u
箴,tserm,50,cherm
篆,tsuān,50,choān
篆,tsuǎn,50,choǎn
篋,khereh,50,khereh
篋,khueh,50,khoeh
篨,tîr,50,tîr
篰,phōo,50,phō͘
篰,phǒo,50,phǒ͘
篱,lerē,50,lēre
篱,lerě,50,lěre
篸,tserm,50,cherm
篸,tsherm,50,chherm
篸,tshim,50,chhim
篸,tsim,50,chim
篹,tsuǎn,50,choǎn
篽,gír,50,gír
篽,gú,50,gú
簄,hōo,50,hō͘
簄,hǒo,50,hǒ͘
簛,sir,50,sir
簛,su,50,su
簜,tǒng,50,tǒng
簟,tiǎm,50,tiǎm
簪,tserm,50,cherm
簴,kīr,50,kīr
簴,kǐr,50,kǐr
籀,tiǔ,50,tiǔ
籅,îr,50,îr
籍,tsi̍p,50,chi̍p
籍,tsìr,50,chìr
籍,tsù,50,chù
籑,tsuān,50,choān
籑,tsuǎn,50,choǎn
籒,tiū,50,tiū
籒,tiǔ,50,tiǔ
籞,gír,50,gír
籞,gú,50,gú
籠,lǎng,50,lǎng
籧,kîr,50,kîr
籪,tuǎn,50,toǎn
籹,jír,50,jír
籹,lír,50,lír
籽,tsír,50,chír
粔,kīr,50,kīr
粔,kǐr,50,kǐr
粙,tiū,50,tiū
粙,tiǔ,50,tiǔ
粞,tsherè,50,chhère
粢,tsir,50,chir
糈,sír,50,sír
糈,sú,50,sú
糍,tsîr,50,chîr
糹,bi̍k,50,be̍k
紂,tiǔ,50,tiǔ
紎,tsir,50,chir
紎,tsu,50,chu
紓,sir,50,sir
紖,tīn,50,tīn
紖,tǐn,50,tǐn
紪,tshér,50,chhér
紫,tsír,50,chír
細,sèr,50,sèr
紵,tīr,50,tīr
紵,tū,50,tū
紵,tǐr,50,tǐr
紿,tǎi,50,tǎi
絆,puān,50,poān
絆,puānn,50,pōaⁿ
絆,puǎnn,50,pǒaⁿ
絘,tshìr,50,chhìr
絘,tshù,50,chhù
絩,tiāu,50,tiāu
絩,tiǎu,50,tiǎu
絮,sìr,50,sìr
絯,hāi,50,hāi
絯,hǎi,50,hǎi
絯,kai,50,kai
絽,līr,50,līr
絽,lū,50,lū
絽,lǐr,50,lǐr
綄,huân,50,hoân
綄,uǎn,50,oǎn
綝,serm,50,serm
綝,sim,50,sim
綬,siǔ,50,siǔ
網,bǎng,50,bǎng
緇,tsir,50,chir
緈,hīng,50,hēng
緈,hǐng,50,hěng
緒,sīr,50,sīr
緒,sǐr,50,sǐr
緦,sir,50,sir
緩,uǎn,50,oǎn
縒,tshir,50,chhir
縒,tshu,50,chhu
縣,kirīnn,50,kīriⁿ
繇,tiū,50,tiū
繇,tiǔ,50,tiǔ
繪,kuè,50,kòe
繭,kirínn,50,kíriⁿ
繭,kuínn,50,kúiⁿ
繵,tǎn,50,tǎn
缿,hǎng,50,hǎng
网,bāng,50,bāng
网,bǎng,50,bǎng
罒,bóng,50,bóng
罒,bāng,50,bāng
罒,bǎng,50,bǎng
罣,kuà,50,kòa
罧,serm,50,serm
罪,tsuě,50,chǒe
罪,tsēr,50,chēr
罪,tsěr,50,chěr
署,sīr,50,sīr
罳,sir,50,sir
罷,pǎ,50,pǎ
美,bér,50,bér
羜,tīr,50,tīr
羜,tū,50,tū
羜,tǐr,50,tǐr
羥,king,50,keng
羦,huân,50,hoân
羨,siǎn,50,siǎn
羴,sian,50,sian
翥,tsìr,50,chìr
翥,tsù,50,chù
耔,tsír,50,chír
耜,sīr,50,sīr
耜,sū,50,sū
耜,sǐr,50,sǐr
耝,tshìr,50,chhìr
耝,tshù,50,chhù
耟,kīr,50,kīr
耟,kǐr,50,kǐr
耡,thî,50,thî
耡,thîr,50,thîr
耡,tîr,50,tîr
耡,tû,50,tû
耨,liō,50,liō
聕,hō,50,hō
聕,hǒ,50,hǒ
聚,tsǔ,50,chǔ
聻,tsiām,50,chiām
聻,tsiǎm,50,chiǎm
肁,tiāu,50,tiāu
肁,tiǎu,50,tiǎu
肂,sìr,50,sìr
肆,sìr,50,sìr
肇,tiǎu,50,tiǎu
肈,tiāu,50,tiāu
肈,tiǎu,50,tiǎu
肗,lír,50,lír
肗,lú,50,lú
肚,tió,50,tió
肩,kainn,50,kaiⁿ
肩,kirinn,50,kiriⁿ
肩,kuainn,50,koaiⁿ
肩,kuinn,50,kuiⁿ
肭,teh,50,teh
肽,thài,50,thài
胄,tiū,50,tiū
胄,tiǔ,50,tiǔ
背,pèr,50,pèr
背,pē,50,pē
背,pēr,50,pēr
胎,ther,50,ther
胏,tsír,50,chír
胏,tsú,50,chú
胔,tsìr,50,chìr
胠,khir,50,khir
胥,sir,50,sir
胺,an,50,an
胾,tsìr,50,chìr
脤,sǐn,50,sǐn
脯,pōo,50,pō͘
脯,pǒo,50,pǒ͘
腎,siǎn,50,siǎn
腎,sǐn,50,sǐn
腒,kir,50,kir
腞,tsuān,50,choān
腞,tsuǎn,50,choǎn
腡,lêr,50,lêr
膂,lír,50,lír
膐,lír,50,lír
膳,siǎn,50,siǎn
膹,hūn,50,hūn
膹,hǔn,50,hǔn
膻,tān,50,tān
膻,tǎn,50,tǎn
臔,hiān,50,hiān
臔,hiǎn,50,hiǎn
臼,kiǔ,50,kiǔ
舁,îr,50,îr
舁,û,50,û
舅,kiǔ,50,kiǔ
與,ír,50,ír
與,îr,50,îr
與,û,50,û
與,īr,50,īr
舐,tsǐ,50,chǐ
舒,sir,50,sir
舓,tsǐ,50,chǐ
舙,tship,50,chhip
舵,tuǎ,50,tǒa
舵,tǒ,50,tǒ
艅,îr,50,îr
艅,û,50,û
艑,piān,50,piān
艑,piǎn,50,piǎn
艮,kìrn,50,kìrn
艸,tsháu,50,chháu
艸,tshóo,50,chhó͘
艹,tsháu,50,chháu
艹,tshó,50,chhó
艹,tshóo,50,chhó͘
芐,hǒo,50,hǒ͘
芓,tsír,50,chír
芓,tsīr,50,chīr
芓,tsū,50,chū
芝,tsir,50,chir
芝,tsu,50,chu
芟,sainn,50,saiⁿ
芟,sang,50,sang
芟,sirinn,50,siriⁿ
芟,suinn,50,suiⁿ
芡,khiām,50,khiām
芡,khiǎm,50,khiǎm
芦,hōo,50,hō͘
芦,hǒo,50,hǒ͘
芧,sīr,50,sīr
芧,sǐr,50,sǐr
芧,tīr,50,tīr
芧,tū,50,tū
芧,tǐr,50,tǐr
苣,kīr,50,kīr
苣,kǐr,50,kǐr
苧,terě,50,těre
苧,tuě,50,tǒe
苧,tīr,50,tīr
苧,tū,50,tū
苧,tǐr,50,tǐr
苴,tshir,50,chhir
苴,tsir,50,chir
范,huǎn,50,hoǎn
茈,tsír,50,chír
茈,tsú,50,chú
茛,kìrn,50,kìrn
茨,tsir,50,chir
茨,tsîr,50,chîr
茲,tsir,50,chir
茲,tsîr,50,chîr
茲,tsû,50,chû
茹,jîr,50,jîr
茹,lîr,50,lîr
荇,hǐng,50,hěng
荑,terê,50,têre
荑,tuê,50,tôe
荑,î,50,î
荔,liān,50,liān
荔,nuī,50,nūi
荕,kirn,50,kirn
荕,kun,50,kun
荰,tǒo,50,tǒ͘
荷,hǒ,50,hǒ
莇,tīr,50,tīr
莇,tū,50,tū
莒,kír,50,kír
莕,hǐng,50,hěng
莖,hirînn,50,hîriⁿ
莙,kûn,50,kûn
莙,kūn,50,kūn
莙,kǔn,50,kǔn
莢,ngereh,50,ngereh
莧,hirīnn,50,hīriⁿ
莧,huīnn,50,hūiⁿ
莩,piān,50,piān
莩,piǎn,50,piǎn
菃,kîr,50,kîr
菃,kû,50,kû
菑,tsir,50,chir
菓,ké,50,ké
菓,kér,50,kér
菡,hām,50,hām
菡,hǎm,50,hǎm
菸,ian,50,ian
菹,tsir,50,chir
萏,tām,50,tām
萏,tǎm,50,tǎm
萯,hū,50,hū
萯,hǔ,50,hǔ
萵,er,50,er
葉,siap,50,siap
葉,sia̍p,50,sia̍p
著,tìr,50,tìr
葘,tsir,50,chir
葘,tsu,50,chu
葚,sīm,50,sīm
葚,sǐm,50,sǐm
葤,tiū,50,tiū
葤,tiǔ,50,tiǔ
葴,tserm,50,cherm
葴,tsim,50,chim
葵,khe,50,khe
葵,kher,50,kher
葵,khê,50,khê
葵,khêr,50,khêr
蒑,irn,50,irn
蒑,un,50,un
蒒,sir,50,sir
蒒,su,50,su
蒘,lîr,50,lîr
蒘,lû,50,lû
蒢,tîr,50,tîr
蒣,sîr,50,sîr
蒣,sû,50,sû
蒽,irn,50,irn
蒽,un,50,un
蓓,puě,50,pǒe
蓮,nuî,50,nûi
蔀,piō,50,piō
蔀,piǒ,50,piǒ
蔃,kiōng,50,kiōng
蔃,kiǒng,50,kiǒng
蔘,serm,50,serm
蔘,sim,50,sim
蔪,tsiām,50,chiām
蔪,tsiǎm,50,chiǎm
蔬,sere,50,sere
蔰,hōo,50,hō͘
蔰,hǒo,50,hǒ͘
蕈,sīm,50,sīm
蕈,sǐm,50,sǐm
蕖,kîr,50,kîr
蕠,jîr,50,jîr
蕠,jû,50,jû
蕠,lîr,50,lîr
蕠,lû,50,lû
蕨,keh,50,keh
蕨,kerh,50,kerh
蕨,kè,50,kè
蕨,kèr,50,kèr
蕩,tǒng,50,tǒng
蕷,īr,50,īr
蕼,sìr,50,sìr
蕼,sù,50,sù
薃,hō,50,hō
薃,hǒ,50,hǒ
薈,hēr,50,hēr
薋,tsîr,50,chîr
薋,tsû,50,chû
薖,khe,50,khe
薖,kher,50,kher
薺,tsîr,50,chîr
薺,tsû,50,chû
藇,sīr,50,sīr
藇,sǐr,50,sǐr
藎,tsǐn,50,chǐn
藘,lîr,50,lîr
藝,gerē,50,gēre
藠,giō,50,giō
藠,giǒ,50,giǒ
藧,uān,50,oān
藧,uǎn,50,oǎn
藷,tsir,50,chir
藷,tsîr,50,chîr
藷,tsû,50,chû
藸,tir,50,tir
藸,tu,50,tu
藿,heh,50,heh
藿,herh,50,herh
蘌,gír,50,gír
蘌,gú,50,gú
蘧,kîr,50,kîr
虎,hió,50,hió
虒,sir,50,sir
虒,su,50,su
處,tshír,50,chhír
虗,hir,50,hir
虗,hu,50,hu
虛,hir,50,hir
虡,kīr,50,kīr
虡,kǐr,50,kǐr
虸,tsír,50,chír
虸,tsú,50,chú
蚌,pǎng,50,pǎng
蚥,hú,50,hú
蚥,hū,50,hū
蚥,hǔ,50,hǔ
蚵,iô,50,iô
蚷,kīr,50,kīr
蚷,kū,50,kū
蚷,kǐr,50,kǐr
蛗,hū,50,hū
蛗,hǔ,50,hǔ
蜀,tsi̍k,50,che̍k
蜀,tsi̍t,50,chi̍t
蜃,sǐn,50,sǐn
蜄,sīn,50,sīn
蜄,sǐn,50,sǐn
蜌,pě,50,pě
蜍,sîr,50,sîr
蜍,tsîr,50,chîr
蜑,tǎn,50,tǎn
蜛,kir,50,kir
蜛,ku,50,ku
蜠,kūn,50,kūn
蜠,kǔn,50,kǔn
蜤,sir,50,sir
蜤,su,50,su
蜭,hām,50,hām
蜭,hǎm,50,hǎm
蜯,pāng,50,pāng
蜯,pǎng,50,pǎng
蝌,khe,50,khe
蝌,kher,50,kher
蝑,sir,50,sir
蝑,su,50,su
蝜,hū,50,hū
蝜,hǔ,50,hǔ
蝫,tsir,50,chir
螄,sir,50,sir
螔,sir,50,sir
螔,su,50,su
螔,î,50,î
螶,kîr,50,kîr
螶,kû,50,kû
螹,tsiām,50,chiām
螹,tsiǎm,50,chiǎm
蟎,buán,50,boán
蟎,muâ,50,môa
蟓,siōng,50,siōng
蟓,siǒng,50,siǒng
蟖,sir,50,sir
蟖,su,50,su
蟝,kîr,50,kîr
蟝,kû,50,kû
蟴,sir,50,sir
蟴,su,50,su
蟹,herē,50,hēre
蟹,herě,50,hěre
蟹,hǎi,50,hǎi
蟺,siǎn,50,siǎn
蠀,tshir,50,chhir
蠀,tshu,50,chhu
蠐,tshê,50,chhê
蠐,tshêr,50,chhêr
蠩,tsir,50,chir
蠩,tsu,50,chu
蠶,tshirînn,50,chhîriⁿ
蠶,tshuînn,50,chhûiⁿ
蠶,tshâinn,50,chhâiⁿ
蠶,tshîng,50,chhêng
衟,tō,50,tō
衟,tōo,50,tō͘
衟,tǒ,50,tǒ
衟,tǒo,50,tǒ͘
衤,i,50,i
衶,tiōng,50,tiōng
衶,tiǒng,50,tiǒng
袌,phō,50,phō
袌,phǒ,50,phǒ
袒,tān,50,tān
袒,tǎn,50,tǎn
袓,tsīr,50,chīr
袓,tsǐr,50,chǐr
袪,khir,50,khir
被,phěr,50,phěr
被,phī,50,phī
被,phǐ,50,phǐ
被,pǐ,50,pǐ
袽,jîr,50,jîr
袽,lîr,50,lîr
袽,lû,50,lû
裋,sǔ,50,sǔ
裝,tshuang,50,chhoang
裡,lér,50,lér
裡,lín,50,lín
裡,ní,50,ní
裡,nńg,50,nńg
裾,kir,50,kir
褆,sǐ,50,sǐ
褆,thê,50,thê
褙,pèr,50,pèr
褚,thír,50,thír
褲,khiò,50,khiò
襂,serm,50,serm
襂,sim,50,sim
襇,kirínn,50,kíriⁿ
襇,kuínn,50,kúiⁿ
襈,tsuān,50,choān
襈,tsuǎn,50,choǎn
襐,siōng,50,siōng
襐,siǒng,50,siǒng
襞,phué,50,phóe
襳,serm,50,serm
襳,sim,50,sim
西,sie,50,sie
覀,hà,50,hà
覗,sir,50,sir
覷,tshìr,50,chhìr
觔,kirn,50,kirn
觛,tān,50,tān
觛,tǎn,50,tǎn
觜,tsir,50,chir
觜,tsu,50,chu
觟,huā,50,hōa
觟,huǎ,50,hǒa
解,hāi,50,hāi
解,hǎi,50,hǎi
解,kerè,50,kère
解,keré,50,kére
解,kài,50,kài
觨,hūn,50,hūn
觨,hǔn,50,hǔn
訁,giân,50,giân
訁,gân,50,gân
訔,gîrn,50,gîrn
訔,gûn,50,gûn
訢,herm,50,herm
許,khió,50,khió
訶,ho,50,ho
訶,hoo,50,ho͘
訾,tshír,50,chhír
訾,tsir,50,chir
訾,tsu,50,chu
訾,tsír,50,chír
訾,tsú,50,chú
訿,tshír,50,chhír
訿,tsír,50,chír
訿,tsú,50,chú
詎,kīr,50,kīr
詎,kǐr,50,kǐr
詝,thír,50,thír
詞,sîr,50,sîr
詡,hír,50,hír
詪,hírn,50,hírn
詼,kher,50,kher
語,gīr,50,gīr
語,gū,50,gū
誢,hiān,50,hiān
誢,hiǎn,50,hiǎn
誾,gîrn,50,gîrn
諓,tsiān,50,chiān
諓,tsiǎn,50,chiǎn
諝,sír,50,sír
諟,sǐ,50,sǐ
諧,erê,50,êre
諧,uê,50,ôe
諮,tsir,50,chir
諸,tsir,50,chir
謶,sìr,50,sìr
謶,sù,50,sù
謽,kiǒng,50,kiǒng
譖,tsèrm,50,chèrm
譽,īr,50,īr
讖,tshèrm,50,chhèrm
