tl,hanzi,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev,taijit
tu̍h-thàu-kè,突透過,16,tu̍h-thàu-kè,tuh8thau3ke3,tuh8thau3ke3,tuhthauke,tuhthauke,ttk,ttk,True
tu̍h-kut-phāng,突骨縫,16,tu̍h-kut-phāng,tuh8kut4phang7,tuh8kut4phang7,tuhkutphang,tuhkutphang,tkp,tkp,True
tsik-hû-su,窒扶斯,16,chek-hû-su,tsik4hu5su1,chek4hu5su1,tsikhusu,chekhusu,ths,chs,True
thang-á-kháu,窗仔口,16,thang-á-kháu,thang1a2khau2,thang1a2khau2,thangakhau,thangakhau,tak,tak,True
thang-á-tsí,窗仔子,16,thang-á-chí,thang1a2tsi2,thang1a2chi2,thangatsi,thangachi,tat,tac,True
thang-á-pòo,窗仔布,16,thang-á-pò͘,thang1a2poo3,thang1a2poo3,thangapoo,thangapoo,tap,tap,True
thang-á-tsō,窗仔座,16,thang-á-chō,thang1a2tso7,thang1a2cho7,thangatso,thangacho,tat,tac,True
thang-á-sìnn,窗仔扇,16,thang-á-sìⁿ,thang1a2sinn3,thang1a2sinn3,thangasinn,thangasinn,tas,tas,True
thang-á-thua,窗仔拖,16,thang-á-thoa,thang1a2thua1,thang1a2thoa1,thangathua,thangathoa,tat,tat,True
thang-á-iám,窗仔掩,16,thang-á-iám,thang1a2iam2,thang1a2iam2,thangaiam,thangaiam,tai,tai,True
thang-á-thìnn,窗仔撐,16,thang-á-thìⁿ,thang1a2thinn3,thang1a2thinn3,thangathinn,thangathinn,tat,tat,True
thang-á-keh,窗仔格,16,thang-á-keh,thang1a2keh4,thang1a2keh4,thangakeh,thangakeh,tak,tak,True
thang-á-ho̍k,窗仔栿,16,thang-á-ho̍k,thang1a2hok8,thang1a2hok8,thangahok,thangahok,tah,tah,True
thang-á-khing,窗仔框,16,thang-á-kheng,thang1a2khing1,thang1a2kheng1,thangakhing,thangakheng,tak,tak,True
thang-á-bâi,窗仔眉,16,thang-á-bâi,thang1a2bai5,thang1a2bai5,thangabai,thangabai,tab,tab,True
thang-á-mn̂g,窗仔門,16,thang-á-mn̂g,thang1a2mng5,thang1a2mng5,thangamng,thangamng,tam,tam,True
thang-á-lōng,窗仔閂,16,thang-á-lōng,thang1a2long7,thang1a2long7,thangalong,thangalong,tal,tal,True
oo-koo-lok,窩哥落,16,o͘-ko͘-lok,oo1koo1lok4,oo1koo1lok4,ookoolok,ookoolok,okl,okl,True
o-ka-tsuē,窩家罪,16,o-ka-chōe,o1ka1tsue7,o1ka1choe7,okatsue,okachoe,okt,okc,True
khîng-tsò-tui,窮做堆,16,khêng-chò-tui,khing5tso3tui1,kheng5cho3tui1,khingtsotui,khengchotui,ktt,kct,True
kîng-kah-sí,窮到死,16,kêng-kah-sí,king5kah4si2,keng5kah4si2,kingkahsi,kengkahsi,kks,kks,True
kîng-tshùn-thih,窮寸鐵,16,kêng-chhùn-thih,king5tshun3thih4,keng5chhun3thih4,kingtshunthih,kengchhunthih,ktt,kct,True
kîng-sí-sí,窮死死,16,kêng-sí-sí,king5si2si2,keng5si2si2,kingsisi,kengsisi,kss,kss,True
kîng-sí-tsáu,窮死走,16,kêng-sí-cháu,king5si2tsau2,keng5si2chau2,kingsitsau,kengsichau,kst,ksc,True
kîng-thinn-sí,窮添死,16,kêng-thiⁿ-sí,king5thinn1si2,keng5thinn1si2,kingthinnsi,kengthinnsi,kts,kts,True
khîng-uánn-tué,窮碗底,16,khêng-óaⁿ-tóe,khing5uann2tue2,kheng5oann2toe2,khinguanntue,khengoanntoe,kut,kot,True
kui-uán-kiànn,窺遠鏡,16,kui-oán-kiàⁿ,kui1uan2kiann3,kui1oan2kiann3,kuiuankiann,kuioankiann,kuk,kok,True
tiàm-khang-ku,站孔龜,16,tiàm-khang-ku,tiam3khang1ku1,tiam3khang1ku1,tiamkhangku,tiamkhangku,tkk,tkk,True
tiàm-ba̍t-ba̍t,站密密,16,tiàm-ba̍t-ba̍t,tiam3bat8bat8,tiam3bat8bat8,tiambatbat,tiambatbat,tbb,tbb,True
tiàm--teh,站得,16,tiàm--teh,tiam3teh4,tiam3teh4,tiamteh,tiamteh,tt,tt,True
tiàm-tsuí-kuí,站水鬼,16,tiàm-chúi-kúi,tiam3tsui2kui2,tiam3chui2kui2,tiamtsuikui,tiamchuikui,ttk,tck,True
tiàm-âm-iaunn,站涵貓,16,tiàm-âm-iauⁿ,tiam3am5iaunn1,tiam3am5iaunn1,tiamamiaunn,tiamamiaunn,tai,tai,True
tâng-ki-kóo,童乩鼓,16,tâng-ki-kó͘,tang5ki1koo2,tang5ki1koo2,tangkikoo,tangkikoo,tkk,tkk,True
táng-tsú-pan,童子班,16,táng-chú-pan,tang2tsu2pan1,tang2chu2pan1,tangtsupan,tangchupan,ttp,tcp,True
tông-tsú-siau,童子痟,16,tông-chú-siau,tong5tsu2siau1,tong5chu2siau1,tongtsusiau,tongchusiau,tts,tcs,True
tuan-ngóo-tsiat,端午節,16,toan-ngó͘-chiat,tuan1ngoo2tsiat4,toan1ngoo2chiat4,tuanngootsiat,toanngoochiat,tnt,tnc,True
tik-tshuàn-á,竹串仔,16,tek-chhoàn-á,tik4tshuan3a2,tek4chhoan3a2,tiktshuana,tekchhoana,tta,tca,True
tik-á-poo,竹仔埔,16,tek-á-po͘,tik4a2poo1,tek4a2poo1,tikapoo,tekapoo,tap,tap,True
tik-á-giám,竹仔朵,16,tek-á-giám,tik4a2giam2,tek4a2giam2,tikagiam,tekagiam,tag,tag,True
tik-á-ki,竹仔枝,16,tek-á-ki,tik4a2ki1,tek4a2ki1,tikaki,tekaki,tak,tak,True
tik-á-ôo,竹仔湖,16,tek-á-ô͘,tik4a2oo5,tek4a2oo5,tikaoo,tekaoo,tao,tao,True
tik-á-tsháu,竹仔草,16,tek-á-chháu,tik4a2tshau2,tek4a2chhau2,tikatshau,tekachhau,tat,tac,True
tik-á-tshài,竹仔菜,16,tek-á-chhài,tik4a2tshai3,tek4a2chhai3,tikatshai,tekachhai,tat,tac,True
tik-á-tsià,竹仔蔗,16,tek-á-chià,tik4a2tsia3,tek4a2chia3,tikatsia,tekachia,tat,tac,True
tik-á-thâu,竹仔頭,16,tek-á-thâu,tik4a2thau5,tek4a2thau5,tikathau,tekathau,tat,tat,True
tik-á-hiunn,竹仔香,16,tek-á-hiuⁿ,tik4a2hiunn1,tek4a2hiunn1,tikahiunn,tekahiunn,tah,tah,True
tik-tshàm-piánn,竹塹餅,16,tek-chhàm-piáⁿ,tik4tsham3piann2,tek4chham3piann2,tiktshampiann,tekchhampiann,ttp,tcp,True
tik-hu-jîn,竹夫人,16,tek-hu-jîn,tik4hu1jin5,tek4hu1jin5,tikhujin,tekhujin,thj,thj,True
tik-jī-thâu,竹字頭,16,tek-jī-thâu,tik4ji7thau5,tek4ji7thau5,tikjithau,tekjithau,tjt,tjt,True
tik-uih-á,竹挖仔,16,tek-uih-á,tik4uih4a2,tek4uih4a2,tikuiha,tekuiha,tua,tua,True
tik-the-í,竹撐椅,16,tek-the-í,tik4the1i2,tek4the1i2,tikthei,tekthei,tti,tti,True
tik-giám-á,竹朵仔,16,tek-giám-á,tik4giam2a2,tek4giam2a2,tikgiama,tekgiama,tga,tga,True
tik-ki-á,竹枝仔,16,tek-ki-á,tik4ki1a2,tek4ki1a2,tikkia,tekkia,tka,tka,True
tik-kun-tshinn,竹根青,16,tek-kun-chhiⁿ,tik4kun1tshinn1,tek4kun1chhinn1,tikkuntshinn,tekkunchhinn,tkt,tkc,True
tik-sè-á,竹泄仔,16,tek-sè-á,tik4se3a2,tek4se3a2,tiksea,teksea,tsa,tsa,True
tik-jiáu-á,竹爪仔,16,tek-jiáu-á,tik4jiau2a2,tek4jiau2a2,tikjiaua,tekjiaua,tja,tja,True
tik-kah-lue̍h,竹甲笠,16,tek-kah-loe̍h,tik4kah4lueh8,tek4kah4loeh8,tikkahlueh,tekkahloeh,tkl,tkl,True
tik-bîn-tshn̂g,竹眠床,16,tek-bîn-chhn̂g,tik4bin5tshng5,tek4bin5chhng5,tikbintshng,tekbinchhng,tbt,tbc,True
tik-kóng-á,竹管仔,16,tek-kóng-á,tik4kong2a2,tek4kong2a2,tikkonga,tekkonga,tka,tka,True
tik-tsat-uánn,竹節碗,16,tek-chat-óaⁿ,tik4tsat4uann2,tek4chat4oann2,tiktsatuann,tekchatoann,ttu,tco,True
tik-tsat-tsiam,竹節簪,16,tek-chat-chiam,tik4tsat4tsiam1,tek4chat4chiam1,tiktsattsiam,tekchatchiam,ttt,tcc,True
tik-tsat-tsháu,竹節草,16,tek-chat-chháu,tik4tsat4tshau2,tek4chat4chhau2,tiktsattshau,tekchatchhau,ttt,tcc,True
tik-tsat-hông,竹節黃,16,tek-chat-hông,tik4tsat4hong5,tek4chat4hong5,tiktsathong,tekchathong,tth,tch,True
tik-ko-tshuàn,竹篙串,16,tek-ko-chhoàn,tik4ko1tshuan3,tek4ko1chhoan3,tikkotshuan,tekkochhoan,tkt,tkc,True
tik-ko-pû,竹篙匏,16,tek-ko-pû,tik4ko1pu5,tek4ko1pu5,tikkopu,tekkopu,tkp,tkp,True
tik-ko-tshù,竹篙厝,16,tek-ko-chhù,tik4ko1tshu3,tek4ko1chhu3,tikkotshu,tekkochhu,tkt,tkc,True
tik-ko-tshe,竹篙叉,16,tek-ko-chhe,tik4ko1tshe1,tek4ko1chhe1,tikkotshe,tekkochhe,tkt,tkc,True
tik-ko-kue,竹篙瓜,16,tek-ko-koe,tik4ko1kue1,tek4ko1koe1,tikkokue,tekkokoe,tkk,tkk,True
tik-ko-le,竹篙絡,16,tek-ko-le,tik4ko1le1,tek4ko1le1,tikkole,tekkole,tkl,tkl,True
tik-ko-thâu,竹篙頭,16,tek-ko-thâu,tik4ko1thau5,tek4ko1thau5,tikkothau,tekkothau,tkt,tkt,True
tik-ko-kuí,竹篙鬼,16,tek-ko-kúi,tik4ko1kui2,tek4ko1kui2,tikkokui,tekkokui,tkk,tkk,True
tik-bi̍h-phè,竹篾帔,16,tek-bi̍h-phè,tik4bih8phe3,tek4bih8phe3,tikbihphe,tekbihphe,tbp,tbp,True
tik-bi̍h-lî,竹篾薕,16,tek-bi̍h-lî,tik4bih8li5,tek4bih8li5,tikbihli,tekbihli,tbl,tbl,True
tik-bi̍h-kiō,竹篾轎,16,tek-bi̍h-kiō,tik4bih8kio7,tek4bih8kio7,tikbihkio,tekbihkio,tbk,tbk,True
tik-si-tsu̍t,竹絲秫,16,tek-si-chu̍t,tik4si1tsut8,tek4si1chut8,tiksitsut,teksichut,tst,tsc,True
tik-hio̍h-to,竹葉刀,16,tek-hio̍h-to,tik4hioh8to1,tek4hioh8to1,tikhiohto,tekhiohto,tht,tht,True
tik-hio̍h-lâm,竹葉楠,16,tek-hio̍h-lâm,tik4hioh8lam5,tek4hioh8lam5,tikhiohlam,tekhiohlam,thl,thl,True
tik-hio̍h-tsháu,竹葉草,16,tek-hio̍h-chháu,tik4hioh8tshau2,tek4hioh8chhau2,tikhiohtshau,tekhiohchhau,tht,thc,True
tik-hio̍h-liân,竹葉鰱,16,tek-hio̍h-liân,tik4hioh8lian5,tek4hioh8lian5,tikhiohlian,tekhiohlian,thl,thl,True
tik-kah-á,竹裌仔,16,tek-kah-á,tik4kah4a2,tek4kah4a2,tikkaha,tekkaha,tka,tka,True
tshiò-lâng-kîng,笑人窮,16,chhiò-lâng-kêng,tshio3lang5king5,chhio3lang5keng5,tshiolangking,chhiolangkeng,tlk,clk,True
tshiò-tó-lâng,笑倒人,16,chhiò-tó-lâng,tshio3to2lang5,chhio3to2lang5,tshiotolang,chhiotolang,ttl,ctl,True
tshiò-ba-ba,笑含含,16,chhiò-ba-ba,tshio3ba1ba1,chhio3ba1ba1,tshiobaba,chhiobaba,tbb,cbb,True
tshiò-bun-bun,笑吻吻,16,chhiò-bun-bun,tshio3bun1bun1,chhio3bun1bun1,tshiobunbun,chhiobunbun,tbb,cbb,True
tshiò-bún-bún,笑吻吻,16,chhiò-bún-bún,tshio3bun2bun2,chhio3bun2bun2,tshiobunbun,chhiobunbun,tbb,cbb,True
tshiò-hah-hah,笑哈哈,16,chhiò-hah-hah,tshio3hah4hah4,chhio3hah4hah4,tshiohahhah,chhiohahhah,thh,chh,True
tshiò-hai-hai,笑哈哈,16,chhiò-hai-hai,tshio3hai1hai1,chhio3hai1hai1,tshiohaihai,chhiohaihai,thh,chh,True
tshiò-hā-hā,笑哈哈,16,chhiò-hā-hā,tshio3ha7ha7,chhio3ha7ha7,tshiohaha,chhiohaha,thh,chh,True
tshiò-khah-khah,笑哈哈,16,chhiò-khah-khah,tshio3khah4khah4,chhio3khah4khah4,tshiokhahkhah,chhiokhahkhah,tkk,ckk,True
tshiò-gī-gī,笑嘻嘻,16,chhiò-gī-gī,tshio3gi7gi7,chhio3gi7gi7,tshiogigi,chhiogigi,tgg,cgg,True
tshiò-tsang-sik,笑棕色,16,chhiò-chang-sek,tshio3tsang1sik4,chhio3chang1sek4,tshiotsangsik,chhiochangsek,tts,ccs,True
tshiò-sí-lâng,笑死人,16,chhiò-sí-lâng,tshio3si2lang5,chhio3si2lang5,tshiosilang,chhiosilang,tsl,csl,True
tshiò-tshínn-pòo,笑淺布,16,chhiò-chhíⁿ-pò͘,tshio3tshinn2poo3,chhio3chhinn2poo3,tshiotshinnpoo,chhiochhinnpoo,ttp,ccp,True
tshiò-tê-sik,笑茶色,16,chhiò-tê-sek,tshio3te5sik4,chhio3te5sek4,tshiotesik,chhiotesek,tts,cts,True
tshiò-bīn-hóo,笑面虎,16,chhiò-bīn-hó͘,tshio3bin7hoo2,chhio3bin7hoo2,tshiobinhoo,chhiobinhoo,tbh,cbh,True
hû-á-lōo,符仔路,16,hû-á-lō͘,hu5a2loo7,hu5a2loo7,hualoo,hualoo,hal,hal,True
hû-huat-sian,符法先,16,hû-hoat-sian,hu5huat4sian1,hu5hoat4sian1,huhuatsian,huhoatsian,hhs,hhs,True
pūn-á-ko,笨仔篙,16,pūn-á-ko,pun7a2ko1,pun7a2ko1,punako,punako,pak,pak,True
tshíng-thâu-hiunn,筅頭香,16,chhéng-thâu-hiuⁿ,tshing2thau5hiunn1,chheng2thau5hiunn1,tshingthauhiunn,chhengthauhiunn,tth,cth,True
pit-that-kóng,筆塞管,16,pit-that-kóng,pit4that4kong2,pit4that4kong2,pitthatkong,pitthatkong,ptk,ptk,True
pit-ba̍k-hīnn,筆墨硯,16,pit-ba̍k-hīⁿ,pit4bak8hinn7,pit4bak8hinn7,pitbakhinn,pitbakhinn,pbh,pbh,True
pit-kè-suann,筆架山,16,pit-kè-soaⁿ,pit4ke3suann1,pit4ke3soann1,pitkesuann,pitkesoann,pks,pks,True
pit-tâng-tshiū,筆筒樹,16,pit-tâng-chhiū,pit4tang5tshiu7,pit4tang5chhiu7,pittangtshiu,pittangchhiu,ptt,ptc,True
pit-lô-tsí,筆羅子,16,pit-lô-chí,pit4lo5tsi2,pit4lo5chi2,pitlotsi,pitlochi,plt,plc,True
pit-tsu-lé,筆資禮,16,pit-chu-lé,pit4tsu1le2,pit4chu1le2,pittsule,pitchule,ptl,pcl,True
tán-tuā-siū,等大壽,16,tán-tōa-siū,tan2tua7siu7,tan2toa7siu7,tantuasiu,tantoasiu,tts,tts,True
tán-tuì-á,等對仔,16,tán-tùi-á,tan2tui3a2,tan2tui3a2,tantuia,tantuia,tta,tta,True
kun-som-iàn,筋蔘燕,16,kun-som-iàn,kun1som1ian3,kun1som1ian3,kunsomian,kunsomian,ksi,ksi,True
kun-thâu-tik,筋頭竹,16,kun-thâu-tek,kun1thau5tik4,kun1thau5tek4,kunthautik,kunthautek,ktt,ktt,True
kun-kut-tsháu,筋骨草,16,kun-kut-chháu,kun1kut4tshau2,kun1kut4chhau2,kunkuttshau,kunkutchhau,kkt,kkc,True
sún-ba̍k-á,筍目仔,16,sún-ba̍k-á,sun2bak8a2,sun2bak8a2,sunbaka,sunbaka,sba,sba,True
tâng-á-thâu,筒仔頭,16,tâng-á-thâu,tang5a2thau5,tang5a2thau5,tangathau,tangathau,tat,tat,True
tap--lâng,答人,16,tap--lâng,tap4lang5,tap4lang5,taplang,taplang,tl,tl,True
tap-tshuì-kóo,答嘴鼓,16,tap-chhùi-kó͘,tap4tshui3koo2,tap4chhui3koo2,taptshuikoo,tapchhuikoo,ttk,tck,True
tap--lé,答禮,16,tap--lé,tap4le2,tap4le2,taple,taple,tl,tl,True
pue-á-tsînn,筶仔錢,16,poe-á-chîⁿ,pue1a2tsinn5,poe1a2chinn5,pueatsinn,poeachinn,pat,pac,True
pín-á-mn̂g,箅仔門,16,pín-á-mn̂g,pin2a2mng5,pin2a2mng5,pinamng,pinamng,pam,pam,True
khoo-tháng-bi̍h,箍桶篾,16,kho͘-tháng-bi̍h,khoo1thang2bih8,khoo1thang2bih8,khoothangbih,khoothangbih,ktb,ktb,True
khoo-tháng-kau,箍桶鉤,16,kho͘-tháng-kau,khoo1thang2kau1,khoo1thang2kau1,khoothangkau,khoothangkau,ktk,ktk,True
khoo-lo̍h-miā,箍絡命,16,kho͘-lo̍h-miā,khoo1loh8mia7,khoo1loh8mia7,khoolohmia,khoolohmia,klm,klm,True
khoo-lo̍h-hàn,箍絡漢,16,kho͘-lo̍h-hàn,khoo1loh8han3,khoo1loh8han3,khoolohhan,khoolohhan,klh,klh,True
khoo-lo̍h-king,箍絡間,16,kho͘-lo̍h-keng,khoo1loh8king1,khoo1loh8keng1,khoolohking,khoolohkeng,klk,klk,True
khoo-lo̍h-thâu,箍絡頭,16,kho͘-lo̍h-thâu,khoo1loh8thau5,khoo1loh8thau5,khoolohthau,khoolohthau,klt,klt,True
ki-suí-pà,箕水豹,16,ki-súi-pà,ki1sui2pa3,ki1sui2pa3,kisuipa,kisuipa,ksp,ksp,True
sǹg-miā-su,算命師,16,sǹg-miā-su,sng3mia7su1,sng3mia7su1,sngmiasu,sngmiasu,sms,sms,True
sǹg-tsāi-lāi,算在內,16,sǹg-chāi-lāi,sng3tsai7lai7,sng3chai7lai7,sngtsailai,sngchailai,stl,scl,True
sǹg-bô-puânn,算無盤,16,sǹg-bô-pôaⁿ,sng3bo5puann5,sng3bo5poann5,sngbopuann,sngbopoann,sbp,sbp,True
sǹg-puânn-tsí,算盤子,16,sǹg-pôaⁿ-chí,sng3puann5tsi2,sng3poann5chi2,sngpuanntsi,sngpoannchi,spt,spc,True
sǹg-puânn-kìnn,算盤桱,16,sǹg-pôaⁿ-kìⁿ,sng3puann5kinn3,sng3poann5kinn3,sngpuannkinn,sngpoannkinn,spk,spk,True
kuán--lí,管--你,16,koán--lí,kuan2li2,koan2li2,kuanli,koanli,kl,kl,True
kuán--thāi,管--待,16,koán--thāi,kuan2thai7,koan2thai7,kuanthai,koanthai,kt,kt,True
kuán-sū-tsoo,管事租,16,koán-sū-cho͘,kuan2su7tsoo1,koan2su7choo1,kuansutsoo,koansuchoo,kst,ksc,True
kóng-á-tsí,管仔子,16,kóng-á-chí,kong2a2tsi2,kong2a2chi2,kongatsi,kongachi,kat,kac,True
kóng-á-khang,管仔孔,16,kóng-á-khang,kong2a2khang1,kong2a2khang1,kongakhang,kongakhang,kak,kak,True
kóng-á-hiân,管仔絃,16,kóng-á-hiân,kong2a2hian5,kong2a2hian5,kongahian,kongahian,kah,kah,True
kóng-á-hâng,管仔行,16,kóng-á-hâng,kong2a2hang5,kong2a2hang5,kongahang,kongahang,kah,kah,True
kóng-á-tāu,管仔豆,16,kóng-á-tāu,kong2a2tau7,kong2a2tau7,kongatau,kongatau,kat,kat,True
kuán--i,管伊,16,koán--i,kuan2i1,koan2i1,kuani,koani,ki,ki,True
kuán-sîng-tsú,管城子,16,koán-sêng-chú,kuan2sing5tsu2,koan2seng5chu2,kuansingtsu,koansengchu,kst,ksc,True
kuán-ke-pô,管家婆,16,koán-ke-pô,kuan2ke1po5,koan2ke1po5,kuankepo,koankepo,kkp,kkp,True
kuán-hú-lī,管府利,16,koán-hú-lī,kuan2hu2li7,koan2hu2li7,kuanhuli,koanhuli,khl,khl,True
kuán-tháng-siann,管桶聲,16,koán-tháng-siaⁿ,kuan2thang2siann1,koan2thang2siann1,kuanthangsiann,koanthangsiann,kts,kts,True
kuán-lí-jîn,管理人,16,koán-lí-jîn,kuan2li2jin5,koan2li2jin5,kuanlijin,koanlijin,klj,klj,True
kuán-niû-kuann,管糧官,16,koán-niû-koaⁿ,kuan2niu5kuann1,koan2niu5koann1,kuanniukuann,koanniukoann,knk,knk,True
lóo-lue̍h-ing,箬笠纓,16,ló͘-loe̍h-eng,loo2lueh8ing1,loo2loeh8eng1,looluehing,looloeheng,lli,lle,True
tsìnn-bé-tshe,箭尾叉,16,chìⁿ-bé-chhe,tsinn3be2tshe1,chinn3be2chhe1,tsinnbetshe,chinnbechhe,tbt,cbc,True
tsìnn-tik-á,箭竹仔,16,chìⁿ-tek-á,tsinn3tik4a2,chinn3tek4a2,tsinntika,chinnteka,tta,cta,True
tsat-ke-kiám,節加減,16,chat-ke-kiám,tsat4ke1kiam2,chat4ke1kiam2,tsatkekiam,chatkekiam,tkk,ckk,True
tsat-tsat-hông,節節紅,16,chat-chat-hông,tsat4tsat4hong5,chat4chat4hong5,tsattsathong,chatchathong,tth,cch,True
tshuàn--kè,篡--過,16,chhoàn--kè,tshuan3ke3,chhoan3ke3,tshuanke,chhoanke,tk,ck,True
pìn-sat-bú,篦虱母,16,pìn-sat-bú,pin3sat4bu2,pin3sat4bu2,pinsatbu,pinsatbu,psb,psb,True
thai-táu-kiânn,篩斗筕,16,thai-táu-kiâⁿ,thai1tau2kiann5,thai1tau2kiann5,thaitaukiann,thaitaukiann,ttk,ttk,True
bi̍h-á-sìnn,篾仔扇,16,bi̍h-á-sìⁿ,bih8a2sinn3,bih8a2sinn3,bihasinn,bihasinn,bas,bas,True
bi̍h-khì-tiàm,篾器店,16,bi̍h-khì-tiàm,bih8khi3tiam3,bih8khi3tiam3,bihkhitiam,bihkhitiam,bkt,bkt,True
bi̍h-ki-á,篾枝仔,16,bi̍h-ki-á,bih8ki1a2,bih8ki1a2,bihkia,bihkia,bka,bka,True
bi̍h-tiànn-soh,篾碇索,16,bi̍h-tiàⁿ-soh,bih8tiann3soh4,bih8tiann3soh4,bihtiannsoh,bihtiannsoh,bts,bts,True
bi̍h-nâ-tsháu,篾籃草,16,bi̍h-nâ-chháu,bih8na5tshau2,bih8na5chhau2,bihnatshau,bihnachhau,bnt,bnc,True
