tl,hanzi,frequency,poj,tl_num,poj_num,tps_num,tps_num_var,tl_notone,poj_notone,tps_notone,tps_notone_var,tl_abbrev,poj_abbrev,tps_abbrev,tps_abbrev_var,sitbut,is_variant
âng-lin-tsháu,紅乳草,16,âng-lin-chháu,ang5lin1tshau2,ang5lin1chhau2,ㄤˊㄌㄧㄣㄘㄠˋ,,anglintshau,anglinchhau,ㄤㄌㄧㄣㄘㄠ,,alt,alc,ㄤㄌㄘ,,True,True
âng-kāu-khak,紅厚殼,16,âng-kāu-khak,ang5kau7khak4,ang5kau7khak4,ㄤˊㄍㄠ˫ㄎㄚㆻ,,angkaukhak,angkaukhak,ㄤㄍㄠㄎㄚㆻ,,akk,akk,ㄤㄍㄎ,,True,False
âng-tsí-á,紅子仔,16,âng-chí-á,ang5tsi2a2,ang5chi2a2,ㄤˊㄐㄧˋㄚˋ,,angtsia,angchia,ㄤㄐㄧㄚ,,ata,aca,ㄤㄐㄚ,,True,False
âng-sim-á,紅心仔,16,âng-sim-á,ang5sim1a2,ang5sim1a2,ㄤˊㄒㄧㆬㄚˋ,,angsima,angsima,ㄤㄒㄧㆬㄚ,,asa,asa,ㄤㄒㄚ,,True,False
âng-tshîng-peh,紅松柏,16,âng-chhêng-peh,ang5tshing5peh4,ang5chheng5peh4,ㄤˊㄑㄧㄥˊㄅㆤㆷ,,angtshingpeh,angchhengpeh,ㄤㄑㄧㄥㄅㆤㆷ,,atp,acp,ㄤㄑㄅ,,True,False
âng-káu-tsan,紅校櫕,16,âng-káu-chan,ang5kau2tsan1,ang5kau2chan1,ㄤˊㄍㄠˋㄗㄢ,,angkautsan,angkauchan,ㄤㄍㄠㄗㄢ,,akt,akc,ㄤㄍㄗ,,True,False
âng-mn̂g-tsháu,紅毛草,16,âng-mn̂g-chháu,ang5mng5tshau2,ang5mng5chhau2,ㄤˊㄇㆭˊㄘㄠˋ,,angmngtshau,angmngchhau,ㄤㄇㆭㄘㄠ,,amt,amc,ㄤㄇㄘ,,True,False
âng-tām-pí,紅淡比,16,âng-tām-pí,ang5tam7pi2,ang5tam7pi2,ㄤˊㄉㆰ˫ㄅㄧˋ,,angtampi,angtampi,ㄤㄉㆰㄅㄧ,,atp,atp,ㄤㄉㄅ,,True,False
âng-tsu-á,紅珠仔,16,âng-chu-á,ang5tsu1a2,ang5chu1a2,ㄤˊㄗㄨㄚˋ,,angtsua,angchua,ㄤㄗㄨㄚ,,ata,aca,ㄤㄗㄚ,,True,False
âng-tsu-bo̍k,紅珠木,16,âng-chu-bo̍k,ang5tsu1bok8,ang5chu1bok8,ㄤˊㄗㄨㆠㆦㆻ̇,,angtsubok,angchubok,ㄤㄗㄨㆠㆦㆻ,,atb,acb,ㄤㄗㆠ,,True,False
âng-tshân-oo,紅田烏,16,âng-chhân-o͘,ang5tshan5oo1,ang5chhan5oo1,ㄤˊㄘㄢˊㆦ,,angtshanoo,angchhanoo,ㄤㄘㄢㆦ,,ato,aco,ㄤㄘㆦ,,True,False
âng-phê-kua,紅皮柯,16,âng-phê-koa,ang5phe5kua1,ang5phe5koa1,ㄤˊㄆㆤˊㄍㄨㄚ,,angphekua,angphekoa,ㄤㄆㆤㄍㄨㄚ,,apk,apk,ㄤㄆㄍ,,True,False
âng-sia̍h-liû,紅石榴,16,âng-sia̍h-liû,ang5siah8liu5,ang5siah8liu5,ㄤˊㄒㄧㄚㆷ̇ㄌㄧㄨˊ,,angsiahliu,angsiahliu,ㄤㄒㄧㄚㆷㄌㄧㄨ,,asl,asl,ㄤㄒㄌ,,True,False
âng-tsí-soo,紅紫蘇,16,âng-chí-so͘,ang5tsi2soo1,ang5chi2soo1,ㄤˊㄐㄧˋㄙㆦ,,angtsisoo,angchisoo,ㄤㄐㄧㄙㆦ,,ats,acs,ㄤㄐㄙ,,True,False
âng-bah-tōo,紅肉杜,16,âng-bah-tō͘,ang5bah4too7,ang5bah4too7,ㄤˊㆠㄚㆷㄉㆦ˫,,angbahtoo,angbahtoo,ㄤㆠㄚㆷㄉㆦ,,abt,abt,ㄤㆠㄉ,,True,False
âng-ka-tang,紅茄苳,16,âng-ka-tang,ang5ka1tang1,ang5ka1tang1,ㄤˊㄍㄚㄉㄤ,,angkatang,angkatang,ㄤㄍㄚㄉㄤ,,akt,akt,ㄤㄍㄉ,,True,False
âng-pi-muâ,紅蓖麻,16,âng-pi-môa,ang5pi1mua5,ang5pi1moa5,ㄤˊㄅㄧㄇㄨㄚˊ,,angpimua,angpimoa,ㄤㄅㄧㄇㄨㄚ,,apm,apm,ㄤㄅㄇ,,True,False
âng-ì-á,紅薏仔,16,âng-ì-á,ang5i3a2,ang5i3a2,ㄤˊㄧ˪ㄚˋ,,angia,angia,ㄤㄧㄚ,,aia,aia,ㄤㄧㄚ,,True,False
âng-bīn-huan,紅面番,16,âng-bīn-hoan,ang5bin7huan1,ang5bin7hoan1,ㄤˊㆠㄧㄣ˫ㄏㄨㄢ,,angbinhuan,angbinhoan,ㄤㆠㄧㄣㄏㄨㄢ,,abh,abh,ㄤㆠㄏ,,True,False
âng-kut-tsuâ,紅骨蛇,16,âng-kut-chôa,ang5kut4tsua5,ang5kut4choa5,ㄤˊㄍㄨㆵㄗㄨㄚˊ,,angkuttsua,angkutchoa,ㄤㄍㄨㆵㄗㄨㄚ,,akt,akc,ㄤㄍㄗ,,True,False
âng-hōng-tshài,紅鳳菜,16,âng-hōng-chhài,ang5hong7tshai3,ang5hong7chhai3,ㄤˊㄏㆲ˫ㄘㄞ˪,,anghongtshai,anghongchhai,ㄤㄏㆲㄘㄞ,,aht,ahc,ㄤㄏㄘ,,True,False
suè-hio̍h-lâm,細葉楠,16,sòe-hio̍h-lâm,sue3hioh8lam5,soe3hioh8lam5,ㄙㄨㆤ˪ㄏㄧㄛㆷ̇ㄌㆰˊ,,suehiohlam,soehiohlam,ㄙㄨㆤㄏㄧㄛㆷㄌㆰ,,shl,shl,ㄙㄏㄌ,,True,False
sù-bî-tsháu,絮薇草,16,sù-bî-chháu,su3bi5tshau2,su3bi5chhau2,ㄙㄨ˪ㆠㄧˊㄘㄠˋ,,subitshau,subichhau,ㄙㄨㆠㄧㄘㄠ,,sbt,sbc,ㄙㆠㄘ,,True,False
si-suànn-tsháu,絲線草,16,si-sòaⁿ-chháu,si1suann3tshau2,si1soann3chhau2,ㄒㄧㄙㄨㆩ˪ㄘㄠˋ,,sisuanntshau,sisoannchhau,ㄒㄧㄙㄨㆩㄘㄠ,,sst,ssc,ㄒㄙㄘ,,True,False
lik-san-ôo,綠珊瑚,16,lek-san-ô͘,lik4san1oo5,lek4san1oo5,ㄌㄧㆻㄙㄢㆦˊ,,liksanoo,leksanoo,ㄌㄧㆻㄙㄢㆦ,,lso,lso,ㄌㄙㆦ,,True,False
tiû-tshun-hue,綢春花,16,tiû-chhun-hoe,tiu5tshun1hue1,tiu5chhun1hoe1,ㄉㄧㄨˊㄘㄨㄣㄏㄨㆤ,,tiutshunhue,tiuchhunhoe,ㄉㄧㄨㄘㄨㄣㄏㄨㆤ,,tth,tch,ㄉㄘㄏ,,True,False
tàu-piah-hông,罩壁黃,16,tàu-piah-hông,tau3piah4hong5,tau3piah4hong5,ㄉㄠ˪ㄅㄧㄚㆷㄏㆲˊ,,taupiahhong,taupiahhong,ㄉㄠㄅㄧㄚㆷㄏㆲ,,tph,tph,ㄉㄅㄏ,,True,True
iûnn-tài-lâi,羊帶來,16,iûⁿ-tài-lâi,iunn5tai3lai5,iunn5tai3lai5,ㄧㆫˊㄉㄞ˪ㄌㄞˊ,,iunntailai,iunntailai,ㄧㆫㄉㄞㄌㄞ,,itl,itl,ㄧㄉㄌ,,True,False
iûnn-kang-tshì,羊牨刺,16,iûⁿ-kang-chhì,iunn5kang1tshi3,iunn5kang1chhi3,ㄧㆫˊㄍㄤㄑㄧ˪,,iunnkangtshi,iunnkangchhi,ㄧㆫㄍㄤㄑㄧ,,ikt,ikc,ㄧㄍㄑ,,True,False
iûnn-kak-tāu,羊角豆,16,iûⁿ-kak-tāu,iunn5kak4tau7,iunn5kak4tau7,ㄧㆫˊㄍㄚㆻㄉㄠ˫,,iunnkaktau,iunnkaktau,ㄧㆫㄍㄚㆻㄉㄠ,,ikt,ikt,ㄧㄍㄉ,,True,False
gī-nâ-puânn,義藍盤,16,gī-nâ-pôaⁿ,gi7na5puann5,gi7na5poann5,ㆣㄧ˫ㄋㄚˊㄅㄨㆩˊ,,ginapuann,ginapoann,ㆣㄧㄋㄚㄅㄨㆩ,,gnp,gnp,ㆣㄋㄅ,,True,False
huan-hûn-tsháu,翻魂草,16,hoan-hûn-chháu,huan1hun5tshau2,hoan1hun5chhau2,ㄏㄨㄢㄏㄨㄣˊㄘㄠˋ,,huanhuntshau,hoanhunchhau,ㄏㄨㄢㄏㄨㄣㄘㄠ,,hht,hhc,ㄏㄏㄘ,,True,False
hī-kau-tsháu,耳鉤草,16,hī-kau-chháu,hi7kau1tshau2,hi7kau1chhau2,ㄏㄧ˫ㄍㄠㄘㄠˋ,,hikautshau,hikauchhau,ㄏㄧㄍㄠㄘㄠ,,hkt,hkc,ㄏㄍㄘ,,True,False
ian-tsi-hue,胭脂花,16,ian-chi-hoe,ian1tsi1hue1,ian1chi1hoe1,ㄧㄢㄐㄧㄏㄨㆤ,,iantsihue,ianchihoe,ㄧㄢㄐㄧㄏㄨㆤ,,ith,ich,ㄧㄐㄏ,,True,False
kha-bú-tsháu,脚母草,16,kha-bú-chháu,kha1bu2tshau2,kha1bu2chhau2,ㄎㄚㆠㄨˋㄘㄠˋ,,khabutshau,khabuchhau,ㄎㄚㆠㄨㄘㄠ,,kbt,kbc,ㄎㆠㄘ,,True,True
kha-bak-tsháu,脚目草,16,kha-bak-chháu,kha1bak4tshau2,kha1bak4chhau2,ㄎㄚㆠㄚㆻㄘㄠˋ,,khabaktshau,khabakchhau,ㄎㄚㆠㄚㆻㄘㄠ,,kbt,kbc,ㄎㆠㄘ,,True,False
kha-pe̍h-sún,腳白筍,16,kha-pe̍h-sún,kha1peh8sun2,kha1peh8sun2,ㄎㄚㄅㆤㆷ̇ㄙㄨㄣˋ,,khapehsun,khapehsun,ㄎㄚㄅㆤㆷㄙㄨㄣ,,kps,kps,ㄎㄅㄙ,,True,True
sàn-huih-tsháu,臭天黃,16,sàn-huih-chháu,san3huih4tshau2,san3huih4chhau2,ㄙㄢ˪ㄏㄨㄧㆷㄘㄠˋ,,sanhuihtshau,sanhuihchhau,ㄙㄢㄏㄨㄧㆷㄘㄠ,,sht,shc,ㄙㄏㄘ,,True,False
tshàu-sái-lâm,臭屎楠,16,chhàu-sái-lâm,tshau3sai2lam5,chhau3sai2lam5,ㄘㄠ˪ㄙㄞˋㄌㆰˊ,,tshausailam,chhausailam,ㄘㄠㄙㄞㄌㆰ,,tsl,csl,ㄘㄙㄌ,,True,False
tshàu-sái-kue,臭屎瓜,16,chhàu-sái-koe,tshau3sai2kue1,chhau3sai2koe1,ㄘㄠ˪ㄙㄞˋㄍㄨㆤ,,tshausaikue,chhausaikoe,ㄘㄠㄙㄞㄍㄨㆤ,,tsk,csk,ㄘㄙㄍ,,True,False
tshàu-tshuan-kiong,臭川芎,16,chhàu-chhoan-kiong,tshau3tshuan1kiong1,chhau3chhoan1kiong1,ㄘㄠ˪ㄘㄨㄢㄍㄧㆲ,,tshautshuankiong,chhauchhoankiong,ㄘㄠㄘㄨㄢㄍㄧㆲ,,ttk,cck,ㄘㄘㄍ,,True,False
tshàu-kám-tsháu,臭敢草,16,chhàu-kám-chháu,tshau3kam2tshau2,chhau3kam2chhau2,ㄘㄠ˪ㄍㆰˋㄘㄠˋ,,tshaukamtshau,chhaukamchhau,ㄘㄠㄍㆰㄘㄠ,,tkt,ckc,ㄘㄍㄘ,,True,False
tshàu-khang-á,臭空仔,16,chhàu-khang-á,tshau3khang1a2,chhau3khang1a2,ㄘㄠ˪ㄎㄤㄚˋ,,tshaukhanga,chhaukhanga,ㄘㄠㄎㄤㄚ,,tka,cka,ㄘㄎㄚ,,True,False
tshàu-tsho-tsháu,臭臊草,16,chhàu-chho-chháu,tshau3tsho1tshau2,chhau3chho1chhau2,ㄘㄠ˪ㄘㄛㄘㄠˋ,,tshautshotshau,chhauchhochhau,ㄘㄠㄘㄛㄘㄠ,,ttt,ccc,ㄘㄘㄘ,,True,False
tshàu-phû-iông,臭芙蓉,16,chhàu-phû-iông,tshau3phu5iong5,chhau3phu5iong5,ㄘㄠ˪ㄆㄨˊㄧㆲˊ,,tshauphuiong,chhauphuiong,ㄘㄠㄆㄨㄧㆲ,,tpi,cpi,ㄘㄆㄧ,,True,False
ōo-koo-tsháu,芋菰草,16,ō͘-ko͘-chháu,oo7koo1tshau2,oo7koo1chhau2,ㆦ˫ㄍㆦㄘㄠˋ,,ookootshau,ookoochhau,ㆦㄍㆦㄘㄠ,,okt,okc,ㆦㄍㄘ,,True,False
khóo-līng-kang,苦楝江,16,khó͘-lēng-kang,khoo2ling7kang1,khoo2leng7kang1,ㄎㆦˋㄌㄧㄥ˫ㄍㄤ,,khoolingkang,khoolengkang,ㄎㆦㄌㄧㄥㄍㄤ,,klk,klk,ㄎㄌㄍ,,True,False
khóo-līng-kū,苦楝舅,16,khó͘-lēng-kū,khoo2ling7ku7,khoo2leng7ku7,ㄎㆦˋㄌㄧㄥ˫ㄍㄨ˫,,khoolingku,khoolengku,ㄎㆦㄌㄧㄥㄍㄨ,,klk,klk,ㄎㄌㄍ,,True,False
khóo-kue-tsháu,苦瓜草,16,khó͘-koe-chháu,khoo2kue1tshau2,khoo2koe1chhau2,ㄎㆦˋㄍㄨㆤㄘㄠˋ,,khookuetshau,khookoechhau,ㄎㆦㄍㄨㆤㄘㄠ,,kkt,kkc,ㄎㄍㄘ,,True,False
khóo-nâ-puânn,苦藍盤,16,khó͘-nâ-pôaⁿ,khoo2na5puann5,khoo2na5poann5,ㄎㆦˋㄋㄚˊㄅㄨㆩˊ,,khoonapuann,khoonapoann,ㄎㆦㄋㄚㄅㄨㆩ,,knp,knp,ㄎㄋㄅ,,True,False
ing-á-tsháu,英仔草,16,eng-á-chháu,ing1a2tshau2,eng1a2chhau2,ㄧㄥㄚˋㄘㄠˋ,,ingatshau,engachhau,ㄧㄥㄚㄘㄠ,,iat,eac,ㄧㄚㄘ,,True,False
tang-e-tshài,苳萵菜,16,tang-e-chhài,tang1e1tshai3,tang1e1chhai3,ㄉㄤㆤㄘㄞ˪,,tangetshai,tangechhai,ㄉㄤㆤㄘㄞ,,tet,tec,ㄉㆤㄘ,,True,False
hm̂-á-tsháu,茅仔草,16,hm̂-á-chháu,hm5a2tshau2,hm5a2chhau2,ㄏㆬˊㄚˋㄘㄠˋ,,hmatshau,hmachhau,ㄏㆬㄚㄘㄠ,,hat,hac,ㄏㄚㄘ,,True,False
bâ-lî-tik,茅茹竹,16,bâ-lî-tek,ba5li5tik4,ba5li5tek4,ㆠㄚˊㄌㄧˊㄉㄧㆻ,,balitik,balitek,ㆠㄚㄌㄧㄉㄧㆻ,,blt,blt,ㆠㄌㄉ,,True,False
ba̍k-nī-hue,茉莉花,16,ba̍k-nī-hoe,bak8ni7hue1,bak8ni7hoe1,ㆠㄚㆻ̇ㄋㄧ˫ㄏㄨㆤ,,baknihue,baknihoe,ㆠㄚㆻㄋㄧㄏㄨㆤ,,bnh,bnh,ㆠㄋㄏ,,True,False
ka-pe̍h-sún,茭白筍,16,ka-pe̍h-sún,ka1peh8sun2,ka1peh8sun2,ㄍㄚㄅㆤㆷ̇ㄙㄨㄣˋ,,kapehsun,kapehsun,ㄍㄚㄅㆤㆷㄙㄨㄣ,,kps,kps,ㄍㄅㄙ,,True,False
tê-sî-hông,茶匙黃,16,tê-sî-hông,te5si5hong5,te5si5hong5,ㄉㆤˊㄒㄧˊㄏㆲˊ,,tesihong,tesihong,ㄉㆤㄒㄧㄏㆲ,,tsh,tsh,ㄉㄒㄏ,,True,False
tê-bí-tsháu,茶米草,16,tê-bí-chháu,te5bi2tshau2,te5bi2chhau2,ㄉㆤˊㆠㄧˋㄘㄠˋ,,tebitshau,tebichhau,ㄉㆤㆠㄧㄘㄠ,,tbt,tbc,ㄉㆠㄘ,,True,False
tê-si-hông,茶絲黃,16,tê-si-hông,te5si1hong5,te5si1hong5,ㄉㆤˊㄒㄧㄏㆲˊ,,tesihong,tesihong,ㄉㆤㄒㄧㄏㆲ,,tsh,tsh,ㄉㄒㄏ,,True,False
tâng-o-tshài,茼萵菜,16,tâng-o-chhài,tang5o1tshai3,tang5o1chhai3,ㄉㄤˊㄛㄘㄞ˪,,tangotshai,tangochhai,ㄉㄤㄛㄘㄞ,,tot,toc,ㄉㄛㄘ,,True,False
hô-lân-tsû,荷蘭薯,16,hô-lân-chû,ho5lan5tsu5,ho5lan5chu5,ㄏㄛˊㄌㄢˊㄗㄨˊ,,holantsu,holanchu,ㄏㄛㄌㄢㄗㄨ,,hlt,hlc,ㄏㄌㄗ,,True,False
ho-lin-tāu,荷蘭豆,16,ho-lin-tāu,ho1lin1tau7,ho1lin1tau7,ㄏㄛㄌㄧㄣㄉㄠ˫,,holintau,holintau,ㄏㄛㄌㄧㄣㄉㄠ,,hlt,hlt,ㄏㄌㄉ,,True,False
tshinn-hong-tsháu,菁方草,16,chhiⁿ-hong-chháu,tshinn1hong1tshau2,chhinn1hong1chhau2,ㄑㆪㄏㆲㄘㄠˋ,,tshinnhongtshau,chhinnhongchhau,ㄑㆪㄏㆲㄘㄠ,,tht,chc,ㄑㄏㄘ,,True,False
kiok-hue-bo̍k,菊花木,16,kiok-hoe-bo̍k,kiok4hue1bok8,kiok4hoe1bok8,ㄍㄧㆦㆻㄏㄨㆤㆠㆦㆻ̇,,kiokhuebok,kiokhoebok,ㄍㄧㆦㆻㄏㄨㆤㆠㆦㆻ,,khb,khb,ㄍㄏㆠ,,True,False
tshài-to-tāu,菜刀豆,16,chhài-to-tāu,tshai3to1tau7,chhai3to1tau7,ㄘㄞ˪ㄉㄛㄉㄠ˫,,tshaitotau,chhaitotau,ㄘㄞㄉㄛㄉㄠ,,ttt,ctt,ㄘㄉㄉ,,True,False
tshài-tsháu-thâu,菜草頭,16,chhài-chháu-thâu,tshai3tshau2thau5,chhai3chhau2thau5,ㄘㄞ˪ㄘㄠˋㄊㄠˊ,,tshaitshauthau,chhaichhauthau,ㄘㄞㄘㄠㄊㄠ,,ttt,cct,ㄘㄘㄊ,,True,False
bān-siū-kó,萬壽果,16,bān-siū-kó,ban7siu7ko2,ban7siu7ko2,ㆠㄢ˫ㄒㄧㄨ˫ㄍㄛˋ,,bansiuko,bansiuko,ㆠㄢㄒㄧㄨㄍㄛ,,bsk,bsk,ㆠㄒㄍ,,True,False
bān-liân-siông,萬年松,16,bān-liân-siông,ban7lian5siong5,ban7lian5siong5,ㆠㄢ˫ㄌㄧㄢˊㄒㄧㆲˊ,,banliansiong,banliansiong,ㆠㄢㄌㄧㄢㄒㄧㆲ,,bls,bls,ㆠㄌㄒ,,True,False
bān-kun-tsháu,萬斤草,16,bān-kun-chháu,ban7kun1tshau2,ban7kun1chhau2,ㆠㄢ˫ㄍㄨㄣㄘㄠˋ,,bankuntshau,bankunchhau,ㆠㄢㄍㄨㄣㄘㄠ,,bkt,bkc,ㆠㄍㄘ,,True,False
bān-thô-hue,萬桃花,16,bān-thô-hoe,ban7tho5hue1,ban7tho5hoe1,ㆠㄢ˫ㄊㄛˊㄏㄨㆤ,,banthohue,banthohoe,ㆠㄢㄊㄛㄏㄨㆤ,,bth,bth,ㆠㄊㄏ,,True,False
bān-tiám-kim,萬點金,16,bān-tiám-kim,ban7tiam2kim1,ban7tiam2kim1,ㆠㄢ˫ㄉㄧㆰˋㄍㄧㆬ,,bantiamkim,bantiamkim,ㆠㄢㄉㄧㆰㄍㄧㆬ,,btk,btk,ㆠㄉㄍ,,True,False
pián-thiok-tsháu,萹蓄草,16,pián-thiok-chháu,pian2thiok4tshau2,pian2thiok4chhau2,ㄅㄧㄢˋㄊㄧㆦㆻㄘㄠˋ,,pianthioktshau,pianthiokchhau,ㄅㄧㄢㄊㄧㆦㆻㄘㄠ,,ptt,ptc,ㄅㄊㄘ,,True,False
lo̍h-khak-tsan,落殼櫕,16,lo̍h-khak-chan,loh8khak4tsan1,loh8khak4chan1,ㄌㄛㆷ̇ㄎㄚㆻㄗㄢ,,lohkhaktsan,lohkhakchan,ㄌㄛㆷㄎㄚㆻㄗㄢ,,lkt,lkc,ㄌㄎㄗ,,True,False
hio̍h-ē-tsu,葉下珠,16,hio̍h-ē-chu,hioh8e7tsu1,hioh8e7chu1,ㄏㄧㄛㆷ̇ㆤ˫ㄗㄨ,,hiohetsu,hiohechu,ㄏㄧㄛㆷㆤㄗㄨ,,het,hec,ㄏㆤㄗ,,True,False
hio̍h-ē-pe̍h,葉下白,16,hio̍h-ē-pe̍h,hioh8e7peh8,hioh8e7peh8,ㄏㄧㄛㆷ̇ㆤ˫ㄅㆤㆷ̇,,hiohepeh,hiohepeh,ㄏㄧㄛㆷㆤㄅㆤㆷ,,hep,hep,ㄏㆤㄅ,,True,False
hio̍h-ē-âng,葉下紅,16,hio̍h-ē-âng,hioh8e7ang5,hioh8e7ang5,ㄏㄧㄛㆷ̇ㆤ˫ㄤˊ,,hioheang,hioheang,ㄏㄧㄛㆷㆤㄤ,,hea,hea,ㄏㆤㄤ,,True,False
kuah-tîn-tsháu,葛藤草,16,koah-tîn-chháu,kuah4tin5tshau2,koah4tin5chhau2,ㄍㄨㄚㆷㄉㄧㄣˊㄘㄠˋ,,kuahtintshau,koahtinchhau,ㄍㄨㄚㆷㄉㄧㄣㄘㄠ,,ktt,ktc,ㄍㄉㄘ,,True,False
hô-lôo-pû,葫蘆匏,16,hô-lô͘-pû,ho5loo5pu5,ho5loo5pu5,ㄏㄛˊㄌㆦˊㄅㄨˊ,,holoopu,holoopu,ㄏㄛㄌㆦㄅㄨ,,hlp,hlp,ㄏㄌㄅ,,True,False
pôo-kong-ing,蒲公英,16,pô͘-kong-eng,poo5kong1ing1,poo5kong1eng1,ㄅㆦˊㄍㆲㄧㄥ,,pookonging,pookongeng,ㄅㆦㄍㆲㄧㄥ,,pki,pke,ㄅㄍㄧ,,True,False
kuà-tshiú-hiunn,蓋手香,16,kòa-chhiú-hiuⁿ,kua3tshiu2hiunn1,koa3chhiu2hiunn1,ㄍㄨㄚ˪ㄑㄧㄨˋㄏㄧㆫ,,kuatshiuhiunn,koachhiuhiunn,ㄍㄨㄚㄑㄧㄨㄏㄧㆫ,,kth,kch,ㄍㄑㄏ,,True,False
pi-muâ-á,蓖麻仔,16,pi-môa-á,pi1mua5a2,pi1moa5a2,ㄅㄧㄇㄨㄚˊㄚˋ,,pimuaa,pimoaa,ㄅㄧㄇㄨㄚㄚ,,pma,pma,ㄅㄇㄚ,,True,False
liân-tsiau-hue,蓮蕉花,16,liân-chiau-hoe,lian5tsiau1hue1,lian5chiau1hoe1,ㄌㄧㄢˊㄐㄧㄠㄏㄨㆤ,,liantsiauhue,lianchiauhoe,ㄌㄧㄢㄐㄧㄠㄏㄨㆤ,,lth,lch,ㄌㄐㄏ,,True,False
tshuà-pán-tsháu,蔡板草,16,chhòa-pán-chháu,tshua3pan2tshau2,chhoa3pan2chhau2,ㄘㄨㄚ˪ㄅㄢˋㄘㄠˋ,,tshuapantshau,chhoapanchhau,ㄘㄨㄚㄅㄢㄘㄠ,,tpt,cpc,ㄘㄅㄘ,,True,False
huan-á-tshì,蕃仔刺,16,hoan-á-chhì,huan1a2tshi3,hoan1a2chhi3,ㄏㄨㄢㄚˋㄑㄧ˪,,huanatshi,hoanachhi,ㄏㄨㄢㄚㄑㄧ,,hat,hac,ㄏㄚㄑ,,True,True
huan-á-uan,蕃仔灣,16,hoan-á-oan,huan1a2uan1,hoan1a2oan1,ㄏㄨㄢㄚˋㄨㄢ,,huanauan,hoanaoan,ㄏㄨㄢㄚㄨㄢ,,hau,hao,ㄏㄚㄨ,,True,True
huan-á-hue,蕃仔花,16,hoan-á-hoe,huan1a2hue1,hoan1a2hoe1,ㄏㄨㄢㄚˋㄏㄨㆤ,,huanahue,hoanahoe,ㄏㄨㄢㄚㄏㄨㆤ,,hah,hah,ㄏㄚㄏ,,True,True
huan-á-tîn,蕃仔藤,16,hoan-á-tîn,huan1a2tin5,hoan1a2tin5,ㄏㄨㄢㄚˋㄉㄧㄣˊ,,huanatin,hoanatin,ㄏㄨㄢㄚㄉㄧㄣ,,hat,hat,ㄏㄚㄉ,,True,True
huan-á-tāu,蕃仔豆,16,hoan-á-tāu,huan1a2tau7,hoan1a2tau7,ㄏㄨㄢㄚˋㄉㄠ˫,,huanatau,hoanatau,ㄏㄨㄢㄚㄉㄠ,,hat,hat,ㄏㄚㄉ,,True,True
huan-tshì-á,蕃刺仔,16,hoan-chhì-á,huan1tshi3a2,hoan1chhi3a2,ㄏㄨㄢㄑㄧ˪ㄚˋ,,huantshia,hoanchhia,ㄏㄨㄢㄑㄧㄚ,,hta,hca,ㄏㄑㄚ,,True,True
huan-pô-uân,蕃婆怨,16,hoan-pô-oân,huan1po5uan5,hoan1po5oan5,ㄏㄨㄢㄅㄛˊㄨㄢˊ,,huanpouan,hoanpooan,ㄏㄨㄢㄅㄛㄨㄢ,,hpu,hpo,ㄏㄅㄨ,,True,True
huan-pô-tshiū,蕃婆樹,16,hoan-pô-chhiū,huan1po5tshiu7,hoan1po5chhiu7,ㄏㄨㄢㄅㄛˊㄑㄧㄨ˫,,huanpotshiu,hoanpochhiu,ㄏㄨㄢㄅㄛㄑㄧㄨ,,hpt,hpc,ㄏㄅㄑ,,True,True
huan-pô-uan,蕃婆灣,16,hoan-pô-oan,huan1po5uan1,hoan1po5oan1,ㄏㄨㄢㄅㄛˊㄨㄢ,,huanpouan,hoanpooan,ㄏㄨㄢㄅㄛㄨㄢ,,hpu,hpo,ㄏㄅㄨ,,True,True
han-tsû-kū,蕃薯舅,16,han-chû-kū,han1tsu5ku7,han1chu5ku7,ㄏㄢㄗㄨˊㄍㄨ˫,,hantsuku,hanchuku,ㄏㄢㄗㄨㄍㄨ,,htk,hck,ㄏㄗㄍ,,True,True
keh-niau-tsháu,蕨猫草,16,keh-niau-chháu,keh4niau1tshau2,keh4niau1chhau2,ㄍㆤㆷㄋㄧㄠㄘㄠˋ,,kehniautshau,kehniauchhau,ㄍㆤㆷㄋㄧㄠㄘㄠ,,knt,knc,ㄍㄋㄘ,,True,False
po̍h-kiunn-á,薄姜仔,16,po̍h-kiuⁿ-á,poh8kiunn1a2,poh8kiunn1a2,ㄅㄛㆷ̇ㄍㄧㆫㄚˋ,,pohkiunna,pohkiunna,ㄅㄛㆷㄍㄧㆫㄚ,,pka,pka,ㄅㄍㄚ,,True,False
hóo-kā-hông,虎咬廣,16,hó͘-kā-hông,hoo2ka7hong5,hoo2ka7hong5,ㄏㆦˋㄍㄚ˫ㄏㆲˊ,,hookahong,hookahong,ㄏㆦㄍㄚㄏㆲ,,hkh,hkh,ㄏㄍㄏ,,True,True
hóo-kā-hông,虎咬癀,16,hó͘-kā-hông,hoo2ka7hong5,hoo2ka7hong5,ㄏㆦˋㄍㄚ˫ㄏㆲˊ,,hookahong,hookahong,ㄏㆦㄍㄚㄏㆲ,,hkh,hkh,ㄏㄍㄏ,,True,True
hóo-bé-lân,虎尾蘭,16,hó͘-bé-lân,hoo2be2lan5,hoo2be2lan5,ㄏㆦˋㆠㆤˋㄌㄢˊ,,hoobelan,hoobelan,ㄏㆦㆠㆤㄌㄢ,,hbl,hbl,ㄏㆠㄌ,,True,True
