hanzi,tl,frequency,poj
驗證碼,giām-tsìng-bé,16,giām-chèng-bé
鬚鯨類,tshiu-king-luī,16,chhiu-keng-lūi
魁北克,khue-pak-khik,16,khoe-pak-khek
魚子醬,hî-tsí-tsiùnn,16,hî-chí-chiùⁿ
鮮奶捲,tshinn-ling-kńg,16,chhiⁿ-leng-kńg
鮮奶捲,tshinn-ni-kńg,16,chhiⁿ-ni-kńg
鱘龍魚,sîm-liông-hî,16,sîm-liông-hî
鱘龍魚,sîm-liông-hû,16,sîm-liông-hû
鹼水麭,kinn-tsuí-pháng,16,kiⁿ-chúi-pháng
麥當勞,be̍h-tong-lô,16,be̍h-tong-lô
麥當勞,bi̍k-tong-lô,16,be̍k-tong-lô
麻仔葉,muâ-á-hio̍h,16,môa-á-hio̍h
黏錫筆,liâm-siah-pit,16,liâm-siah-pit
點陣圖,tiám-tīn-tôo,16,tiám-tīn-tô͘
鼻影筅,phīnn-iánn-tshíng,16,phīⁿ-iáⁿ-chhéng
鼻暗影,phīnn-àm-iánn,16,phīⁿ-àm-iáⁿ
鼻竇炎,phīnn-tōo-iām,16,phīⁿ-tō͘-iām
鼻胃管,phīnn-uī-kóng,16,phīⁿ-ūi-kóng
龍骨髓,liông-kut-tshué,16,liông-kut-chhóe
龍骨髓,lîng-kut-tshé,16,lêng-kut-chhé
𪐞染液,tòo-ní-i̍k,16,tò͘-ní-e̍k
𪐞染筅,tòo-ní-tshíng,16,tò͘-ní-chhéng
Má-thih-suh狗,má-thih-suh-káu,12,má-thih-suh-káu
Sa-móo-iat狗,sa-móo-iat-káu,12,sa-mó͘-iat-káu
ang-ta su-ló,ang-ta su-ló,12,ang-ta su-ló
góo-looh àu-tooh,góo-looh àu-tooh,12,gó͘-lo͘h àu-to͘h
góo-looh投手,góo-looh tâu-tshiú,12,gó͘-lo͘h tâu-chhiú
hu-lái àu-tooh,hu-lái àu-tooh,12,hu-lái àu-to͘h
hu-lái投手,hu-lái tâu-tshiú,12,hu-lái tâu-chhiú
huí-sū-toh 球,huí-sū-toh-kiû,12,húi-sū-toh-kiû
iú-bih--ê,iú-bih--ê,12,iú-bih--ê
ma-su-kha-phóng,ma-su-kha-phóng,12,ma-su-kha-phóng
phi̋n-tsí hit-tah,phi̋n-tsí hit-tah,12,phĭn-chí hit-tah
phi̋n-tsí làng-nah,phi̋n-tsí làng-nah,12,phĭn-chí làng-nah
sa̋i-hóng 咖啡,sa̋i-hóng ka-pi,12,săi-hóng ka-pi
si-lí-khóng 筅,si-lí-khóng-tshíng,12,si-lí-khóng-chhéng
su-too-lài-khuh,su-too-lài-khuh,12,su-to͘-lài-khuh
sà-tooh khòo-tshih,sà-tooh khòo-tshih,12,sà-to͘h khò͘-chhih
te-tó bòo-lù,te-tó bòo-lù,12,te-tó bò͘-lù
thá-guh àu-tooh,thá-guh àu-tooh,12,thá-guh àu-to͘h
tshian-tsí á-phù,tshian-tsí á-phù,12,chhian-chí á-phù
tsioo-kóo-lè-tòo,tsioo-kóo-lè-tòo,12,chio͘-kó͘-lè-tò͘
䖙倒坐起,the-tó-tsē-khí,12,the-tó-chē-khí
一人倒投,tsi̍t-lâng-tò-tâu,12,chi̍t-lâng-tò-tâu
一壘安打,it-luí an-tánn,12,it-lúi an-táⁿ
一壘教練,it-luí kàu-liān,12,it-lúi kàu-liān
一線速球,tsi̍t-suànn sok-kiû,12,chi̍t-sòaⁿ sok-kiû
七戰四勝,tshit-tsiàn sì-sìng,12,chhit-chiàn sì-sèng
三上三落,sann-tsiūnn sann-lo̍h,12,saⁿ-chiūⁿ saⁿ-lo̍h
三壘安打,sann-luí an-tánn,12,saⁿ-lúi an-táⁿ
三壘教練,sann-luí kàu-liān,12,saⁿ-lúi kàu-liān
三線選單,sann-suànn suán-tuann,12,saⁿ-sòaⁿ soán-toaⁿ
三項全能,sann-hāng tsuân-lîng,12,saⁿ-hāng choân-lêng
上壘次數,tsiūnn-luí tshù-sòo,12,chiūⁿ-lúi chhù-sò͘
下目睫毛,ē ba̍k-tsiah-mn̂g,12,ē ba̍k-chiah-mn̂g
下目睫毛,ē ba̍k-tsiap-mn̂g,12,ē ba̍k-chiap-mn̂g
不死sa̋n-sín,put-sí sa̋n-sín,12,put-sí săn-sín
中國割包,tiong-kok kuah-pau,12,tiong-kok koah-pau
中場歇睏,tiông-tiûnn hioh-khùn,12,tiông-tiûⁿ hioh-khùn
中外野手,tiong-guā-iá-tshiú,12,tiong-gōa-iá-chhiú
中心打者,tiong-sim tánn-tsiá,12,tiong-sim táⁿ-chiá
中繼 phit-tsiah,tiong-kè phit-tsiah,12,tiong-kè phit-chiah
中繼成功,tiong-kè sîng-kong,12,tiong-kè sêng-kong
中繼投手,tiong-kè tâu-tshiú,12,tiong-kè tâu-chhiú
串仔卵餅,tshǹg-á nn̄g-piánn,12,chhǹg-á nn̄g-piáⁿ
串流媒體,tshuàn-liû muî-thé,12,chhoàn-liû mûi-thé
九一連線,kiú-it liân-suànn,12,kiú-it liân-sòaⁿ
乳突病毒,jú-tu̍t pēnn-to̍k,12,jú-tu̍t pēⁿ-to̍k
乳突病毒,lú-tu̍t pīnn-to̍k,12,lú-tu̍t pīⁿ-to̍k
予球擉著,hōo kiû tia̍k-tio̍h,12,hō͘ kiû tia̍k-tio̍h
二壘安打,jī-luí an-tánn,12,jī-lúi an-táⁿ
五戰三勝,gōo-tsiàn sann-sìng,12,gō͘-chiàn saⁿ-sèng
人字拖仔,jîn-jī thua-á,12,jîn-jī thoa-á
人字拖仔,lîn-lī thua-á,12,lîn-lī thoa-á
人字淺拖,jîn-jī tshián-thua,12,jîn-jī chhián-thoa
人字淺拖,lîn-lī tshián-thua,12,lîn-lī chhián-thoa
人工智慧,jîn-kang tì-huī,12,jîn-kang tì-hūi
人本設計,jîn-pún siat-kè,12,jîn-pún siat-kè
人本設計,lîn-pún siat-kè,12,lîn-pún siat-kè
人蛇集團,lâng-tsuâ tsi̍p-thuân,12,lâng-chôa chi̍p-thoân
人面辨識,lâng-bīn piān-sik,12,lâng-bīn piān-sek
代訓球員,tāi-hùn kiû-uân,12,tāi-hùn kiû-oân
伸勼工時,tshun-kiu kang-sî,12,chhun-kiu kang-sî
佈局投手,pòo-kio̍k tâu-tshiú,12,pò͘-kio̍k tâu-chhiú
低醣飲食,kē-thn̂g ím-si̍t,12,kē-thn̂g ím-si̍t
促請裁決,tshiok-tshiánn tshâi-kuat,12,chhiok-chhiáⁿ chhâi-koat
保溼噴霧,pó-sip phùn-bū,12,pó-sip phùn-bū
修容粉餅,siu-iông hún-piánn,12,siu-iông hún-piáⁿ
個資漏洩,kò-tsu lāu-sia̍p,12,kò-chu lāu-sia̍p
倒外野手,tò-guā-iá-tshiú,12,tò-gōa-iá-chhiú
倒鉤的,tò-kau--ê,12,tò-kau--ê
假目睫毛,ké-ba̍k-tsiah-mn̂g,12,ké-ba̍k-chiah-mn̂g
假目睫毛,ké-ba̍k-tsiap-mn̂g,12,ké-ba̍k-chiap-mn̂g
偏好設定,phian-hònn siat-tīng,12,phian-hòⁿ siat-tēng
偵查氣球,tsing-tsa khì-kiû,12,cheng-cha khì-kiû
傳說對決,thuân-suat tuì-kuat,12,thoân-soat tùi-koat
傷停補時,siong-thîng-póo-sî,12,siong-thêng-pó͘-sî
優質先發,iu-tsit sian-huat,12,iu-chit sian-hoat
儲存容量,tû-tsûn iông-liōng,12,tû-chûn iông-liōng
儲存空間,tû-tsûn khong-kan,12,tû-chûn khong-kan
先發 phit-tsiah,sian-huat phit-tsiah,12,sian-hoat phit-chiah
先發投手,sian-huat tâu-tshiú,12,sian-hoat tâu-chhiú
先發球員,sian-huat kiû-uân,12,sian-hoat kiû-oân
先發輪值,sian-huat lûn-ti̍t,12,sian-hoat lûn-ti̍t
內容農場,luē-iông lông-tiûnn,12,lōe-iông lông-tiûⁿ
內線跑道,lāi-suànn pháu-tō,12,lāi-sòaⁿ pháu-tō
全壘打率,tsuân-luí-tánn-lu̍t,12,choân-lúi-táⁿ-lu̍t
兩線速球,nn̄g-suànn sok-kiû,12,nn̄g-sòaⁿ sok-kiû
共伴效應,kiōng-phuān hāu-ìng,12,kiōng-phoān hāu-èng
共融公園,kiōng-iông kong-hn̂g,12,kiōng-iông kong-hn̂g
再見保送,tsài-kiàn pó-sàng,12,chài-kiàn pó-sàng
再見安打,tsài-kiàn an-tánn,12,chài-kiàn an-táⁿ
冬季兩項,tang-kuì nn̄g-hāng,12,tang-kùi nn̄g-hāng
冰上 há-khih,ping-siōng há-khih,12,peng-siōng há-khih
刁工漏球,thiau-kang lāu-kiû,12,thiau-kang lāu-kiû
刁工落球,thiau-kang lak-kiû,12,thiau-kang lak-kiû
前瞻計畫,tsiân-tsiam kè-uē,12,chiân-chiam kè-ōe
加勒比海,ka-li̍k-pí-hái,12,ka-le̍k-pí-hái
加密貨幣,ka-bi̍t huè-pè,12,ka-bi̍t hòe-pè
加密貨幣,ka-bi̍t hè-pè,12,ka-bi̍t hè-pè
動態伸輪,tōng-thài tshun-lûn,12,tōng-thài chhun-lûn
勗勉典禮,hiok-bián tián-lé,12,hiok-bián tián-lé
勝利投手,sìng-lī tâu-tshiú,12,sèng-lī tâu-chhiú
匿蹤戰機,li̍k-tsong tsiàn-ki,12,le̍k-chong chiàn-ki
十六進位,tsa̍p-la̍k-tsìn-uī,12,cha̍p-la̍k-chìn-ūi
卡布奇諾,kha-pu-tshí-nooh,12,kha-pu-chhí-no͘h
印度烘餅,ìn-tōo hang-piánn,12,ìn-tō͘ hang-piáⁿ
厚肉植物,kāu-bah si̍t-bu̍t,12,kāu-bah si̍t-bu̍t
反常投球,huán-siông tâu-kiû,12,hoán-siông tâu-kiû
反式脂肪,huán-sik tsi-hong,12,hoán-sek chi-hong
取消復原,tshú-siau ho̍k-guân,12,chhú-siau ho̍k-goân
口服藥物,kháu-ho̍k io̍h-bu̍t,12,kháu-ho̍k io̍h-bu̍t
吸油面紙,khip-iû bīn-tsuá,12,khip-iû bīn-chóa
咖啡濾紙,ka-pi lī-tsuá,12,ka-pi lī-chóa
咖啡濾紙,ka-pi lū-tsuá,12,ka-pi lū-chóa
喙䫌胭脂,tshuì-phué ian-tsi,12,chhùi-phóe ian-chi
喙脣膏盤,tshuì-tûn-ko-puânn,12,chhùi-tûn-ko-pôaⁿ
單指曲球,tan-tsáinn khiau-kiû,12,tan-cháiⁿ khiau-kiû
器官衰竭,khì-kuan sue-kia̍t,12,khì-koan soe-kia̍t
四線速球,sì-suànn sok-kiû,12,sì-sòaⁿ sok-kiû
四角尖碑,sì-kak-tsiam-pi,12,sì-kak-chiam-pi
四跤仔泅,sì-kha-á-siû,12,sì-kha-á-siû
地板動作,tuē-pán tōng-tsok,12,tōe-pán tōng-chok
地板動作,tē-pán tōng-tsok,12,tē-pán tōng-chok
坉海造地,thūn-hái tsō-tuē,12,thūn-hái chō-tōe
坉海造地,thūn-hái tsō-tē,12,thūn-hái chō-tē
埋糞埽場,tâi-pùn-sò-tiûnn,12,tâi-pùn-sò-tiûⁿ
基因改造,ki-in kái-tsò,12,ki-in kái-chò
外掛程式,guā-kuà thîng-sik,12,gōa-kòa thêng-sek
外掛程式,guā-kuà tîng-sik,12,gōa-kòa têng-sek
外籍勞工,guā-tsi̍k lô-kang,12,gōa-che̍k lô-kang
外籍球員,guā-tsi̍k kiû-uân,12,gōa-che̍k kiû-oân
外籍的,guā-tsi̍k--ê,12,gōa-che̍k--ê
外線跑道,guā-suànn pháu-tō,12,gōa-sòaⁿ pháu-tō
大雨特報,tuā-ú ti̍k-pò,12,tōa-ú te̍k-pò
天光之暝,thinn kng tsi mê,12,thiⁿ kng chi mê
天光之暝,thinn kng tsi mî,12,thiⁿ kng chi mî
太陽能枋,thài-iông-lîng pang,12,thài-iông-lêng pang
妨礙走壘,hông-gāi tsáu-luí,12,hông-gāi cháu-lúi
子宮喙癌,tsú-kiong-tshuì-gâm,12,chú-kiong-chhùi-gâm
子宮肌瘤,tsú-kiong ki-liû,12,chú-kiong ki-liû
子宮肌瘤,tsú-kiong-ki-liû,12,chú-kiong-ki-liû
子宮頭癌,tsú-kiong-thâu-gâm,12,chú-kiong-thâu-gâm
字元距離,jī-guân kī-lī,12,jī-goân kī-lī
字元距離,lī-guân kū-lī,12,lī-goân kū-lī
字距微調,jī-kī bî-tiâu,12,jī-kī bî-tiâu
字距微調,lī-kū-bî-tiâu,12,lī-kū-bî-tiâu
守備教練,siú-pī kàu-liān,12,siú-pī kàu-liān
安全上壘,an-tsuân tsiūnn luí,12,an-choân chiūⁿ lúi
安全人員,an-tsuân jîn-uân,12,an-choân jîn-oân
安非他命,an-hui-tha-bīng,12,an-hui-tha-bēng
完全停止,uân-tsuân thîng-tsí,12,oân-choân thêng-chí
完全打擊,uân-tsuân tánn-kik,12,oân-choân táⁿ-kek
完全比賽,uân-tsuân pí-sài,12,oân-choân pí-sài
定向越野,tīng-hiòng ua̍t-iá,12,tēng-hiòng oa̍t-iá
定向運動,tīng-hiòng ūn-tōng,12,tēng-hiòng ūn-tōng
定妝噴霧,tīng-tsong phùn-bū,12,tēng-chong phùn-bū
寄養家庭,kià-ióng ka-tîng,12,kià-ióng ka-têng
對拍一支,tuì-phah tsi̍t-ki,12,tùi-phah chi̍t-ki
小抹香鯨,sió-buah-hiang-king,12,sió-boah-hiang-keng
尪仔粉條,ang-á-hún-tiâu,12,ang-á-hún-tiâu
尪仔粉盤,ang-á-hún-puânn,12,ang-á-hún-pôaⁿ
尪仔粉筅,ang-á-hún-tshíng,12,ang-á-hún-chhéng
尪仔粉膏,ang-á-hún-ko,12,ang-á-hún-ko
山頂山跤,suann-tíng suann-kha,12,soaⁿ-téng soaⁿ-kha
巡弋飛彈,sûn-ik hui-tuânn,12,sûn-ek hui-tôaⁿ
帕金森症,phà-kim-sim-tsìng,12,phà-kim-sim-chèng
平板電腦,pênn-pán-tiān-náu,12,pêⁿ-pán-tiān-náu
平板電腦,pînn-pán-tiān-náu,12,pîⁿ-pán-tiān-náu
延延投球,iân-tshiân tâu-kiû,12,iân-chhiân tâu-kiû
引體搝起,ín-thé-giú-khí,12,ín-thé-giú-khí
引體搝起,ín-thé-khiú-khí,12,ín-thé-khiú-khí
強欲絕種,kiông-beh tse̍h-tsíng,12,kiông-beh che̍h-chéng
強欲絕種,kiông-beh tsua̍t-tsíng,12,kiông-beh choa̍t-chéng
強迫取分,kiông-pik tshú-hun,12,kiông-pek chhú-hun
強迫進壘,kiông-pik tsìn-luí,12,kiông-pek chìn-lúi
後備選手,āu-pī suán-tshiú,12,āu-pī soán-chhiú
後援 phit-tsiah,āu-uān phit-tsiah,12,āu-oān phit-chiah
後援出賽,āu-uān tshut-sài,12,āu-oān chhut-sài
後援投手,āu-uān tâu-tshiú,12,āu-oān tâu-chhiú
後設資料,āu-siat tsu-liāu,12,āu-siat chu-liāu
得分位置,tit-hun uī-tì,12,tit-hun ūi-tì
復健教練,ho̍k-kiān kàu-liān,12,ho̍k-kiān kàu-liān
德國煙腸,tik-kok ian-tshiâng,12,tek-kok ian-chhiâng
心肌梗塞,sim-ki kīng-sik,12,sim-ki kēng-sek
心肌梗窒,sim-ki kénn-that,12,sim-ki kéⁿ-that
心肌梗窒,sim-ki kínn-that,12,sim-ki kíⁿ-that
心血管病,sim-hueh-kńg-pēnn,12,sim-hoeh-kńg-pēⁿ
心血管病,sim-huih-kńg-pīnn,12,sim-huih-kńg-pīⁿ
快樂棒球,khuài-lo̍k pāng-kiû,12,khoài-lo̍k pāng-kiû
快樂野球,khuài-lo̍k iá-kiû,12,khoài-lo̍k iá-kiû
情緒叨撚,tsîng-sū lo-lián,12,chêng-sū lo-lián
惡性腫瘤,ok-sìng tsíng-liû,12,ok-sèng chéng-liû
應用程式,ìng-iōng thîng-sik,12,èng-iōng thêng-sek
應用程式,ìng-iōng tîng-sik,12,èng-iōng têng-sek
打擊教練,tánn-kik kàu-liān,12,táⁿ-kek kàu-liān
打擊順序,tánn-kik sūn-sī,12,táⁿ-kek sūn-sī
打擊順序,tánn-kik sūn-sū,12,táⁿ-kek sūn-sū
打跑戰術,tánn-pháu tsiàn-su̍t,12,táⁿ-pháu chiàn-su̍t
技術委員,ki-su̍t uí-uân,12,ki-su̍t úi-oân
投手教練,tâu-tshiú kàu-liān,12,tâu-chhiú kàu-liān
投手犯規,tâu-tshiú huān-kui,12,tâu-chhiú hoān-kui
投捕教練,tâu-póo kàu-liān,12,tâu-pó͘ kàu-liān
投球局數,tâu-kiû kio̍k-sòo,12,tâu-kiû kio̍k-sò͘
投補配搭,tâu-póo phuè-tah,12,tâu-pó͘ phòe-tah
抗力作用,khòng-li̍k tsok-iōng,12,khòng-le̍k chok-iōng
拉不拉多,la-put-la-to,12,la-put-la-to
拍光粉餅,phah-kng hún-piánn,12,phah-kng hún-piáⁿ
拗式手機,áu-sik tshiú-ki,12,áu-sek chhiú-ki
拿鐵咖啡,la-thé ka-pi,12,la-thé ka-pi
指定打擊,tsí-tīng-tánn-kik,12,chí-tēng-táⁿ-kek
指定讓渡,tsí-tīng jiōng-tōo,12,chí-tēng jiōng-tō͘
指定讓渡,tsí-tīng liōng-tōo,12,chí-tēng liōng-tō͘
指紋解鎖,tsí-bûn kái-só,12,chí-bûn kái-só
捕手妨礙,póo-tshiú hông-gāi,12,pó͘-chhiú hông-gāi
捕手教練,póo-tshiú kàu-liān,12,pó͘-chhiú kàu-liān
授權鎖匙,siū-khuân só-sî,12,siū-khoân só-sî
掛耳咖啡,kuà-hī ka-pi,12,kòa-hī ka-pi
掛耳咖啡,kuà-hīnn ka-pi,12,kòa-hīⁿ ka-pi
接力走標,tsiap-li̍k tsáu-pio,12,chiap-le̍k cháu-pio
接目睫毛,tsiap ba̍k-tsiah-mn̂g,12,chiap ba̍k-chiah-mn̂g
接目睫毛,tsiap ba̍k-tsiap-mn̂g,12,chiap ba̍k-chiap-mn̂g
掩身戰機,iám-sin tsiàn-ki,12,iám-sin chiàn-ki
提拉米蘇,thī-lā-mī-sú,12,thī-lā-mī-sú
搜揣 ia̋n-jín,tshiau-tshuē ia̋n-jín,12,chhiau-chhōe iăn-jín
搜揣 ia̋n-jín,tshiau-tshē ia̋n-jín,12,chhiau-chhē iăn-jín
摩卡咖啡,môo-khah ka-pi,12,mô͘-khah ka-pi
擴充功能,khok-tshiong kong-lîng,12,khok-chhiong kong-lêng
收 khoo-mí-sióng,siu khoo-mí-sióng,12,siu kho͘-mí-sióng
收烏西錢,siu oo-se-tsînn,12,siu o͘-se-chîⁿ
攻守陣容,kong-siú tīn-iông,12,kong-siú tīn-iông
攻擊指數,kong-kik tsí-sòo,12,kong-kek chí-sò͘
政治分贓,tsìng-tī pun-tsng,12,chèng-tī pun-chng
故意保送,kòo-ì pó-sàng,12,kò͘-ì pó-sàng
故意四䆀,kòo-ì sì-bái,12,kò͘-ì sì-bái
故意漏球,kòo-ì lāu-kiû,12,kò͘-ì lāu-kiû
故意落球,kòo-ì lak-kiû,12,kò͘-ì lak-kiû
救援 phit-tsiah,kiù-uān phit-tsiah,12,kiù-oān phit-chiah
救援失敗,kiù-uān sit-pāi,12,kiù-oān sit-pāi
救援成功,kiù-uān sîng-kong,12,kiù-oān sêng-kong
救援投手,kiù-uān tâu-tshiú,12,kiù-oān tâu-chhiú
救援機會,kiù-uān ki-huē,12,kiù-oān ki-hōe
散工換蹛,suánn-kang uānn-tuà,12,sóaⁿ-kang ōaⁿ-tòa
敨結賽制,tháu-kat-sài-tsè,12,tháu-kat-sài-chè
文字樣式,bûn-jī iūnn-sik,12,bûn-jī iūⁿ-sek
文字樣式,bûn-lī iūnn-sik,12,bûn-lī iūⁿ-sek
文字游標,bûn-jī iû-piau,12,bûn-jī iû-piau
文字游標,bûn-lī iû-phiau,12,bûn-lī iû-phiau
斑腿青虳,pan-thuí tshenn-ioh,12,pan-thúi chheⁿ-ioh
斷籬倒壁,tn̄g-lî tó-piah,12,tn̄g-lî tó-piah
易科罰金,i̍k-kho hua̍t-kim,12,e̍k-kho hoa̍t-kim
智力運動,tì-li̍k ūn-tōng,12,tì-le̍k ūn-tōng
最佳紀錄,tsuè-ka kì-lio̍k,12,chòe-ka kì-lio̍k
最佳紀錄,tsuè-ka kì-lo̍k,12,chòe-ka kì-lo̍k
有氧運動,iú-ióng ūn-tōng,12,iú-ióng ūn-tōng
有氧體操,iú-ióng thé-tshau,12,iú-ióng thé-chhau
本壘相挵,pún-luí sio-lòng,12,pún-lúi sio-lòng
核心肌群,hi̍k-sim ki-kûn,12,he̍k-sim ki-kûn
核酸檢測,hi̍k-sng kiám-tshik,12,he̍k-sng kiám-chhek
框線粗幼,khing-suànn tshoo-iù,12,kheng-sòaⁿ chho͘-iù
桌面背景,toh-bīn puē-kíng,12,toh-bīn pōe-kéng
桌頂遊戲,toh-tíng iû-hì,12,toh-téng iû-hì
極限運動,ki̍k-hān ūn-tōng,12,ke̍k-hān ūn-tōng
槓桿原理,kǹg-kuáinn guân-lí,12,kǹg-koáiⁿ goân-lí
標靶藥物,piau-pé io̍h-bu̍t,12,piau-pé io̍h-bu̍t
橐袋仔餅,lak-tē-á-piánn,12,lak-tē-á-piáⁿ
機械手骨,ki-hāi tshiú-kut,12,ki-hāi chhiú-kut
檔案總管,tòng-àn tsóng-kuán,12,tòng-àn chóng-koán
檔案總管,tóng-àn tsóng-kuán,12,tóng-àn chóng-koán
檸檬咖啡,lê-bóng ka-pi,12,lê-bóng ka-pi
檸檬紅茶,lê-bóng âng-tê,12,lê-bóng âng-tê
歕觱仔人,pûn-pi-á-lâng,12,pûn-pi-á-lâng
正外野手,tsiànn-guā-iá-tshiú,12,chiàⁿ-gōa-iá-chhiú
正子選單,tsiànn-jí suán-tuann,12,chiàⁿ-jí soán-toaⁿ
正子選單,tsiànn-lí suán-tuann,12,chiàⁿ-lí soán-toaⁿ
步銃射擊,pōo-tshìng siā-kik,12,pō͘-chhèng siā-kek
武藝運動,bú-gē ūn-tōng,12,bú-gē ūn-tōng
殕色地帶,phú-sik tuē-tài,12,phú-sek tōe-tài
殕色地帶,phú-sik tē-tài,12,phú-sek tē-tài
毛管空粗,mn̂g-kńg-khang tshoo,12,mn̂g-kńg-khang chho͘
氣墊粉餅,khì-tiām hún-piánn,12,khì-tiām hún-piáⁿ
水上比賽,tsuí-siōng pí-sài,12,chúi-siōng pí-sài
水上活動,tsuí-siōng ua̍h-tāng,12,chúi-siōng oa̍h-tāng
水上活動,tsuí-siōng ua̍h-tōng,12,chúi-siōng oa̍h-tōng
水上芭蕾,tsuí-siōng pa-lé,12,chúi-siōng pa-lé
水上警察,tsuí-siōng kíng-tshat,12,chúi-siōng kéng-chhat
水上運動,tsuí-siōng ūn-tōng,12,chúi-siōng ūn-tōng
沖泡飲品,tshiong-phàu ím-phín,12,chhiong-phàu ím-phín
沙埔排球,sua-poo pâi-kiû,12,soa-po͘ pâi-kiû
油水平衡,iû-tsuí pîng-hîng,12,iû-chúi pêng-hêng
法國長麭,huat-kok tn̂g-pháng,12,hoat-kok tn̂g-pháng
法式輾球,huat-sik liàn-kiû,12,hoat-sek liàn-kiû
法式輾球,huat-sik lìn-kiû,12,hoat-sek lìn-kiû
泰式奶茶,thài-sik ling-tê,12,thài-sek leng-tê
泰式奶茶,thài-sik ni-tê,12,thài-sek ni-tê
洋九層塔,iûnn-káu-tsàn-thah,12,iûⁿ-káu-chàn-thah
活取器官,ua̍h-tshú khì-kuan,12,oa̍h-chhú khì-koan
海水浴場,hái-tsuí i̍k-tiûnn,12,hái-chúi e̍k-tiûⁿ
淨零排放,tsīng-lîng pâi-hòng,12,chēng-lêng pâi-hòng
深色模式,tshim-sik bôo-sik,12,chhim-sek bô͘-sek
混合雙打,hūn-ha̍p siang-tánn,12,hūn-ha̍p siang-táⁿ
淺色模式,tshián-sik bôo-sik,12,chhián-sek bô͘-sek
清壘打者,tshing-luí tánn-tsiá,12,chheng-lúi táⁿ-chiá
溫室效應,un-sik hāu-ìng,12,un-sek hāu-èng
溫室氣體,un-sik khì-thé,12,un-sek khì-thé
滑輪搝落,ku̍t-lián giú-lo̍h,12,ku̍t-lián giú-lo̍h
滑輪搝落,ku̍t-lián khiú-lo̍h,12,ku̍t-lián khiú-lo̍h
滑鼠停留,ku̍t-tshí thîng-liû,12,ku̍t-chhí thêng-liû
滑鼠停留,ku̍t-tshú thîng-liû,12,ku̍t-chhú thêng-liû
潛艇割包,tsiâm-thíng kuah-pau,12,chiâm-théng koah-pau
濃縮咖啡,lông-sok ka-pi,12,lông-sok ka-pi
濾掛咖啡,lī-kuà ka-pi,12,lī-kòa ka-pi
濾掛咖啡,lū-kuà ka-pi,12,lū-kòa ka-pi
烏頭粉刺,oo-thâu hún-tshì,12,o͘-thâu hún-chhì
無痕模式,bô-hûn bôo-sik,12,bô-hûn bô͘-sek
無線滑鼠,bô-suànn ku̍t-tshí,12,bô-sòaⁿ ku̍t-chhí
無線滑鼠,bô-suànn ku̍t-tshú,12,bô-sòaⁿ ku̍t-chhú
無線耳機,bô-suànn hī-ki,12,bô-sòaⁿ hī-ki
無線耳機,bô-suànn hīnn-ki,12,bô-sòaⁿ hīⁿ-ki
無線齒盤,bô-suànn khí-puânn,12,bô-sòaⁿ khí-pôaⁿ
熟似人客,si̍k-sāi lâng-kheh,12,se̍k-sāi lâng-kheh
熱壓俗麭,jia̍t-ap sio̍k-pháng,12,jia̍t-ap sio̍k-pháng
熱壓俗麭,lia̍t-ap sio̍k-pháng,12,lia̍t-ap sio̍k-pháng
熱脹冷縮,jia̍t-tiòng-líng-sok,12,jia̍t-tiòng-léng-sok
熱脹冷縮,lia̍t-tiòng-líng-sok,12,lia̍t-tiòng-léng-sok
燒一下,sio--tsi̍t-ē,12,sio--chi̍t-ē
燒幾粒仔,sio kuí lia̍p-á,12,sio kúi lia̍p-á
燒膨冷縮,sio-phòng-líng-sok,12,sio-phòng-léng-sok
營養午餐,îng-ióng ngóo-tshan,12,êng-ióng ngó͘-chhan
牛牢捕手,gû-tiâu póo-tshiú,12,gû-tiâu pó͘-chhiú
牛牢教練,gû-tiâu kàu-liān,12,gû-tiâu kàu-liān
特效化妝,ti̍k-hāu huà-tsong,12,te̍k-hāu hòa-chong
犧牲bàn-tooh,hi-sing bàn-tooh,12,hi-seng bàn-to͘h
犧牲飛球,hi-sing hui-kiû,12,hi-seng hui-kiû
玉城丹尼,gio̍k-siânn tan-lî,12,gio̍k-siâⁿ tan-lî
玉城丹尼,gio̍k-siânn tan-nî,12,gio̍k-siâⁿ tan-nî
王梨蝦球,ông-lâi hê-kiû,12,ông-lâi hê-kiû
王牌投手,ông-pâi tâu-tshiú,12,ông-pâi tâu-chhiú
現代五項,hiān-tāi gōo-hāng,12,hiān-tāi gō͘-hāng
球類比賽,kiû-luī pí-sài,12,kiû-lūi pí-sài
生肌減油,senn-ki kiám-iû,12,seⁿ-ki kiám-iû
生肌減油,sinn-ki kiám-iû,12,siⁿ-ki kiám-iû
生酮飲食,sing-tông ím-si̍t,12,seng-tông ím-si̍t
產生得分,sán-sing tit-hun,12,sán-seng tit-hun
用sai的,iōng sai--ê,12,iōng sai--ê
用捒的,iōng sak--ê,12,iōng sak--ê
用搝的,iōng giú--ê,12,iōng giú--ê
番麥羹湯,huan-be̍h kenn-thng,12,hoan-be̍h keⁿ-thng
番麥羹湯,huan-be̍h kinn-thng,12,hoan-be̍h kiⁿ-thng
畫面縮放,uē-bīn sok-hòng,12,ōe-bīn sok-hòng
畫面縮放,uī-bīn sok-hòng,12,ūi-bīn sok-hòng
疫情翻箍,i̍k-tsîng huan-khoo,12,e̍k-chêng hoan-kho͘
疫情較坐,i̍k-tsîng khah-tsē,12,e̍k-chêng khah-chē
