tl,hanzi,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev,taijit,is_variant
oo-hiánn,烏hiánn,25,o͘-hiáⁿ,oo1hiann2,oo1hiann2,oohiann,oohiann,oh,oh,True,False
oo-hng,烏hng,25,o͘-hng,oo1hng1,oo1hng1,oohng,oohng,oh,oh,True,False
oo-hâm,烏hâm,25,o͘-hâm,oo1ham5,oo1ham5,ooham,ooham,oh,oh,True,False
oo-khia̍t,烏khia̍t,25,o͘-khia̍t,oo1khiat8,oo1khiat8,ookhiat,ookhiat,ok,ok,True,False
oo-khi̍t,烏khi̍t,25,o͘-khi̍t,oo1khit8,oo1khit8,ookhit,ookhit,ok,ok,True,False
oo-khīng,烏khīng,25,o͘-khēng,oo1khing7,oo1kheng7,ookhing,ookheng,ok,ok,True,False
oo-la̍k,烏la̍k,25,o͘-la̍k,oo1lak8,oo1lak8,oolak,oolak,ol,ol,True,False
oo-lu,烏lu,25,o͘-lu,oo1lu1,oo1lu1,oolu,oolu,ol,ol,True,False
oo-ngôo,烏ngôo,25,o͘-ngô͘,oo1ngoo5,oo1ngoo5,oongoo,oongoo,on,on,True,False
oo-nî,烏nî,25,o͘-nî,oo1ni5,oo1ni5,ooni,ooni,on,on,True,False
oo-sian,烏sian,25,o͘-sian,oo1sian1,oo1sian1,oosian,oosian,os,os,True,False
oo-so,烏so,25,o͘-so,oo1so1,oo1so1,ooso,ooso,os,os,True,False
oo-thē,烏thē,25,o͘-thē,oo1the7,oo1the7,oothe,oothe,ot,ot,True,False
oo-tshiâu,烏tshiâu,25,o͘-chhiâu,oo1tshiau5,oo1chhiau5,ootshiau,oochhiau,ot,oc,True,False
oo-tòo,烏tòo,25,o͘-tò͘,oo1too3,oo1too3,ootoo,ootoo,ot,ot,True,False
oo-io,烏么,25,o͘-io,oo1io1,oo1io1,ooio,ooio,oi,oi,True,False
oo-jîn,烏仁,25,o͘-jîn,oo1jin5,oo1jin5,oojin,oojin,oj,oj,True,False
oo-á,烏仔,25,o͘-á,oo1a2,oo1a2,ooa,ooa,oa,oa,True,False
oo-līng,烏令,25,o͘-lēng,oo1ling7,oo1leng7,ooling,ooleng,ol,ol,True,False
oo-phàu,烏包,25,o͘-phàu,oo1phau3,oo1phau3,oophau,oophau,op,op,True,False
oo-tsut,烏卒,25,o͘-chut,oo1tsut4,oo1chut4,ootsut,oochut,ot,oc,True,False
oo-tsiam,烏占,25,o͘-chiam,oo1tsiam1,oo1chiam1,ootsiam,oochiam,ot,oc,True,False
oo-âu,烏喉,25,o͘-âu,oo1au5,oo1au5,ooau,ooau,oa,oa,True,False
oo-thôo,烏土,25,o͘-thô͘,oo1thoo5,oo1thoo5,oothoo,oothoo,ot,ot,True,False
oo-ba̍k,烏墨,25,o͘-ba̍k,oo1bak8,oo1bak8,oobak,oobak,ob,ob,True,False
oo-sū,烏士,25,o͘-sū,oo1su7,oo1su7,oosu,oosu,os,os,True,False
oo-jí,烏子,25,o͘-jí,oo1ji2,oo1ji2,ooji,ooji,oj,oj,True,False
oo-jī,烏字,25,o͘-jī,oo1ji7,oo1ji7,ooji,ooji,oj,oj,True,False
oo-kuânn,烏寒,25,o͘-kôaⁿ,oo1kuann5,oo1koann5,ookuann,ookoann,ok,ok,True,False
oo-kun,烏將,25,o͘-kun,oo1kun1,oo1kun1,ookun,ookun,ok,ok,True,False
oo-tsiòng,烏將,25,o͘-chiòng,oo1tsiong3,oo1chiong3,ootsiong,oochiong,ot,oc,True,False
oo-ông,烏將,25,o͘-ông,oo1ong5,oo1ong5,ooong,ooong,oo,oo,True,False
oo-kin,烏巾,25,o͘-kin,oo1kin1,oo1kin1,ookin,ookin,ok,ok,True,False
oo-pòo,烏布,25,o͘-pò͘,oo1poo3,oo1poo3,oopoo,oopoo,op,op,True,False
oo-huànn,烏幻,25,o͘-hòaⁿ,oo1huann3,oo1hoann3,oohuann,oohoann,oh,oh,True,False
oo-iù,烏幼,25,o͘-iù,oo1iu3,oo1iu3,ooiu,ooiu,oi,oi,True,False
oo-tué,烏底,25,o͘-tóe,oo1tue2,oo1toe2,ootue,ootoe,ot,ot,True,False
oo-iánn,烏影,25,o͘-iáⁿ,oo1iann2,oo1iann2,ooiann,ooiann,oi,oi,True,False
oo-liam,烏拈,25,o͘-liam,oo1liam1,oo1liam1,ooliam,ooliam,ol,ol,True,False
oo-áu,烏拗,25,o͘-áu,oo1au2,oo1au2,ooau,ooau,oa,oa,True,False
oo-pan,烏斑,25,o͘-pan,oo1pan1,oo1pan1,oopan,oopan,op,op,True,False
oo-kî,烏旗,25,o͘-kî,oo1ki5,oo1ki5,ooki,ooki,ok,ok,True,False
oo-phú,烏昲,25,o͘-phú,oo1phu2,oo1phu2,oophu,oophu,op,op,True,False
oo-tsinn,烏晶,25,o͘-chiⁿ,oo1tsinn1,oo1chinn1,ootsinn,oochinn,ot,oc,True,False
oo-àm,烏暗,25,o͘-àm,oo1am3,oo1am3,ooam,ooam,oa,oa,True,False
oo-iú,烏有,25,o͘-iú,oo1iu2,oo1iu2,ooiu,ooiu,oi,oi,True,False
oo-ba̍k,烏木,25,o͘-ba̍k,oo1bak8,oo1bak8,oobak,oobak,ob,ob,True,False
oo-sam,烏杉,25,o͘-sam,oo1sam1,oo1sam1,oosam,oosam,os,os,True,False
oo-tsâi,烏材,25,o͘-châi,oo1tsai5,oo1chai5,ootsai,oochai,ot,oc,True,False
oo-pang,烏枋,25,o͘-pang,oo1pang1,oo1pang1,oopang,oopang,op,op,True,False
oo-peh,烏柏,25,o͘-peh,oo1peh4,oo1peh4,oopeh,oopeh,op,op,True,False
oo-ní,烏染,25,o͘-ní,oo1ni2,oo1ni2,ooni,ooni,on,on,True,False
oo-keh,烏格,25,o͘-keh,oo1keh4,oo1keh4,ookeh,ookeh,ok,ok,True,False
oo-m̂,烏梅,25,o͘-m̂,oo1m5,oo1m5,oom,oom,om,om,True,False
oo-tsó,烏棗,25,o͘-chó,oo1tso2,oo1cho2,ootso,oocho,ot,oc,True,False
oo-tshîng,烏榕,25,o͘-chhêng,oo1tshing5,oo1chheng5,ootshing,oochheng,ot,oc,True,False
oo-lám,烏欖,25,o͘-lám,oo1lam2,oo1lam2,oolam,oolam,ol,ol,True,False
oo-khuán,烏款,25,o͘-khoán,oo1khuan2,oo1khoan2,ookhuan,ookhoan,ok,ok,True,False
oo-khak,烏殼,25,o͘-khak,oo1khak4,oo1khak4,ookhak,ookhak,ok,ok,True,False
oo-mn̂g,烏毛,25,o͘-mn̂g,oo1mng5,oo1mng5,oomng,oomng,om,om,True,False
oo-khì,烏氣,25,o͘-khì,oo1khi3,oo1khi3,ookhi,ookhi,ok,ok,True,False
oo-tsiānn,烏淨,25,o͘-chiāⁿ,oo1tsiann7,oo1chiann7,ootsiann,oochiann,ot,oc,True,False
oo-lái,烏渣,25,o͘-lái,oo1lai2,oo1lai2,oolai,oolai,ol,ol,True,False
oo-lái,烏滓,25,o͘-lái,oo1lai2,oo1lai2,oolai,oolai,ol,ol,True,False
oo-he,烏灰,25,o͘-he,oo1he1,oo1he1,oohe,oohe,oh,oh,True,False
oo-oo,烏烏,25,o͘-o͘,oo1oo1,oo1oo1,oooo,oooo,oo,oo,True,False
oo-ta,烏焦,25,o͘-ta,oo1ta1,oo1ta1,oota,oota,ot,ot,True,False
oo-ian,烏煙,25,o͘-ian,oo1ian1,oo1ian1,ooian,ooian,oi,oi,True,False
oo-jua̍h,烏熱,25,o͘-joa̍h,oo1juah8,oo1joah8,oojuah,oojoah,oj,oj,True,False
oo-ian,烏燕,25,o͘-ian,oo1ian1,oo1ian1,ooian,ooian,oi,oi,True,False
oo-káu,烏狗,25,o͘-káu,oo1kau2,oo1kau2,ookau,ookau,ok,ok,True,False
oo-kâu,烏猴,25,o͘-kâu,oo1kau5,oo1kau5,ookau,ookau,ok,ok,True,False
oo-khuân,烏環,25,o͘-khoân,oo1khuan5,oo1khoan5,ookhuan,ookhoan,ok,ok,True,False
oo-hiā,烏瓦,25,o͘-hiā,oo1hia7,oo1hia7,oohia,oohia,oh,oh,True,False
oo-phia̍h,烏甓,25,o͘-phia̍h,oo1phiah8,oo1phiah8,oophiah,oophiah,op,op,True,False
oo-tinn,烏甜,25,o͘-tiⁿ,oo1tinn1,oo1tinn1,ootinn,ootinn,ot,ot,True,False
oo-tsu,烏疽,25,o͘-chu,oo1tsu1,oo1chu1,ootsu,oochu,ot,oc,True,False
oo-kì,烏痣,25,o͘-kì,oo1ki3,oo1ki3,ooki,ooki,ok,ok,True,False
oo-sua,烏痧,25,o͘-soa,oo1sua1,oo1soa1,oosua,oosoa,os,os,True,False
oo-nāi,烏癩,25,o͘-nāi,oo1nai7,oo1nai7,oonai,oonai,on,on,True,False
oo-pe̍h,烏白,25,o͘-pe̍h,oo1peh8,oo1peh8,oopeh,oopeh,op,op,True,False
oo-bâng,烏矇,25,o͘-bâng,oo1bang5,oo1bang5,oobang,oobang,ob,ob,True,False
oo-tsu̍t,烏秫,25,o͘-chu̍t,oo1tsut8,oo1chut8,ootsut,oochut,ot,oc,True,False
oo-tsíng,烏種,25,o͘-chéng,oo1tsing2,oo1cheng2,ootsing,oocheng,ot,oc,True,False
oo-tik,烏竹,25,o͘-tek,oo1tik4,oo1tek4,ootik,ootek,ot,ot,True,False
oo-bí,烏米,25,o͘-bí,oo1bi2,oo1bi2,oobi,oobi,ob,ob,True,False
oo-kôo,烏糊,25,o͘-kô͘,oo1koo5,oo1koo5,ookoo,ookoo,ok,ok,True,False
oo-thn̂g,烏糖,25,o͘-thn̂g,oo1thng5,oo1thng5,oothng,oothng,ot,ot,True,False
oo-âng,烏紅,25,o͘-âng,oo1ang5,oo1ang5,ooang,ooang,oa,oa,True,False
oo-soh,烏索,25,o͘-soh,oo1soh4,oo1soh4,oosoh,oosoh,os,os,True,False
oo-hiân,烏絃,25,o͘-hiân,oo1hian5,oo1hian5,oohian,oohian,oh,oh,True,False
oo-lô,烏羅,25,o͘-lô,oo1lo5,oo1lo5,oolo,oolo,ol,ol,True,False
oo-bah,烏肉,25,o͘-bah,oo1bah4,oo1bah4,oobah,oobah,ob,ob,True,False
oo-kha,烏腳,25,o͘-kha,oo1kha1,oo1kha1,ookha,ookha,ok,ok,True,False
oo-tâi,烏臺,25,o͘-tâi,oo1tai5,oo1tai5,ootai,ootai,ot,ot,True,False
oo-sik,烏色,25,o͘-sek,oo1sik4,oo1sek4,oosik,oosek,os,os,True,False
oo-koo,烏菇,25,o͘-ko͘,oo1koo1,oo1koo1,ookoo,ookoo,ok,ok,True,False
oo-lîng,烏菱,25,o͘-lêng,oo1ling5,oo1leng5,ooling,ooleng,ol,ol,True,False
oo-som,烏蔘,25,o͘-som,oo1som1,oo1som1,oosom,oosom,os,os,True,False
oo-hun,烏薰,25,o͘-hun,oo1hun1,oo1hun1,oohun,oohun,oh,oh,True,False
oo-lâm,烏藍,25,o͘-lâm,oo1lam5,oo1lam5,oolam,oolam,ol,ol,True,False
oo-io̍h,烏藥,25,o͘-io̍h,oo1ioh8,oo1ioh8,ooioh,ooioh,oi,oi,True,False
oo-ham,烏蚶,25,o͘-ham,oo1ham1,oo1ham1,ooham,ooham,oh,oh,True,False
oo-tsuâ,烏蛇,25,o͘-chôa,oo1tsua5,oo1choa5,ootsua,oochoa,ot,oc,True,False
oo-phang,烏蜂,25,o͘-phang,oo1phang1,oo1phang1,oophang,oophang,op,op,True,False
oo-giô,烏蟯,25,o͘-giô,oo1gio5,oo1gio5,oogio,oogio,og,og,True,False
oo-hiā,烏蟻,25,o͘-hiā,oo1hia7,oo1hia7,oohia,oohia,oh,oh,True,False
oo-huih,烏血,25,o͘-huih,oo1huih4,oo1huih4,oohuih,oohuih,oh,oh,True,False
oo-tāu,烏豆,25,o͘-tāu,oo1tau7,oo1tau7,ootau,ootau,ot,ot,True,False
oo-tshiūnn,烏象,25,o͘-chhiūⁿ,oo1tshiunn7,oo1chhiunn7,ootshiunn,oochhiunn,ot,oc,True,False
oo-niau,烏貓,25,o͘-niau,oo1niau1,oo1niau1,ooniau,ooniau,on,on,True,False
oo-tshiah,烏赤,25,o͘-chhiah,oo1tshiah4,oo1chhiah4,ootshiah,oochhiah,ot,oc,True,False
oo-jiah,烏跡,25,o͘-jiah,oo1jiah4,oo1jiah4,oojiah,oojiah,oj,oj,True,False
oo-ta̍h,烏踏,25,o͘-ta̍h,oo1tah8,oo1tah8,ootah,ootah,ot,ot,True,False
oo-ku,烏車,25,o͘-ku,oo1ku1,oo1ku1,ooku,ooku,ok,ok,True,False
oo-kiō,烏轎,25,o͘-kiō,oo1kio7,oo1kio7,ookio,ookio,ok,ok,True,False
oo-ná,烏那,25,o͘-ná,oo1na2,oo1na2,oona,oona,on,on,True,False
oo-tsiùnn,烏醬,25,o͘-chiùⁿ,oo1tsiunn3,oo1chiunn3,ootsiunn,oochiunn,ot,oc,True,False
oo-kim,烏金,25,o͘-kim,oo1kim1,oo1kim1,ookim,ookim,ok,ok,True,False
oo-im,烏陰,25,o͘-im,oo1im1,oo1im1,ooim,ooim,oi,oi,True,False
oo-hûn,烏雲,25,o͘-hûn,oo1hun5,oo1hun5,oohun,oohun,oh,oh,True,False
oo-tshinn,烏青,25,o͘-chhiⁿ,oo1tshinn1,oo1chhinn1,ootshinn,oochhinn,ot,oc,True,False
oo-bīn,烏面,25,o͘-bīn,oo1bin7,oo1bin7,oobin,oobin,ob,ob,True,False
oo-hia,烏靴,25,o͘-hia,oo1hia1,oo1hia1,oohia,oohia,oh,oh,True,False
oo-thâu,烏頭,25,o͘-thâu,oo1thau5,oo1thau5,oothau,oothau,ot,ot,True,False
oo-bé,烏馬,25,o͘-bé,oo1be2,oo1be2,oobe,oobe,ob,ob,True,False
oo-kè,烏髻,25,o͘-kè,oo1ke3,oo1ke3,ooke,ooke,ok,ok,True,False
oo-tshiu,烏鬚,25,o͘-chhiu,oo1tshiu1,oo1chhiu1,ootshiu,oochhiu,ot,oc,True,False
oo-kuí,烏鬼,25,o͘-kúi,oo1kui2,oo1kui2,ookui,ookui,ok,ok,True,False
oo-hî,烏魚,25,o͘-hî,oo1hi5,oo1hi5,oohi,oohi,oh,oh,True,False
oo-hang,烏魴,25,o͘-hang,oo1hang1,oo1hang1,oohang,oohang,oh,oh,True,False
oo-sua,烏鯊,25,o͘-soa,oo1sua1,oo1soa1,oosua,oosoa,os,os,True,False
oo-tshiunn,烏鯧,25,o͘-chhiuⁿ,oo1tshiunn1,oo1chhiunn1,ootshiunn,oochhiunn,ot,oc,True,False
oo-tsa̍t,烏鰂,25,o͘-cha̍t,oo1tsat8,oo1chat8,ootsat,oochat,ot,oc,True,False
oo-muâ,烏鰻,25,o͘-môa,oo1mua5,oo1moa5,oomua,oomoa,om,om,True,False
oo-a,烏鴉,25,o͘-a,oo1a1,oo1a1,ooa,ooa,oa,oa,True,False
oo-tshiok,烏鵲,25,o͘-chhiok,oo1tshiok4,oo1chhiok4,ootshiok,oochhiok,ot,oc,True,False
oo-tshiu,烏鶖,25,o͘-chhiu,oo1tshiu1,oo1chhiu1,ootshiu,oochhiu,ot,oc,True,False
oo-muâ,烏麻,25,o͘-môa,oo1mua5,oo1moa5,oomua,oomoa,om,om,True,False
oo-tiám,烏點,25,o͘-tiám,oo1tiam2,oo1tiam2,ootiam,ootiam,ot,ot,True,False
oo-liông,烏龍,25,o͘-liông,oo1liong5,oo1liong5,ooliong,ooliong,ol,ol,True,False
oo-ku,烏龜,25,o͘-ku,oo1ku1,oo1ku1,ooku,ooku,ok,ok,True,False
oo-kui,烏龜,25,o͘-kui,oo1kui1,oo1kui1,ookui,ookui,ok,ok,True,False
hang-ta,烘乾,25,hang-ta,hang1ta1,hang1ta1,hangta,hangta,ht,ht,True,False
hang-jī,烘字,25,hang-jī,hang1ji7,hang1ji7,hangji,hangji,hj,hj,True,False
hang-hé,烘火,25,hang-hé,hang1he2,hang1he2,hanghe,hanghe,hh,hh,True,False
hang-hang,烘烘,25,hang-hang,hang1hang1,hang1hang1,hanghang,hanghang,hh,hh,True,False
hōng-hōng,烘烘,25,hōng-hōng,hong7hong7,hong7hong7,honghong,honghong,hh,hh,True,False
hang-sio,烘燒,25,hang-sio,hang1sio1,hang1sio1,hangsio,hangsio,hs,hs,True,False
hang-lôo,烘爐,25,hang-lô͘,hang1loo5,hang1loo5,hangloo,hangloo,hl,hl,True,False
hong-lôo,烘爐,25,hong-lô͘,hong1loo5,hong1loo5,hongloo,hongloo,hl,hl,True,False
hang-piánn,烘餅,25,hang-piáⁿ,hang1piann2,hang1piann2,hangpiann,hangpiann,hp,hp,True,False
hang-hî,烘魚,25,hang-hî,hang1hi5,hang1hi5,hanghi,hanghi,hh,hh,True,False
phok-á,烞仔,25,phok-á,phok4a2,phok4a2,phoka,phoka,pa,pa,True,False
phok-phok,烞烞,25,phok-phok,phok4phok4,phok4phok4,phokphok,phokphok,pp,pp,True,False
pok-pok,烞烞,25,pok-pok,pok4pok4,pok4pok4,pokpok,pokpok,pp,pp,True,False
phok-kóng,烞管,25,phok-kóng,phok4kong2,phok4kong2,phokkong,phokkong,pk,pk,True,False
phing-iû,烹油,25,pheng-iû,phing1iu5,pheng1iu5,phingiu,phengiu,pi,pi,True,False
phing-phing,烹烹,25,pheng-pheng,phing1phing1,pheng1pheng1,phingphing,phengpheng,pp,pp,True,False
phing-tsú,烹煮,25,pheng-chú,phing1tsu2,pheng1chu2,phingtsu,phengchu,pt,pc,True,False
phing-mi̍h,烹物,25,pheng-mi̍h,phing1mih8,pheng1mih8,phingmih,phengmih,pm,pm,True,False
phing-pa,烹羓,25,pheng-pa,phing1pa1,pheng1pa1,phingpa,phengpa,pp,pp,True,False
phing-tiau,烹調,25,pheng-tiau,phing1tiau1,pheng1tiau1,phingtiau,phengtiau,pt,pt,True,False
kûn-kûn,焄焄,25,kûn-kûn,kun5kun5,kun5kun5,kunkun,kunkun,kk,kk,True,False
ian-ti,焉知,25,ian-ti,ian1ti1,ian1ti1,ianti,ianti,it,it,True,False
pē-ta,焙乾,25,pē-ta,pe7ta1,pe7ta1,peta,peta,pt,pt,True,False
pē-pē,焙焙,25,pē-pē,pe7pe7,pe7pe7,pepe,pepe,pp,pp,True,False
pē-lôo,焙爐,25,pē-lô͘,pe7loo5,pe7loo5,peloo,peloo,pl,pl,True,False
pē-lâng,焙籠,25,pē-lâng,pe7lang5,pe7lang5,pelang,pelang,pl,pl,True,False
pē-tê,焙茶,25,pē-tê,pe7te5,pe7te5,pete,pete,pt,pt,True,False
hiânn-tshâ,焚柴,25,hiâⁿ-chhâ,hiann5tsha5,hiann5chha5,hianntsha,hiannchha,ht,hc,True,False
hiânn-kún,焚滾,25,hiâⁿ-kún,hiann5kun2,hiann5kun2,hiannkun,hiannkun,hk,hk,True,False
hiânn-hé,焚火,25,hiâⁿ-hé,hiann5he2,hiann5he2,hiannhe,hiannhe,hh,hh,True,False
hiânn-hiânn,焚焚,25,hiâⁿ-hiâⁿ,hiann5hiann5,hiann5hiann5,hiannhiann,hiannhiann,hh,hh,True,False
ûn-ûn,焚焚,25,ûn-ûn,un5un5,un5un5,unun,unun,uu,uu,True,False
hiânn-sio,焚燒,25,hiâⁿ-sio,hiann5sio1,hiann5sio1,hiannsio,hiannsio,hs,hs,True,False
hûn-hiong,焚香,25,hûn-hiong,hun5hiong1,hun5hiong1,hunhiong,hunhiong,hh,hh,True,False
bô-beh,無beh,25,bô-beh,bo5beh4,bo5beh4,bobeh,bobeh,bb,bb,True,False
bô-phe,無phe,25,bô-phe,bo5phe1,bo5phe1,bophe,bophe,bp,bp,True,False
bô-siâng,無siâng,25,bô-siâng,bo5siang5,bo5siang5,bosiang,bosiang,bs,bs,True,False
bô-teh,無teh,25,bô-teh,bo5teh4,bo5teh4,boteh,boteh,bt,bt,True,False
bô-thang,無thang,25,bô-thang,bo5thang1,bo5thang1,bothang,bothang,bt,bt,True,False
bô-tàng,無tàng,25,bô-tàng,bo5tang3,bo5tang3,botang,botang,bt,bt,True,False
bô-tè,無tè,25,bô-tè,bo5te3,bo5te3,bote,bote,bt,bt,True,False
bô-ǹg,無ǹg,25,bô-ǹg,bo5ng3,bo5ng3,bong,bong,bn,bn,True,False
bû-siōng,無上,25,bû-siōng,bu5siong7,bu5siong7,busiong,busiong,bs,bs,True,False
bû-tiong,無中,25,bû-tiong,bu5tiong1,bu5tiong1,butiong,butiong,bt,bt,True,False
bô-sū,無事,25,bô-sū,bo5su7,bo5su7,bosu,bosu,bs,bs,True,False
bô-jī,無二,25,bô-jī,bo5ji7,bo5ji7,boji,boji,bj,bj,True,False
bû-jī,無二,25,bû-jī,bu5ji7,bu5ji7,buji,buji,bj,bj,True,False
bô-lâng,無人,25,bô-lâng,bo5lang5,bo5lang5,bolang,bolang,bl,bl,True,False
bô-sio̍h,無俗,25,bô-sio̍h,bo5sioh8,bo5sioh8,bosioh,bosioh,bs,bs,True,False
bû-phit,無匹,25,bû-phit,bu5phit4,bu5phit4,buphit,buphit,bp,bp,True,False
bô-puànn,無半,25,bô-pòaⁿ,bo5puann3,bo5poann3,bopuann,bopoann,bp,bp,True,False
bô-pok,無卜,25,bô-pok,bo5pok4,bo5pok4,bopok,bopok,bp,bp,True,False
bû-iam,無厭,25,bû-iam,bu5iam1,bu5iam1,buiam,buiam,bi,bi,True,False
bô-khì,無去,25,bô-khì,bo5khi3,bo5khi3,bokhi,bokhi,bk,bk,True,False
bô-tâng,無同,25,bô-tâng,bo5tang5,bo5tang5,botang,botang,bt,bt,True,False
bô-siánn,無啥,25,bô-siáⁿ,bo5siann2,bo5siann2,bosiann,bosiann,bs,bs,True,False
bû-nāi,無奈,25,bû-nāi,bu5nai7,bu5nai7,bunai,bunai,bn,bn,True,False
bô-hông,無妨,25,bô-hông,bo5hong5,bo5hong5,bohong,bohong,bh,bh,True,False
bû-hông,無妨,25,bû-hông,bu5hong5,bu5hong5,buhong,buhong,bh,bh,True,False
bô-hiâm,無嫌,25,bô-hiâm,bo5hiam5,bo5hiam5,bohiam,bohiam,bh,bh,True,False
bô-jī,無字,25,bô-jī,bo5ji7,bo5ji7,boji,boji,bj,bj,True,False
bô-tiānn,無定,25,bô-tiāⁿ,bo5tiann7,bo5tiann7,botiann,botiann,bt,bt,True,False
bô-bé,無尾,25,bô-bé,bo5be2,bo5be2,bobe,bobe,bb,bb,True,False
bô-kio̍k,無局,25,bô-kio̍k,bo5kiok8,bo5kiok8,bokiok,bokiok,bk,bk,True,False
bô-tsha,無差,25,bô-chha,bo5tsha1,bo5chha1,botsha,bochha,bt,bc,True,False
bû-siông,無常,25,bû-siông,bu5siong5,bu5siong5,busiong,busiong,bs,bs,True,False
bû-ki,無幾,25,bû-ki,bu5ki1,bu5ki1,buki,buki,bk,bk,True,False
bû-iong,無庸,25,bû-iong,bu5iong1,bu5iong1,buiong,buiong,bi,bi,True,False
bû-hîng,無形,25,bû-hêng,bu5hing5,bu5heng5,buhing,buheng,bh,bh,True,False
bô-tshái,無彩,25,bô-chhái,bo5tshai2,bo5chhai2,botshai,bochhai,bt,bc,True,False
bô-iánn,無影,25,bô-iáⁿ,bo5iann2,bo5iann2,boiann,boiann,bi,bi,True,False
bô-tin,無徵,25,bô-tin,bo5tin1,bo5tin1,botin,botin,bt,bt,True,False
bû-sim,無心,25,bû-sim,bu5sim1,bu5sim1,busim,busim,bs,bs,True,False
bû-iōng,無恙,25,bû-iōng,bu5iong7,bu5iong7,buiong,buiong,bi,bi,True,False
bô-suah,無息,25,bô-soah,bo5suah4,bo5soah4,bosuah,bosoah,bs,bs,True,False
bô-tsîng,無情,25,bô-chêng,bo5tsing5,bo5cheng5,botsing,bocheng,bt,bc,True,False
bû-tsîng,無情,25,bû-chêng,bu5tsing5,bu5cheng5,butsing,bucheng,bt,bc,True,False
bô-ì,無意,25,bô-ì,bo5i3,bo5i3,boi,boi,bi,bi,True,False
bû-ì,無意,25,bû-ì,bu5i3,bu5i3,bui,bui,bi,bi,True,False
bû-pîn,無憑,25,bû-pîn,bu5pin5,bu5pin5,bupin,bupin,bp,bp,True,False
bû-sîng,無成,25,bû-sêng,bu5sing5,bu5seng5,busing,buseng,bs,bs,True,False
bû-sóo,無所,25,bû-só͘,bu5soo2,bu5soo2,busoo,busoo,bs,bs,True,False
bû-kòo,無故,25,bû-kò͘,bu5koo3,bu5koo3,bukoo,bukoo,bk,bk,True,False
bô-kiù,無救,25,bô-kiù,bo5kiu3,bo5kiu3,bokiu,bokiu,bk,bk,True,False
bû-ti̍k,無敵,25,bû-te̍k,bu5tik8,bu5tek8,butik,butek,bt,bt,True,False
bô-ji̍t,無日,25,bô-ji̍t,bo5jit8,bo5jit8,bojit,bojit,bj,bj,True,False
bô-sî,無時,25,bô-sî,bo5si5,bo5si5,bosi,bosi,bs,bs,True,False
bû-ki̍k,無極,25,bû-ke̍k,bu5kik8,bu5kek8,bukik,bukek,bk,bk,True,False
bô-pōo,無步,25,bô-pō͘,bo5poo7,bo5poo7,bopoo,bopoo,bp,bp,True,False
bô-pí,無比,25,bô-pí,bo5pi2,bo5pi2,bopi,bopi,bp,bp,True,False
bû-pí,無比,25,bû-pí,bu5pi2,bu5pi2,bupi,bupi,bp,bp,True,False
bô-siau,無消,25,bô-siau,bo5siau1,bo5siau1,bosiau,bosiau,bs,bs,True,False
bû-sia̍p,無涉,25,bû-sia̍p,bu5siap8,bu5siap8,busiap,busiap,bs,bs,True,False
bû-gâi,無涯,25,bû-gâi,bu5gai5,bu5gai5,bugai,bugai,bg,bg,True,False
bû-uî,無為,25,bû-ûi,bu5ui5,bu5ui5,buui,buui,bu,bu,True,False
bû-lí,無理,25,bû-lí,bu5li2,bu5li2,buli,buli,bl,bl,True,False
bô-gî,無疑,25,bô-gî,bo5gi5,bo5gi5,bogi,bogi,bg,bg,True,False
bû-ik,無益,25,bû-ek,bu5ik4,bu5ek4,buik,buek,bi,be,True,False
bô-puânn,無盤,25,bô-pôaⁿ,bo5puann5,bo5poann5,bopuann,bopoann,bp,bp,True,False
bô-khuànn,無看,25,bô-khòaⁿ,bo5khuann3,bo5khoann3,bokhuann,bokhoann,bk,bk,True,False
bô-tsin,無真,25,bô-chin,bo5tsin1,bo5chin1,botsin,bochin,bt,bc,True,False
bô-sîn,無神,25,bô-sîn,bo5sin5,bo5sin5,bosin,bosin,bs,bs,True,False
bô-lé,無禮,25,bô-lé,bo5le2,bo5le2,bole,bole,bl,bl,True,False
bû-lé,無禮,25,bû-lé,bu5le2,bu5le2,bule,bule,bl,bl,True,False
bû-khe,無稽,25,bû-khe,bu5khe1,bu5khe1,bukhe,bukhe,bk,bk,True,False
bû-tsiong,無終,25,bû-chiong,bu5tsiong1,bu5chiong1,butsiong,buchiong,bt,bc,True,False
bô-liâu,無聊,25,bô-liâu,bo5liau5,bo5liau5,boliau,boliau,bl,bl,True,False
bû-liâu,無聊,25,bû-liâu,bu5liau5,bu5liau5,buliau,buliau,bl,bl,True,False
bô-siann,無聲,25,bô-siaⁿ,bo5siann1,bo5siann1,bosiann,bosiann,bs,bs,True,False
bô-tánn,無膽,25,bô-táⁿ,bo5tann2,bo5tann2,botann,botann,bt,bt,True,False
bô-juā,無若,25,bô-jōa,bo5jua7,bo5joa7,bojua,bojoa,bj,bj,True,False
bô-tio̍h,無著,25,bô-tio̍h,bo5tioh8,bo5tioh8,botioh,botioh,bt,bt,True,False
bô-tio̍k,無著,25,bô-tio̍k,bo5tiok8,bo5tiok8,botiok,botiok,bt,bt,True,False
bû-tio̍k,無著,25,bû-tio̍k,bu5tiok8,bu5tiok8,butiok,butiok,bt,bt,True,False
bû-giân,無言,25,bû-giân,bu5gian5,bu5gian5,bugian,bugian,bg,bg,True,False
