tl,hanzi
i̋ng,下昏
ing-àm,下昏暗
ta̋nn,今仔
hoo,予伊
tsái-sî-á,早起時仔
tuē,佗位
tueh,佗位
laih,來去
la̋i,來去
ân-phiánn,亞鉛鉼
iân-phiánn,亞鉛鉼
ân-suànn,亞鉛線
iân-suànn,亞鉛線
phàng-kiàn,拍毋見
phàng-kìnn,拍毋見
tsa̋ng,昨昏
tsa̋u-kán,查某𡢃
tsa̋u-lâng,查某人
tsa̋u-kiánn,查某囝
tsa̋u-gín-á,查某囡仔
tsa̋u-sun,查某孫
tsa̋u-king,查某間
tsha̋u-to,差不多
tsha̋u,差不多
siáng,啥人
siâng,啥人
tsua̋n-ne,就按呢
tsua̋n,就按呢
bua̋-kín,無要緊
buaih,無愛
kè tsa̋u-kiánn,嫁查某囝
lueh,落去
niâ,爾爾
koo-tsa̋u-kiánn,孤查某囝
a̍h-tsê,曷有一个
āu-tsê,曷有一个
