tl,hanzi,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev,sitbut,is_variant
hái-tsuá-tsînn-lóo,海紙錢魯,12,hái-chóa-chîⁿ-ló͘,hai2tsua2tsinn5loo2,hai2choa2chinn5loo2,haitsuatsinnloo,haichoachinnloo,httl,hccl,True,False
muá-tiánn-kôo-tsháu,滿鼎糊草,12,móa-tiáⁿ-kô͘-chháu,mua2tiann2koo5tshau2,moa2tiann2koo5chhau2,muatiannkootshau,moatiannkoochhau,mtkt,mtkc,True,False
hé-thuànn-lâm-á,火炭楠仔,12,hé-thòaⁿ-lâm-á,he2thuann3lam5a2,he2thoann3lam5a2,hethuannlama,hethoannlama,htla,htla,True,False
oo-á-ba̍k-tsháu,烏仔目草,12,o͘-á-ba̍k-chháu,oo1a2bak8tshau2,oo1a2bak8chhau2,ooabaktshau,ooabakchhau,oabt,oabc,True,False
oo-tsí-á-tsháu,烏子仔草,12,o͘-chí-á-chháu,oo1tsi2a2tshau2,oo1chi2a2chhau2,ootsiatshau,oochiachhau,otat,ocac,True,False
oo-tsí-á-tshài,烏子仔菜,12,o͘-chí-á-chhài,oo1tsi2a2tshai3,oo1chi2a2chhai3,ootsiatshai,oochiachhai,otat,ocac,True,False
oo-phê-kiú-kiong,烏皮九芎,12,o͘-phê-kiú-kiong,oo1phe5kiu2kiong1,oo1phe5kiu2kiong1,oophekiukiong,oophekiukiong,opkk,opkk,True,False
oo-phê-tsio̍h-lîng,烏皮石柃,12,o͘-phê-chio̍h-lêng,oo1phe5tsioh8ling5,oo1phe5chioh8leng5,oophetsiohling,oophechiohleng,optl,opcl,True,False
bô-thâu-thôo-hiunn,無頭土香,12,bô-thâu-thô͘-hiuⁿ,bo5thau5thoo5hiunn1,bo5thau5thoo5hiunn1,bothauthoohiunn,bothauthoohiunn,btth,btth,True,True
gû-kut-á-tshiū,牛骨仔樹,12,gû-kut-á-chhiū,gu5kut4a2tshiu7,gu5kut4a2chhiu7,gukutatshiu,gukutachhiu,gkat,gkac,True,False
káu-thâu-phû-iông,狗頭芙蓉,12,káu-thâu-phû-iông,kau2thau5phu5iong5,kau2thau5phu5iong5,kauthauphuiong,kauthauphuiong,ktpi,ktpi,True,False
ti-bú-lin-kū,猪母乳舅,12,ti-bú-lin-kū,ti1bu2lin1ku7,ti1bu2lin1ku7,tibulinku,tibulinku,tblk,tblk,True,True
ông-put-liû-hîng,王不留行,12,ông-put-liû-hêng,ong5put4liu5hing5,ong5put4liu5heng5,ongputliuhing,ongputliuheng,oplh,oplh,True,False
pan-tik-siunn-si,班竹相思,12,pan-tek-siuⁿ-si,pan1tik4siunn1si1,pan1tek4siunn1si1,pantiksiunnsi,panteksiunnsi,ptss,ptss,True,False
sinn-mn̂g-tsiong-kun,生毛將軍,12,siⁿ-mn̂g-chiong-kun,sinn1mng5tsiong1kun1,sinn1mng5chiong1kun1,sinnmngtsiongkun,sinnmngchiongkun,smtk,smck,True,False
tshân-oo-á-tsháu,田烏仔草,12,chhân-o͘-á-chháu,tshan5oo1a2tshau2,chhan5oo1a2chhau2,tshanooatshau,chhanooachhau,toat,coac,True,False
tshân-gō-á-tsháu,田臥仔草,12,chhân-gō-á-chháu,tshan5go7a2tshau2,chhan5go7a2chhau2,tshangoatshau,chhangoachhau,tgat,cgac,True,False
huan-á-bo̍k-kua,番仔木瓜,12,hoan-á-bo̍k-koa,huan1a2bok8kua1,hoan1a2bok8koa1,huanabokkua,hoanabokkoa,habk,habk,True,False
pe̍h-koo-soo-hue,白古蘇花,12,pe̍h-ko͘-so͘-hoe,peh8koo1soo1hue1,peh8koo1soo1hoe1,pehkoosoohue,pehkoosoohoe,pksh,pksh,True,False
pe̍h-bé-ia̍h-hue,白尾蝶花,12,pe̍h-bé-ia̍h-hoe,peh8be2iah8hue1,peh8be2iah8hoe1,pehbeiahhue,pehbeiahhoe,pbih,pbih,True,False
pe̍h-suann-han-tsû,白山蕃薯,12,pe̍h-soaⁿ-han-chû,peh8suann1han1tsu5,peh8soann1han1chu5,pehsuannhantsu,pehsoannhanchu,psht,pshc,True,True
pe̍h-kuì-kiok-hue,白桂菊花,12,pe̍h-kùi-kiok-hoe,peh8kui3kiok4hue1,peh8kui3kiok4hoe1,pehkuikiokhue,pehkuikiokhoe,pkkh,pkkh,True,False
pe̍h-tsuí-gím-hue,白水錦花,12,pe̍h-chúi-gím-hoe,peh8tsui2gim2hue1,peh8chui2gim2hoe1,pehtsuigimhue,pehchuigimhoe,ptgh,pcgh,True,False
pe̍h-ting-khiā-u,白登竪杇,12,pe̍h-teng-khiā-u,peh8ting1khia7u1,peh8teng1khia7u1,pehtingkhiau,pehtengkhiau,ptku,ptku,True,False
pe̍h-ah-bé-tsháu,白益母草,12,pe̍h-ah-bé-chháu,peh8ah4be2tshau2,peh8ah4be2chhau2,pehahbetshau,pehahbechhau,pabt,pabc,True,False
pe̍h-tik-á-tshài,白竹仔菜,12,pe̍h-tek-á-chhài,peh8tik4a2tshai3,peh8tek4a2chhai3,pehtikatshai,pehtekachhai,ptat,ptac,True,False
pe̍h-tshoo-khng-á,白粗糠仔,12,pe̍h-chho͘-khng-á,peh8tshoo1khng1a2,peh8chhoo1khng1a2,pehtshookhnga,pehchhookhnga,ptka,pcka,True,False
pe̍h-hue-á-tsháu,白花仔草,12,pe̍h-hoe-á-chháu,peh8hue1a2tshau2,peh8hoe1a2chhau2,pehhueatshau,pehhoeachhau,phat,phac,True,False
pe̍h-hue-á-tshài,白花仔菜,12,pe̍h-hoe-á-chhài,peh8hue1a2tshai3,peh8hoe1a2chhai3,pehhueatshai,pehhoeachhai,phat,phac,True,False
pe̍h-kue-sái-tîn,白鷄屎藤,12,pe̍h-koe-sái-tîn,peh8kue1sai2tin5,peh8koe1sai2tin5,pehkuesaitin,pehkoesaitin,pkst,pkst,True,False
pe̍h-kue-iû-kū,白鷄油舅,12,pe̍h-koe-iû-kū,peh8kue1iu5ku7,peh8koe1iu5ku7,pehkueiuku,pehkoeiuku,pkik,pkik,True,False
pe̍h-lîng-tsûn-hue,白龍船花,12,pe̍h-lêng-chûn-hoe,peh8ling5tsun5hue1,peh8leng5chun5hoe1,pehlingtsunhue,pehlengchunhoe,plth,plch,True,False
gíng-á-tún-tsháu,研仔盾草,12,géng-á-tún-chháu,ging2a2tun2tshau2,geng2a2tun2chhau2,gingatuntshau,gengatunchhau,gatt,gatc,True,False
kî-puânn-kha-tshiū,碁盤脚樹,12,kî-pôaⁿ-kha-chhiū,ki5puann5kha1tshiu7,ki5poann5kha1chhiu7,kipuannkhatshiu,kipoannkhachhiu,kpkt,kpkc,True,True
bō-á-tún-tsháu,磨仔盾草,12,bō-á-tún-chháu,bo7a2tun2tshau2,bo7a2tun2chhau2,boatuntshau,boatunchhau,batt,batc,True,False
âng-sam-tshit-tsháu,紅三七草,12,âng-sam-chhit-chháu,ang5sam1tshit4tshau2,ang5sam1chhit4chhau2,angsamtshittshau,angsamchhitchhau,astt,ascc,True,False
âng-bé-á-tsháu,紅尾仔草,12,âng-bé-á-chháu,ang5be2a2tshau2,ang5be2a2chhau2,angbeatshau,angbeachhau,abat,abac,True,False
âng-bé-ia̍h-hue,紅尾蝶花,12,âng-bé-ia̍h-hoe,ang5be2iah8hue1,ang5be2iah8hoe1,angbeiahhue,angbeiahhoe,abih,abih,True,False
âng-kun-á-tsháu,紅根仔草,12,âng-kun-á-chháu,ang5kun1a2tshau2,ang5kun1a2chhau2,angkunatshau,angkunachhau,akat,akac,True,False
âng-tsu-á-thâu,紅珠仔頭,12,âng-chu-á-thâu,ang5tsu1a2thau5,ang5chu1a2thau5,angtsuathau,angchuathau,atat,acat,True,False
âng-tshân-oo-tsháu,紅田烏草,12,âng-chhân-o͘-chháu,ang5tshan5oo1tshau2,ang5chhan5oo1chhau2,angtshanootshau,angchhanoochhau,atot,acoc,True,False
âng-ting-khiā-u,紅登竪杇,12,âng-teng-khiā-u,ang5ting1khia7u1,ang5teng1khia7u1,angtingkhiau,angtengkhiau,atku,atku,True,False
âng-tik-á-tshài,紅竹仔菜,12,âng-tek-á-chhài,ang5tik4a2tshai3,ang5tek4a2chhai3,angtikatshai,angtekachhai,atat,atac,True,False
âng-hī-á-tshù,紅耳仔厝,12,âng-hī-á-chhù,ang5hi7a2tshu3,ang5hi7a2chhu3,anghiatshu,anghiachhu,ahat,ahac,True,False
âng-hī-á-bi̍t,紅耳仔蜜,12,âng-hī-á-bi̍t,ang5hi7a2bit8,ang5hi7a2bit8,anghiabit,anghiabit,ahab,ahab,True,False
âng-hue-bi̍t-tshài,紅花蜜菜,12,âng-hoe-bi̍t-chhài,ang5hue1bit8tshai3,ang5hoe1bit8chhai3,anghuebittshai,anghoebitchhai,ahbt,ahbc,True,False
âng-tîn-á-tsháu,紅藤仔草,12,âng-tîn-á-chháu,ang5tin5a2tshau2,ang5tin5a2chhau2,angtinatshau,angtinachhau,atat,atac,True,False
sò-sim-kuann-lân,素心菅蘭,12,sò-sim-koaⁿ-lân,so3sim1kuann1lan5,so3sim1koann1lan5,sosimkuannlan,sosimkoannlan,sskl,sskl,True,False
suè-hio̍h-tsuí-tsháu,細葉水草,12,sòe-hio̍h-chúi-chháu,sue3hioh8tsui2tshau2,soe3hioh8chui2chhau2,suehiohtsuitshau,soehiohchuichhau,shtt,shcc,True,False
suè-hio̍h-siap-hio̍h,細葉澁葉,12,sòe-hio̍h-siap-hio̍h,sue3hioh8siap4hioh8,soe3hioh8siap4hioh8,suehiohsiaphioh,soehiohsiaphioh,shsh,shsh,True,False
suè-hio̍h-pe̍h-mn̂g,細葉白門,12,sòe-hio̍h-pe̍h-mn̂g,sue3hioh8peh8mng5,soe3hioh8peh8mng5,suehiohpehmng,soehiohpehmng,shpm,shpm,True,False
suè-hōo-tshì-tshang,細號刺葱,12,sòe-hō͘-chhì-chhang,sue3hoo7tshi3tshang1,soe3hoo7chhi3chhang1,suehootshitshang,soehoochhichhang,shtt,shcc,True,False
bián-tiān-hap-huan,緬甸合歡,12,bián-tiān-hap-hoan,bian2tian7hap4huan1,bian2tian7hap4hoan1,biantianhaphuan,biantianhaphoan,bthh,bthh,True,False
iûnn-kak-sam-kiàm,羊角三劍,12,iûⁿ-kak-sam-kiàm,iunn5kak4sam1kiam3,iunn5kak4sam1kiam3,iunnkaksamkiam,iunnkaksamkiam,iksk,iksk,True,False
hī-khang-á-tîn,耳空仔藤,12,hī-khang-á-tîn,hi7khang1a2tin5,hi7khang1a2tin5,hikhangatin,hikhangatin,hkat,hkat,True,False
puî-ti-á-tāu,肥猪仔豆,12,pûi-ti-á-tāu,pui5ti1a2tau7,pui5ti1a2tau7,puitiatau,puitiatau,ptat,ptat,True,False
hue-lê-tshiū-tāu,花螺樹豆,12,hoe-lê-chhiū-tāu,hue1le5tshiu7tau7,hoe1le5chhiu7tau7,hueletshiutau,hoelechhiutau,hltt,hlct,True,False
khóo-tiau-á-tsháu,苦柱仔草,12,khó͘-tiau-á-chháu,khoo2tiau1a2tshau2,khoo2tiau1a2chhau2,khootiauatshau,khootiauachhau,ktat,ktac,True,False
tsiúnn-tsháu-sim-tsháu,蔣草心草,12,chiúⁿ-chháu-sim-chháu,tsiunn2tshau2sim1tshau2,chiunn2chhau2sim1chhau2,tsiunntshausimtshau,chiunnchhausimchhau,ttst,ccsc,True,False
huan-á-sàu-tshiú,蕃仔掃箒,12,hoan-á-sàu-chhiú,huan1a2sau3tshiu2,hoan1a2sau3chhiu2,huanasautshiu,hoanasauchhiu,hast,hasc,True,True
huan-á-nâ-tâu,蕃仔林投,12,hoan-á-nâ-tâu,huan1a2na5tau5,hoan1a2na5tau5,huananatau,hoananatau,hant,hant,True,True
huan-á-láu-hio̍h,蕃仔荖葉,12,hoan-á-láu-hio̍h,huan1a2lau2hioh8,hoan1a2lau2hioh8,huanalauhioh,hoanalauhioh,halh,halh,True,True
huan-á-han-tsû,蕃仔蕃薯,12,hoan-á-han-chû,huan1a2han1tsu5,hoan1a2han1chu5,huanahantsu,hoanahanchu,haht,hahc,True,True
huan-á-phang-tsháu,蕃仔香草,12,hoan-á-phang-chháu,huan1a2phang1tshau2,hoan1a2phang1chhau2,huanaphangtshau,hoanaphangchhau,hapt,hapc,True,True
huân-á-gîng-gíng,蕃仔龍眼,12,hoân-á-gêng-géng,huan5a2ging5ging2,hoan5a2geng5geng2,huanagingging,hoanagenggeng,hagg,hagg,True,False
sat-bú-tsí-tsháu,虱母子草,12,sat-bú-chí-chháu,sat4bu2tsi2tshau2,sat4bu2chi2chhau2,satbutsitshau,satbuchichhau,sbtt,sbcc,True,False
báng-á-hun-tsháu,蚊仔煙草,12,báng-á-hun-chháu,bang2a2hun1tshau2,bang2a2hun1chhau2,bangahuntshau,bangahunchhau,baht,bahc,True,True
ham-khah-á-tsháu,蚶壳仔草,12,ham-khah-á-chháu,ham1khah4a2tshau2,ham1khah4a2chhau2,hamkhahatshau,hamkhahachhau,hkat,hkac,True,False
niû-á-hio̍h-tshiū,蠶仔葉樹,12,niû-á-hio̍h-chhiū,niu5a2hioh8tshiu7,niu5a2hioh8chhiu7,niuahiohtshiu,niuahiohchhiu,naht,nahc,True,False
tshiah-phê-tōo-á,赤皮杜仔,12,chhiah-phê-tō͘-á,tshiah4phe5too7a2,chhiah4phe5too7a2,tshiahphetooa,chhiahphetooa,tpta,cpta,True,False
kè-lo-giâ-kang,過路蜈蚣,12,kè-lo-giâ-kang,ke3lo1gia5kang1,ke3lo1gia5kang1,kelogiakang,kelogiakang,klgk,klgk,True,False
kè-lōo-giâ-kang,過路蜈蚣,12,kè-lō͘-giâ-kang,ke3loo7gia5kang1,ke3loo7gia5kang1,keloogiakang,keloogiakang,klgk,klgk,True,False
kim-káu-á-mn̂g,金狗仔毛,12,kim-káu-á-mn̂g,kim1kau2a2mng5,kim1kau2a2mng5,kimkauamng,kimkauamng,kkam,kkam,True,False
kim-tshînn-po̍h-ho,金錢薄荷,12,kim-chhîⁿ-po̍h-ho,kim1tshinn5poh8ho1,kim1chhinn5poh8ho1,kimtshinnpohho,kimchhinnpohho,ktph,kcph,True,False
kim-tsînn-po̍h-ho,金錢薄荷,12,kim-chîⁿ-po̍h-ho,kim1tsinn5poh8ho1,kim1chinn5poh8ho1,kimtsinnpohho,kimchinnpohho,ktph,kcph,True,False
tìng-tuē-giâ-kang,釘地蜈蚣,12,tèng-tōe-giâ-kang,ting3tue7gia5kang1,teng3toe7gia5kang1,tingtuegiakang,tengtoegiakang,ttgk,ttgk,True,False
thih-gû-ji̍p-tsio̍h,鐵牛入石,12,thih-gû-ji̍p-chio̍h,thih4gu5jip8tsioh8,thih4gu5jip8chioh8,thihgujiptsioh,thihgujipchioh,tgjt,tgjc,True,False
tn̂g-ki-á-tik,長枝仔竹,12,tn̂g-ki-á-tek,tng5ki1a2tik4,tng5ki1a2tek4,tngkiatik,tngkiatek,tkat,tkat,True,False
tshinn-kâu-kong-tshiū,青猴公樹,12,chhiⁿ-kâu-kong-chhiū,tshinn1kau5kong1tshiu7,chhinn1kau5kong1chhiu7,tshinnkaukongtshiu,chhinnkaukongchhiu,tkkt,ckkc,True,False
hong-put-tōng-tîn,風不動藤,12,hong-put-tōng-tîn,hong1put4tong7tin5,hong1put4tong7tin5,hongputtongtin,hongputtongtin,hptt,hptt,True,False
kuâinn-tshiûnn-tháng-kam,高墻桶柑,12,koâiⁿ-chhiûⁿ-tháng-kam,kuainn5tshiunn5thang2kam1,koainn5chhiunn5thang2kam1,kuainntshiunnthangkam,koainnchhiunnthangkam,kttk,kctk,True,True
kue-bû-tsin-tsu,鷄母真珠,12,koe-bû-chin-chu,kue1bu5tsin1tsu1,koe1bu5chin1chu1,kuebutsintsu,koebuchinchu,kbtt,kbcc,True,False
iâm-sng-á-tsháu,鹽酸仔草,12,iâm-sng-á-chháu,iam5sng1a2tshau2,iam5sng1a2chhau2,iamsngatshau,iamsngachhau,isat,isac,True,False
muâ-tāu-bûn-tàn,麻豆文旦,12,môa-tāu-bûn-tàn,mua5tau7bun5tan3,moa5tau7bun5tan3,muataubuntan,moataubuntan,mtbt,mtbt,True,False
muâ-tāu-pe̍h-iū,麻豆白柚,12,môa-tāu-pe̍h-iū,mua5tau7peh8iu7,moa5tau7peh8iu7,muataupehiu,moataupehiu,mtpi,mtpi,True,False
n̂g-hue-á-tsháu,黃花仔草,12,n̂g-hoe-á-chháu,ng5hue1a2tshau2,ng5hoe1a2chhau2,nghueatshau,nghoeachhau,nhat,nhac,True,False
poo-iâm,埔鹽,11,po͘-iâm,poo1iam5,poo1iam5,pooiam,pooiam,pi,pi,True,False
ka-tang,茄苳,11,ka-tang,ka1tang1,ka1tang1,katang,katang,kt,kt,True,False
lôo-tik,蘆竹,11,lô͘-tek,loo5tik4,loo5tek4,lootik,lootek,lt,lt,True,False
káu-tsàn-thah,九層塔,10,káu-chàn-thah,kau2tsan3thah4,kau2chan3thah4,kautsanthah,kauchanthah,ktt,kct,True,False
sian-tan,仙丹,10,sian-tan,sian1tan1,sian1tan1,siantan,siantan,st,st,True,False
sian-tsháu,仙草,10,sian-chháu,sian1tshau2,sian1chhau2,siantshau,sianchhau,st,sc,True,False
pat-tiōng-san-tshîng-peh,八重山松柏,10,pat-tiōng-san-chhêng-peh,pat4tiong7san1tshing5peh4,pat4tiong7san1chheng5peh4,pattiongsantshingpeh,pattiongsanchhengpeh,ptstp,ptscp,True,False
la̍k-kak-tīng-king-tsháu,六角定經草,10,la̍k-kak-tēng-keng-chháu,lak8kak4ting7king1tshau2,lak8kak4teng7keng1chhau2,lakkaktingkingtshau,lakkaktengkengchhau,lktkt,lktkc,True,False
hâm-siàu,含笑,10,hâm-siàu,ham5siau3,ham5siau3,hamsiau,hamsiau,hs,hs,True,False
înn-hio̍h-suh-huih-tsháu,圓葉嗽血草,10,îⁿ-hio̍h-suh-huih-chháu,inn5hioh8suh4huih4tshau2,inn5hioh8suh4huih4chhau2,innhiohsuhhuihtshau,innhiohsuhhuihchhau,ihsht,ihshc,True,False
thôo-tāu,土豆,10,thô͘-tāu,thoo5tau7,thoo5tau7,thootau,thootau,tt,tt,True,True
tuā-pún-lin-á-tsháu,大本乳仔草,10,tōa-pún-lin-á-chháu,tua7pun2lin1a2tshau2,toa7pun2lin1a2chhau2,tuapunlinatshau,toapunlinachhau,tplat,tplac,True,True
tuā-pún-suann-thôo-tāu,大本山土豆,10,tōa-pún-soaⁿ-thô͘-tāu,tua7pun2suann1thoo5tau7,toa7pun2soann1thoo5tau7,tuapunsuannthootau,toapunsoannthootau,tpstt,tpstt,True,True
tuā-pún-suann-khûn-tshài,大本山芹菜,10,tōa-pún-soaⁿ-khûn-chhài,tua7pun2suann1khun5tshai3,toa7pun2soann1khun5chhai3,tuapunsuannkhuntshai,toapunsoannkhunchhai,tpskt,tpskc,True,False
tuā-pún-suann-phû-tô,大本山葡萄,10,tōa-pún-soaⁿ-phû-tô,tua7pun2suann1phu5to5,toa7pun2soann1phu5to5,tuapunsuannphuto,toapunsoannphuto,tpspt,tpspt,True,False
tuā-hio̍h-káu-tîng-tshe,大葉九重吹,10,tōa-hio̍h-káu-têng-chhe,tua7hioh8kau2ting5tshe1,toa7hioh8kau2teng5chhe1,tuahiohkautingtshe,toahiohkautengchhe,thktt,thktc,True,False
tuā-hio̍h-kim-sia̍h-liû,大葉金石榴,10,tōa-hio̍h-kim-sia̍h-liû,tua7hioh8kim1siah8liu5,toa7hioh8kim1siah8liu5,tuahiohkimsiahliu,toahiohkimsiahliu,thksl,thksl,True,False
tuā-hio̍h-bīn-thâu-ké,大葉面頭菓,10,tōa-hio̍h-bīn-thâu-ké,tua7hioh8bin7thau5ke2,toa7hioh8bin7thau5ke2,tuahiohbinthauke,toahiohbinthauke,thbtk,thbtk,True,False
tuā-hō-suann-thôo-tāu,大號山土豆,10,tōa-hō-soaⁿ-thô͘-tāu,tua7ho7suann1thoo5tau7,toa7ho7soann1thoo5tau7,tuahosuannthootau,toahosoannthootau,thstt,thstt,True,True
bûn-tàn,文旦,10,bûn-tàn,bun5tan3,bun5tan3,buntan,buntan,bt,bt,True,False
tshîng-peh,松柏,10,chhêng-peh,tshing5peh4,chheng5peh4,tshingpeh,chhengpeh,tp,cp,True,False
nâ-tâu,林投,10,nâ-tâu,na5tau5,na5tau5,natau,natau,nt,nt,True,False
iū-á,柚仔,10,iū-á,iu7a2,iu7a2,iua,iua,ia,ia,True,False
khī-á,柿仔,10,khī-á,khi7a2,khi7a2,khia,khia,ka,ka,True,False
la̍t-tsí,栗子,10,la̍t-chí,lat8tsi2,lat8chi2,lattsi,latchi,lt,lc,True,False
thô-á,桃仔,10,thô-á,tho5a2,tho5a2,thoa,thoa,ta,ta,True,True
muî-á,梅仔,10,mûi-á,mui5a2,mui5a2,muia,muia,ma,ma,True,False
lâi-á,梨仔,10,lâi-á,lai5a2,lai5a2,laia,laia,la,la,True,False
suāinn-á,檨仔,10,soāiⁿ-á,suainn7a2,soainn7a2,suainna,soainna,sa,sa,True,False
tsuí-phiô,水萍,10,chúi-phiô,tsui2phio5,chui2phio5,tsuiphio,chuiphio,tp,cp,True,False
oo-tinn,烏甜,10,o͘-tiⁿ,oo1tinn1,oo1tinn1,ootinn,ootinn,ot,ot,True,False
oo-tinn-á,烏甜仔,10,o͘-tiⁿ-á,oo1tinn1a2,oo1tinn1a2,ootinna,ootinna,ota,ota,True,False
gio̍k-lân,玉蘭,10,gio̍k-lân,giok8lan5,giok8lan5,gioklan,gioklan,gl,gl,True,False
kam-tsià,甘蔗,10,kam-chià,kam1tsia3,kam1chia3,kamtsia,kamchia,kt,kc,True,False
peh-bah-pe̍h-pû-á,白肉白匏仔,10,peh-bah-pe̍h-pû-á,peh4bah4peh8pu5a2,peh4bah4peh8pu5a2,pehbahpehpua,pehbahpehpua,pbppa,pbppa,True,False
pe̍h-hue-khóo-nâ-puânn,白花苦藍盤,10,pe̍h-hoe-khó͘-nâ-pôaⁿ,peh8hue1khoo2na5puann5,peh8hoe1khoo2na5poann5,pehhuekhoonapuann,pehhoekhoonapoann,phknp,phknp,True,False
pe̍h-tshài,白菜,10,pe̍h-chhài,peh8tshai3,peh8chhai3,pehtshai,pehchhai,pt,pc,True,False
pe̍h-kut-suann-kuah-tshàu,白骨山葛草,10,pe̍h-kut-soaⁿ-koah-chhàu,peh8kut4suann1kuah4tshau3,peh8kut4soann1koah4chhau3,pehkutsuannkuahtshau,pehkutsoannkoahchhau,pkskt,pkskc,True,True
pe̍h-kut-tsu-á-tsháu,白骨珠仔草,10,pe̍h-kut-chu-á-chháu,peh8kut4tsu1a2tshau2,peh8kut4chu1a2chhau2,pehkuttsuatshau,pehkutchuachhau,pktat,pkcac,True,False
ué-kha-niû-suànn-tshiū,矮腳凉傘樹,10,óe-kha-niû-sòaⁿ-chhiū,ue2kha1niu5suann3tshiu7,oe2kha1niu5soann3chhiu7,uekhaniusuanntshiu,oekhaniusoannchhiu,uknst,oknsc,True,True
tiū-á,稻仔,10,tiū-á,tiu7a2,tiu7a2,tiua,tiua,ta,ta,True,False
khiā-á-suh-huih-á,竪仔嗽血仔,10,khiā-á-suh-huih-á,khia7a2suh4huih4a2,khia7a2suh4huih4a2,khiaasuhhuiha,khiaasuhhuiha,kasha,kasha,True,False
âng-khī,紅柿,10,âng-khī,ang5khi7,ang5khi7,angkhi,angkhi,ak,ak,True,False
âng-tshài,紅菜,10,âng-chhài,ang5tshai3,ang5chhai3,angtshai,angchhai,at,ac,True,False
âng-tshài-thâu,紅菜頭,10,âng-chhài-thâu,ang5tshai3thau5,ang5chhai3thau5,angtshaithau,angchhaithau,att,act,True,False
âng-bīn-mn̂g-tsiong-kun,紅面毛將軍,10,âng-bīn-mn̂g-chiong-kun,ang5bin7mng5tsiong1kun1,ang5bin7mng5chiong1kun1,angbinmngtsiongkun,angbinmngchiongkun,abmtk,abmck,True,False
âng-kut-tshìn-pn̄g-tîn,紅骨凊飯藤,10,âng-kut-chhìn-pn̄g-tîn,ang5kut4tshin3png7tin5,ang5kut4chhin3png7tin5,angkuttshinpngtin,angkutchhinpngtin,aktpt,akcpt,True,False
âng-kut-ham-khak-tsháu,紅骨含殼草,10,âng-kut-ham-khak-chháu,ang5kut4ham1khak4tshau2,ang5kut4ham1khak4chhau2,angkuthamkhaktshau,angkuthamkhakchhau,akhkt,akhkc,True,False
âng-kut-tshuah-phīnn-tsháu,紅骨擦鼻草,10,âng-kut-chhoah-phīⁿ-chháu,ang5kut4tshuah4phinn7tshau2,ang5kut4chhoah4phinn7chhau2,angkuttshuahphinntshau,angkutchhoahphinnchhau,aktpt,akcpc,True,True
suè-pún-lin-á-tsháu,細本乳仔草,10,sòe-pún-lin-á-chháu,sue3pun2lin1a2tshau2,soe3pun2lin1a2chhau2,suepunlinatshau,soepunlinachhau,splat,splac,True,True
suè-pún-suann-khûn-tshài,細本山芹菜,10,sòe-pún-soaⁿ-khûn-chhài,sue3pun2suann1khun5tshai3,soe3pun2soann1khun5chhai3,suepunsuannkhuntshai,soepunsoannkhunchhai,spskt,spskc,True,False
suè-pún-suann-phû-tô,細本山葡萄,10,sòe-pún-soaⁿ-phû-tô,sue3pun2suann1phu5to5,soe3pun2soann1phu5to5,suepunsuannphuto,soepunsoannphuto,spspt,spspt,True,False
suè-pún-iû-thiông-si̍t,細本油蟲翼,10,sòe-pún-iû-thiông-si̍t,sue3pun2iu5thiong5sit8,soe3pun2iu5thiong5sit8,suepuniuthiongsit,soepuniuthiongsit,spits,spits,True,False
suè-pún-ting-khiā-u,細本登竪杇,10,sòe-pún-teng-khiā-u,sue3pun2ting1khia7u1,soe3pun2teng1khia7u1,suepuntingkhiau,soepuntengkhiau,sptku,sptku,True,False
suè-pún-tshân-inn-pn̄g,細本蜻蜓飯,10,sòe-pún-chhân-iⁿ-pn̄g,sue3pun2tshan5inn1png7,soe3pun2chhan5inn1png7,suepuntshaninnpng,soepunchhaninnpng,sptip,spcip,True,False
suè-hio̍h-suann-kuah-tshài,細葉山葛菜,10,sòe-hio̍h-soaⁿ-koah-chhài,sue3hioh8suann1kuah4tshai3,soe3hioh8soann1koah4chhai3,suehiohsuannkuahtshai,soehiohsoannkoahchhai,shskt,shskc,True,True
suè-hio̍h-tshiah-huih-á,細葉赤血仔,10,sòe-hio̍h-chhiah-huih-á,sue3hioh8tshiah4huih4a2,soe3hioh8chhiah4huih4a2,suehiohtshiahhuiha,soehiohchhiahhuiha,shtha,shcha,True,False
suè-hio̍h-bīn-thâu-ké,細葉面頭菓,10,sòe-hio̍h-bīn-thâu-ké,sue3hioh8bin7thau5ke2,soe3hioh8bin7thau5ke2,suehiohbinthauke,soehiohbinthauke,shbtk,shbtk,True,False
suè-hio̍h-n̂g-bah-tshì,細葉黃肉刺,10,sòe-hio̍h-n̂g-bah-chhì,sue3hioh8ng5bah4tshi3,soe3hioh8ng5bah4chhi3,suehiohngbahtshi,soehiohngbahchhi,shnbt,shnbc,True,False
suè-hō-liam-la̍t-á,細號拈力仔,10,sòe-hō-liam-la̍t-á,sue3ho7liam1lat8a2,soe3ho7liam1lat8a2,sueholiamlata,soeholiamlata,shlla,shlla,True,False
li̍k-tāu,綠豆,10,le̍k-tāu,lik8tau7,lek8tau7,liktau,lektau,lt,lt,True,False
jio̍k-kuì,肉桂,10,jio̍k-kùi,jiok8kui3,jiok8kui3,jiokkui,jiokkui,jk,jk,True,False
ōo-á,芋仔,10,ō͘-á,oo7a2,oo7a2,ooa,ooa,oa,oa,True,False
king-tsio,芎蕉,10,keng-chio,king1tsio1,keng1chio1,kingtsio,kengchio,kt,kc,True,True
kuà-tshài,芥菜,10,kòa-chhài,kua3tshai3,koa3chhai3,kuatshai,koachhai,kt,kc,True,False
