tl,hanzi,frequency,poj
tshu-liú,樞紐,25,chhu-liú
tsiunn-tshiū,樟樹,25,chiuⁿ-chhiū
tsiunn-gû,樟牛,25,chiuⁿ-gû
tsiunn-ló,樟腦,25,chiuⁿ-ló
tsiunn-náu,樟腦,25,chiuⁿ-náu
tsiunn-kū,樟舅,25,chiuⁿ-kū
miâ-tshiū,樠樹,25,miâ-chhiū
bôo-hóng,模仿,25,bô͘-hóng
môo-hóng,模仿,25,mô͘-hóng
bôo-khū,模具,25,bô͘-khū
bôo-hîng,模型,25,bô͘-hêng
bôo-sik,模式,25,bô͘-sek
bôo-gí,模擬,25,bô͘-gí
bôo-pán,模板,25,bô͘-pán
bôo-iūnn,模樣,25,bô͘-iūⁿ
bôo-huān,模範,25,bô͘-hoān
bôo-hôo,模糊,25,bô͘-hô͘
bôo-tsoo,模組,25,bô͘-cho͘
iūnn-phín,樣品,25,iūⁿ-phín
iūnn-sik,樣式,25,iūⁿ-sek
iūnn-pún,樣本,25,iūⁿ-pún
iūnn-siùnn,樣相,25,iūⁿ-siùⁿ
tsiâu-hu,樵夫,25,chiâu-hu
tsiâu-tsú,樵子,25,chiâu-chú
phoh-si̍t,樸實,25,phoh-si̍t
phok-si̍t,樸實,25,phok-si̍t
phok-sòo,樸素,25,phok-sò͘
phok-hong,樸風,25,phok-hong
tshiū-ling,樹乳,25,chhiū-leng
tshiū-ni,樹乳,25,chhiū-ni
tshiū-á,樹仔,25,chhiū-á
tshiū-ling,樹奶,25,chhiū-leng
tshiū-ni,樹奶,25,chhiū-ni
tshiū-tsí,樹子,25,chhiū-chí
tshiū-bué,樹尾,25,chhiū-bóe
tshiū-ńg,樹影,25,chhiū-ńg
tshiū-ba̍k,樹木,25,chhiū-ba̍k
tshiū-kí,樹杞,25,chhiū-kí
tshiū-nâ,樹林,25,chhiū-nâ
tshiū-ki,樹枝,25,chhiū-ki
tshiū-kin,樹根,25,chhiū-kin
tshiū-tsai,樹栽,25,chhiū-chai
tshiū-m̂,樹梅,25,chhiū-m̂
tshiū-se,樹梳,25,chhiū-se
tshiū-ue,樹椏,25,chhiū-oe
tshiū-tsâng,樹欉,25,chhiū-châng
tshiū-bó,樹母,25,chhiū-bó
tshiū-iû,樹油,25,chhiū-iû
tshiū-phuê,樹皮,25,chhiū-phôe
tshiū-ba̍k,樹目,25,chhiū-ba̍k
tshiū-khoo,樹箍,25,chhiū-kho͘
tshiū-le,樹絡,25,chhiū-le
tshiū-tsi,樹脂,25,chhiū-chi
tshiū-tsí,樹脂,25,chhiū-chí
tshiū-kha,樹腳,25,chhiū-kha
tshiū-pak,樹腹,25,chhiū-pak
tshiū-ka,樹膠,25,chhiū-ka
tshiū-kiok,樹菊,25,chhiū-kiok
tshiū-hio̍h,樹葉,25,chhiū-hio̍h
tshiū-im,樹蔭,25,chhiū-im
tshiū-tsî,樹薯,25,chhiū-chî
tshiū-lân,樹蘭,25,chhiū-lân
tshiū-puī,樹蜚,25,chhiū-pūi
tshiū-tāu,樹豆,25,chhiū-tāu
tshiū-sin,樹身,25,chhiū-sin
tshiū-gím,樹錦,25,chhiū-gím
tshiū-tshenn,樹青,25,chhiū-chheⁿ
tshiū-thâu,樹頭,25,chhiū-thâu
tshiū-hî,樹魚,25,chhiū-hî
tshiū-lîng,樹龍,25,chhiū-lêng
tshiū-ku,樹龜,25,chhiū-ku
kan-ná,橄仔,25,kan-ná
kan-á,橄仔,25,kan-á
kann-ná,橄欖,25,kaⁿ-ná
giô-pue,橈棓,25,giô-poe
kiô-tsiam,橋尖,25,kiô-chiam
kiô-niû,橋樑,25,kiô-niû
kiô-khang,橋空,25,kiô-khang
kiô-kha,橋腳,25,kiô-kha
lok-á,橐仔,25,lok-á
lok-sōng,橐蹌,25,lok-sōng
lok-tsînn,橐錢,25,lok-chîⁿ
ting-tông,橙桐,25,teng-tông
ting-lân,橙欄,25,teng-lân
tîng-sik,橙色,25,têng-sek
ki-kiānn,機件,25,ki-kiāⁿ
ki-sian,機先,25,ki-sian
ki-khū,機具,25,ki-khū
ki-kū,機具,25,ki-kū
ki-tōng,機動,25,ki-tōng
ki-su,機司,25,ki-su
ki-uân,機員,25,ki-oân
ki-khì,機器,25,ki-khì
ki-hîng,機型,25,ki-hêng
ki-tiûnn,機場,25,ki-tiûⁿ
ki-bi̍t,機密,25,ki-bi̍t
ki-kang,機工,25,ki-kang
ki-khiáu,機巧,25,ki-khiáu
ki-phâng,機帆,25,ki-phâng
ki-khòo,機庫,25,ki-khò͘
ki-pâng,機房,25,ki-pâng
ki-huē,機會,25,ki-hōe
ki-hâi,機械,25,ki-hâi
ki-kòo,機構,25,ki-kò͘
ki-iû,機油,25,ki-iû
ki-lu̍t,機率,25,ki-lu̍t
ki-phiò,機票,25,ki-phiò
ki-tsíng,機種,25,ki-chéng
ki-khiàu,機竅,25,ki-khiàu
ki-tsoo,機組,25,ki-cho͘
ki-iân,機緣,25,ki-iân
ki-kûn,機群,25,ki-kûn
ki-i̍k,機翼,25,ki-e̍k
ki-lîng,機能,25,ki-lêng
ki-tshong,機艙,25,ki-chhong
ki-iàu,機要,25,ki-iàu
ki-kíng,機警,25,ki-kéng
ki-sin,機身,25,ki-sin
ki-tshia,機車,25,ki-chhia
ki-gū,機遇,25,ki-gū
ki-ūn,機運,25,ki-ūn
ki-tshìng,機銃,25,ki-chhèng
ki-tiúnn,機長,25,ki-tiúⁿ
ki-kuan,機關,25,ki-koan
ki-tiān,機電,25,ki-tiān
ki-thé,機體,25,ki-thé
tshiūnn-ling,橡奶,25,chhiūⁿ-leng
tshiūnn-ni,橡奶,25,chhiūⁿ-ni
tshiūnn-bo̍k,橡木,25,chhiūⁿ-bo̍k
huâinn-hiòng,橫向,25,hoâiⁿ-hiòng
huâinn-siá,橫寫,25,hoâiⁿ-siá
huâinn-san,橫山,25,hoâiⁿ-san
huâinn-līng,橫崚,25,hoâiⁿ-lēng
huâinn-ok,橫惡,25,hoâiⁿ-ok
huâinn-pián,橫扁,25,hoâiⁿ-pián
huâinn-phi,橫批,25,hoâiⁿ-phi
huâinn-phi,橫披,25,hoâiⁿ-phi
huâinn-kuainn,橫杆,25,hoâiⁿ-koaiⁿ
tshuânn-khuân,橫權,25,chhôaⁿ-khoân
huâinn-iûnn,橫洋,25,hoâiⁿ-iûⁿ
huâinn-liû,橫流,25,hoâiⁿ-liû
huâinn-tōo,橫渡,25,hoâiⁿ-tō͘
huâinn-hiân,橫玄,25,hoâiⁿ-hiân
huâinn-ti̍t,橫直,25,hoâiⁿ-ti̍t
huâinn-hiân,橫眩,25,hoâiⁿ-hiân
huâinn-suànn,橫線,25,hoâiⁿ-sòaⁿ
huâinn-kō,橫翱,25,hoâiⁿ-kō
huâinn-king,橫肩,25,hoâiⁿ-keng
huâinn-bân,橫蠻,25,hoâiⁿ-bân
huâinn-hîng,橫行,25,hoâiⁿ-hêng
huâinn-tsâi,橫財,25,hoâiⁿ-châi
huâinn-ua̍t,橫越,25,hoâiⁿ-oa̍t
huâinn-ke̍h,橫逆,25,hoâiⁿ-ke̍h
hîng-gi̍k,橫逆,25,hêng-ge̍k
huâinn-kuè,橫過,25,hoâiⁿ-kòe
huînn-tsānn,橫閘,25,hûiⁿ-chāⁿ
huâinn-pà,橫霸,25,hoâiⁿ-pà
huâinn-khiâ,橫騎,25,hoâiⁿ-khiâ
tuânn-á,檀仔,25,tôaⁿ-á
tân-tshâ,檀柴,25,tân-chhâ
tuânn-hiunn,檀香,25,tôaⁿ-hiuⁿ
tân-hiong,檀香,25,tân-hiong
kiáu-sian,檄仙,25,kiáu-sian
kiáu-tiûnn,檄場,25,kiáu-tiûⁿ
kiáu-pún,檄本,25,kiáu-pún
kiáu-tong,檄東,25,kiáu-tong
kiáu-kùn,檄棍,25,kiáu-kùn
kiáu-tù,檄注,25,kiáu-tù
kiáu-king,檄間,25,kiáu-keng
tshing-liú,檉柳,25,chheng-liú
tòng-kî,檔期,25,tòng-kî
tòng-àn,檔案,25,tòng-àn
kuè-bo̍k,檜木,25,kòe-bo̍k
kiám-siu,檢修,25,kiám-siu
kiám-tsng,檢妝,25,kiám-chng
kiám-tīng,檢定,25,kiám-tēng
kiám-tshat,檢察,25,kiám-chhat
kiám-si,檢屍,25,kiám-si
kiám-tsa,檢查,25,kiám-cha
kiám-tshik,檢測,25,kiám-chhek
kiám-un,檢溫,25,kiám-un
kiám-i̍k,檢疫,25,kiám-e̍k
kiám-siok,檢肅,25,kiám-siok
kiám-kí,檢舉,25,kiám-kí
kiám-sī,檢視,25,kiám-sī
kiám-thó,檢討,25,kiám-thó
kiám-ia̍t,檢閱,25,kiám-ia̍t
kiám-giām,檢驗,25,kiám-giām
kiám-tiám,檢點,25,kiám-tiám
suāinn-á,檨仔,25,soāiⁿ-á
tâi-bīn,檯面,25,tâi-bīn
pin-nn̂g,檳榔,25,pin-nn̂g
le-bóng,檸檬,25,le-bóng
lîng-bông,檸檬,25,lêng-bông
kuâ-tshiū,檺樹,25,kôa-chhiū
kuī-thuah,櫃屜,25,kūi-thoah
kuī-tâi,櫃檯,25,kūi-tâi
kuī-tû,櫃櫥,25,kūi-tû
sat-pìn,櫛篦,25,sat-pìn
tû-á,櫥仔,25,tû-á
tû-thuah,櫥屜,25,tû-thoah
tû-thang,櫥窗,25,tû-thang
tû-liú,櫥紐,25,tû-liú
lông-á,櫳仔,25,lông-á
ing-thô,櫻桃,25,eng-thô
ing-hue,櫻花,25,eng-hoe
tsinn-á,櫼仔,25,chiⁿ-á
tsinn-ji̍p,櫼入,25,chiⁿ-ji̍p
lân-kan,欄杆,25,lân-kan
nuâ-thâu,欄頭,25,nôa-thâu
kuân-uī,權位,25,koân-ūi
kuân-lī,權利,25,koân-lī
kuân-li̍k,權力,25,koân-le̍k
khuân-sì,權勢,25,khoân-sì
kuân-ui,權威,25,koân-ui
kuân-gî,權宜,25,koân-gî
kuân-ik,權益,25,koân-ek
kuân-hîng,權衡,25,koân-hêng
kuân-kuì,權貴,25,koân-kùi
kuân-hān,權限,25,koân-hān
luân-tshiū,欒樹,25,loân-chhiū
khiàm-tsú,欠主,25,khiàm-chú
khiàm-tsè,欠債,25,khiàm-chè
khiàm-khîn,欠勤,25,khiàm-khîn
khiàm-an,欠安,25,khiàm-an
khiàm-si̍k,欠席,25,khiàm-se̍k
khiàm-thui,欠推,25,khiàm-thui
khiàm-tia̍p,欠揲,25,khiàm-tia̍p
khiàm-kì,欠據,25,khiàm-kì
khiàm-siàu,欠數,25,khiàm-siàu
khiàm-khuán,欠款,25,khiàm-khoán
khiàm-tsuí,欠水,25,khiàm-chúi
khiàm-iōng,欠用,25,khiàm-iōng
khiàm-īng,欠用,25,khiàm-ēng
khiàm-sîn,欠神,25,khiàm-sîn
khiàm-suè,欠稅,25,khiàm-sòe
khiàm-kiáu,欠繳,25,khiàm-kiáu
khiàm-khuat,欠缺,25,khiàm-khoat
khiàm-khueh,欠缺,25,khiàm-khoeh
khiàm-hiat,欠血,25,khiàm-hiat
khiàm-hueh,欠血,25,khiàm-hoeh
khiàm-tsînn,欠錢,25,khiàm-chîⁿ
khiàm-im,欠陰,25,khiàm-im
khiàm-hōo,欠雨,25,khiàm-hō͘
khiàm-tiám,欠點,25,khiàm-tiám
tshù-lí,次女,25,chhù-lí
tshù-tsú,次子,25,chhù-chú
tshù-nî,次年,25,chhù-nî
sù-sī,次序,25,sù-sī
tshù-sū,次序,25,chhù-sū
tshù-ji̍t,次日,25,chhù-ji̍t
tshù-lâm,次男,25,chhù-lâm
tshù-tē,次第,25,chhù-tē
tshù-tíng,次等,25,chhù-téng
tshù-kip,次級,25,chhù-kip
tshù-iàu,次要,25,chhù-iàu
tshù-tiúnn,次長,25,chhù-tiúⁿ
him-hí,欣喜,25,him-hí
him-bōo,欣慕,25,him-bō͘
him-mōo,欣慕,25,him-mō͘
him-him,欣欣,25,him-him
him-jiân,欣然,25,him-jiân
him-siān,欣羡,25,him-siān
him-siān,欣羨,25,him-siān
him-suān,欣羨,25,him-soān
him-sióng,欣賞,25,him-sióng
io̍k-bōng,欲望,25,io̍k-bōng
iok-kiû,欲求,25,iok-kiû
khi-sin,欹身,25,khi-sin
khi-bú,欺侮,25,khi-bú
khi-lîng,欺凌,25,khi-lêng
khi-kun,欺君,25,khi-kun
khi-ap,欺壓,25,khi-ap
khi-muâ,欺瞞,25,khi-môa
khi-bông,欺矇,25,khi-bông
khi-tsà,欺詐,25,khi-chà
khi-hū,欺負,25,khi-hū
khi-phiàn,欺騙,25,khi-phiàn
khim-puē,欽佩,25,khim-pōe
khim-bōo,欽慕,25,khim-bō͘
khim-sù,欽賜,25,khim-sù
khuán-tsè,款制,25,khoán-chè
khuán-sì,款勢,25,khoán-sì
khuán-khǹg,款勸,25,khoán-khǹg
khuán-sik,款式,25,khoán-sek
khuán-sit,款式,25,khoán-sit
khuán-thāi,款待,25,khoán-thāi
khuán-tāi,款待,25,khoán-tāi
khuán-khioh,款拾,25,khoán-khioh
khuán-khioh,款曲,25,khoán-khioh
khuán-iūnn,款樣,25,khoán-iūⁿ
khuán-bo̍k,款目,25,khoán-bo̍k
khuán-siùnn,款相,25,khoán-siùⁿ
khuán-hāng,款項,25,khoán-hāng
khuán-gia̍h,款額,25,khoán-gia̍h
khām-sàu,歁嗽,25,khām-sàu
khám-kiánn,歁囝,25,khám-kiáⁿ
khám-tshiò,歁笑,25,khám-chhiò
hioh-siān,歇siān,25,hioh-siān
heh-tang,歇冬,25,heh-tang
hioh-tshuán,歇喘,25,hioh-chhoán
hioh-o̍h,歇學,25,hioh-o̍h
hioh-kuânn,歇寒,25,hioh-kôaⁿ
hioh-siū,歇岫,25,hioh-siū
hioh-kang,歇工,25,hioh-kang
heh-tiàm,歇店,25,heh-tiàm
hioh-iánn,歇影,25,hioh-iáⁿ
hioh-khùn,歇息,25,hioh-khùn
hioh-thiám,歇悿,25,hioh-thiám
hioh-tànn,歇擔,25,hioh-tàⁿ
hioh-tàu,歇晝,25,hioh-tàu
hioh-àm,歇暗,25,hioh-àm
hioh-mê,歇暝,25,hioh-mê
hioh-huē,歇會,25,hioh-hōe
hioh-gia̍p,歇業,25,hioh-gia̍p
hioh-liâng,歇涼,25,hioh-liâng
hioh-jua̍h,歇熱,25,hioh-joa̍h
hioh-lua̍h,歇熱,25,hioh-loa̍h
hennh-khùn,歇睏,25,heⁿh-khùn
hioh-khùn,歇睏,25,hioh-khùn
hioh-kha,歇腳,25,hioh-kha
hioh-ńg,歇蔭,25,hioh-ńg
hioh-sin,歇身,25,hioh-sin
hioh-tsūn,歇陣,25,hioh-chūn
heh-hōo,歇雨,25,heh-hō͘
hioh-hōo,歇雨,25,hioh-hō͘
khiám-ì,歉意,25,khiám-ì
khiám-kiù,歉疚,25,khiám-kiù
kua-á,歌仔,25,koa-á
kua-kio̍k,歌劇,25,koa-kio̍k
kua-ki̍k,歌劇,25,koa-ke̍k
kua-âu,歌喉,25,koa-âu
kua-tuânn,歌壇,25,koa-tôaⁿ
kua-thiann,歌廳,25,koa-thiaⁿ
kua-tshiú,歌手,25,koa-chhiú
kua-tshenn,歌星,25,koa-chheⁿ
kua-khik,歌曲,25,koa-khek
kua-ông,歌王,25,koa-ông
kua-siann,歌聲,25,koa-siaⁿ
kua-bú,歌舞,25,koa-bú
kua-sû,歌詞,25,koa-sû
kua-si,歌詩,25,koa-si
kua-iâu,歌謠,25,koa-iâu
kua-phóo,歌譜,25,koa-phó͘
ko-siōng,歌頌,25,ko-siōng
au-a,歐亞,25,au-a
au-sik,歐式,25,au-sek
au-tánn,歐打,25,au-táⁿ
au-tsiu,歐洲,25,au-chiu
au-bí,歐美,25,au-bí
au-lio̍k,歐陸,25,au-lio̍k
au-iông,歐陽,25,au-iông
pûn-hua,歕hoa,25,pûn-hoa
pûn-khuì,歕氣,25,pûn-khùi
pûn-hong,歕風,25,pûn-hong
huan-hoo,歡呼,25,hoan-ho͘
huan-tshiùnn,歡唱,25,hoan-chhiùⁿ
huann-hí,歡喜,25,hoaⁿ-hí
huann-tōo,歡度,25,hoaⁿ-tō͘
huan-sim,歡心,25,hoan-sim
huan-lo̍k,歡樂,25,hoan-lo̍k
huan-him,歡欣,25,hoan-him
huan-tshiàu,歡笑,25,hoan-chhiàu
huan-tsū,歡聚,25,hoan-chū
huan-gîng,歡迎,25,hoan-gêng
huan-sàng,歡送,25,hoan-sàng
huan-sòng,歡送,25,hoan-sòng
tsí-iau,止iau,25,chí-iau
tsí-tiâu,止tiâu,25,chí-tiâu
tsí-kíng,止境,25,chí-kéng
tsí-tsuí,止水,25,chí-chúi
tsí-khat,止渴,25,chí-khat
tsí-khuah,止渴,25,chí-khoah
tsí-thiànn,止痛,25,chí-thiàⁿ
tsí-hueh,止血,25,chí-hoeh
tsí-ki,止飢,25,chí-ki
tsìng-le,正le,25,chèng-le
tsiànn-tiong,正中,25,chiàⁿ-tiong
tsiànn-ta̍t,正值,25,chiàⁿ-ta̍t
tsìng-tsik,正則,25,chèng-chek
tsiànn-píng,正反,25,chiàⁿ-péng
tsiànn-miâ,正名,25,chiàⁿ-miâ
tsìng-miâ,正名,25,chèng-miâ
tsiànn-tuā,正大,25,chiàⁿ-tōa
tsiànn-jī,正字,25,chiàⁿ-jī
tsiànn-tsong,正宗,25,chiàⁿ-chong
tsiann-si̍t,正實,25,chiaⁿ-si̍t
tsiânn-si̍t,正實,25,chiâⁿ-si̍t
tsiànn-siá,正寫,25,chiàⁿ-siá
tsìng-siông,正常,25,chèng-siông
tsìng-sik,正式,25,chèng-sek
tsiànn-uan,正彎,25,chiàⁿ-oan
tsìng-tik,正德,25,chèng-tek
tsìng-sim,正心,25,chèng-sim
tsiànn-kī,正忌,25,chiàⁿ-kī
tsiànn-tshiú,正手,25,chiàⁿ-chhiú
tsiànn-pān,正扮,25,chiàⁿ-pān
tsiànn-pha,正拋,25,chiàⁿ-pha
tsiànn-bûn,正文,25,chiàⁿ-bûn
tsiànn-uat,正斡,25,chiàⁿ-oat
tsiànn-pîng,正旁,25,chiàⁿ-pêng
tsiànn-sī,正是,25,chiàⁿ-sī
tsiànn-pún,正本,25,chiàⁿ-pún
tsiànn-pán,正板,25,chiàⁿ-pán
tsiànn-ki,正枝,25,chiàⁿ-ki
tsiànn-khái,正楷,25,chiàⁿ-khái
tsiànn-tshîng,正榕,25,chiàⁿ-chhêng
tsiànn-tsiànn,正正,25,chiàⁿ-chiàⁿ
tsiànn-tiān,正殿,25,chiàⁿ-tiān
tsiànn-bó,正母,25,chiàⁿ-bó
tsìng-pí,正比,25,chèng-pí
tsìng-khì,正氣,25,chèng-khì
tsìng-phài,正派,25,chèng-phài
tsiànn-káng,正港,25,chiàⁿ-káng
tsiànn-pē,正父,25,chiàⁿ-pē
tsiànn-pîng,正爿,25,chiàⁿ-pêng
tsiànn-pâi,正牌,25,chiàⁿ-pâi
tsiànn-tsu,正珠,25,chiàⁿ-chu
tsìng-tong,正當,25,chèng-tong
tsiànn-tāu,正痘,25,chiàⁿ-tāu
tsiànn-puânn,正盤,25,chiàⁿ-pôaⁿ
tsiànn-ti̍t,正直,25,chiàⁿ-ti̍t
tsìng-khak,正確,25,chèng-khak
tsiànn-thiāu,正祧,25,chiàⁿ-thiāu
tsiànn-pit,正筆,25,chiàⁿ-pit
tsiànn-pān,正範,25,chiàⁿ-pān
tsiànn-âng,正紅,25,chiàⁿ-âng
tsìng-thóng,正統,25,chèng-thóng
tsìng-king,正經,25,chèng-keng
tsìng-gī,正義,25,chèng-gī
tsiànn-hī,正耳,25,chiàⁿ-hī
tsiànn-me̍h,正脈,25,chiàⁿ-me̍h
tsiànn-kha,正腳,25,chiàⁿ-kha
tsiànn-hue,正花,25,chiàⁿ-hoe
tsiànn-hō,正號,25,chiàⁿ-hō
tsiànn-tshiong,正衝,25,chiàⁿ-chhiong
tsìng-sī,正視,25,chèng-sī
tsiànn-huè,正貨,25,chiàⁿ-hòe
tsiànn-lōo,正路,25,chiàⁿ-lō͘
tsiànn-sin,正身,25,chiàⁿ-sin
tsiànn-tńg,正轉,25,chiàⁿ-tńg
tsiànn-tôo,正途,25,chiàⁿ-tô͘
tsìng-tôo,正途,25,chèng-tô͘
tsiànn-tō,正道,25,chiàⁿ-tō
tsiànn-kim,正金,25,chiàⁿ-kim
tsiànn-gîn,正銀,25,chiàⁿ-gîn
tsiànn-mn̂g,正門,25,chiàⁿ-mn̂g
tsiànn-bīn,正面,25,chiàⁿ-bīn
tsiànn-im,正音,25,chiàⁿ-im
tsiànn-tǹg,正頓,25,chiàⁿ-tǹg
tsiànn-thé,正體,25,chiàⁿ-thé
tsiànn-tshiunn,正鯧,25,chiàⁿ-chhiuⁿ
tsiànn-khí,正齒,25,chiàⁿ-khí
tshú-guā,此外,25,chhú-gōa
tshú-āu,此後,25,chhú-āu
pōo-hua̍h,步伐,25,pō͘-hoa̍h
pōo-uī,步位,25,pō͘-ūi
pōo-ping,步兵,25,pō͘-peng
pōo-kháu,步口,25,pō͘-kháu
pōo-lí,步履,25,pō͘-lí
pōo-pîng,步平,25,pō͘-pêng
pōo-sòo,步數,25,pō͘-sò͘
pōo-pōo,步步,25,pō͘-pō͘
pōo-puânn,步盤,25,pō͘-pôaⁿ
pōo-hîng,步行,25,pō͘-hêng
pōo-kiânn,步行,25,pō͘-kiâⁿ
pōo-tiāu,步調,25,pō͘-tiāu
pōo-lián,步輦,25,pō͘-lián
pōo-tō,步道,25,pō͘-tō
pōo-tshìng,步銃,25,pō͘-chhèng
pōo-tuī,步隊,25,pō͘-tūi
pōo-tsōo,步驟,25,pō͘-chō͘
bú-kiap,武俠,25,bú-kiap
bú-li̍k,武力,25,bú-le̍k
bú-kong,武功,25,bú-kong
bú-khì,武器,25,bú-khì
bú-sū,武士,25,bú-sū
bú-kuann,武官,25,bú-koaⁿ
bú-tánn,武打,25,bú-táⁿ
bú-tuàn,武斷,25,bú-toàn
bú-pîng,武旁,25,bú-pêng
bú-tshiong,武昌,25,bú-chhiong
bú-lîm,武林,25,bú-lîm
bú-kî,武棋,25,bú-kî
bú-hàn,武漢,25,bú-hàn
bú-sing,武生,25,bú-seng
bú-khún,武綑,25,bú-khún
bú-thún,武腯,25,bú-thún
bú-tún,武腯,25,bú-tún
bú-kioh,武腳,25,bú-kioh
bú-gē,武藝,25,bú-gē
bú-su̍t,武術,25,bú-su̍t
bú-tsong,武裝,25,bú-chong
bú-lîng,武陵,25,bú-lêng
bú-tshut,武齣,25,bú-chhut
kî-ì,歧異,25,kî-ì
kî-kiàn,歧見,25,kî-kiàn
khî-sī,歧視,25,khî-sī
kî-sī,歧視,25,kî-sī
kî-lōo,歧路,25,kî-lō͘
uai-tshua̍h,歪tshua̍h,25,oai-chhoa̍h
uai-ûn,歪勻,25,oai-ûn
uai-ko,歪哥,25,oai-ko
uai-tshuì,歪嘴,25,oai-chhùi
uai-sim,歪心,25,oai-sim
uai-tshua̍h,歪斜,25,oai-chhoa̍h
uai-khiok,歪曲,25,oai-khiok
uai-ko,歪篙,25,oai-ko
uai-lōo,歪路,25,oai-lō͘
uai-thâu,歪頭,25,oai-thâu
uai-ām,歪頷,25,oai-ām
uai-hong,歪風,25,oai-hong
huè-ji̍p,歲入,25,hòe-ji̍p
suè-ji̍p,歲入,25,sòe-ji̍p
huè-tshut,歲出,25,hòe-chhut
suè-tshut,歲出,25,sòe-chhut
huè-siū,歲壽,25,hòe-siū
suè-gua̍t,歲月,25,sòe-goa̍t
huè-siann,歲聲,25,hòe-siaⁿ
suè-kè,歲計,25,sòe-kè
huè-thâu,歲頭,25,hòe-thâu
li̍k-tāi,歷代,25,le̍k-tāi
li̍k-jīm,歷任,25,le̍k-jīm
li̍k-lâi,歷來,25,le̍k-lâi
li̍k-sú,歷史,25,le̍k-sú
li̍k-kài,歷屆,25,le̍k-kài
li̍k-nî,歷年,25,le̍k-nî
li̍k-sî,歷時,25,le̍k-sî
li̍k-li̍k,歷歷,25,le̍k-le̍k
li̍k-tsīn,歷盡,25,le̍k-chīn
li̍k-king,歷經,25,le̍k-keng
li̍k-liān,歷練,25,le̍k-liān
li̍k-hiám,歷險,25,le̍k-hiám
kui-tī,歸tī,25,kui-tī
kui-jîn,歸人,25,kui-jîn
kui-jîn,歸仁,25,kui-jîn
kui-sian,歸仙,25,kui-sian
kui-i,歸依,25,kui-i
kui-ê,歸個,25,kui-ê
kui-uá,歸倚,25,kui-óa
kui-ji̍p,歸入,25,kui-ji̍p
kui-kong,歸功,25,kui-kong
kui-huà,歸化,25,kui-hòa
kui-kiū,歸咎,25,kui-kiū
kui-kok,歸國,25,kui-kok
kui-thinn,歸天,25,kui-thiⁿ
kui-siok,歸宿,25,kui-siok
kui-bué,歸尾,25,kui-bóe
kui-kang,歸工,25,kui-kang
kui-nî,歸年,25,kui-nî
kui-sim,歸心,25,kui-sim
kui-tshiú,歸手,25,kui-chhiú
kui-phe,歸批,25,kui-phe
kui-sòo,歸數,25,kui-sò͘
kui-ji̍t,歸日,25,kui-ji̍t
kui-àm,歸暗,25,kui-àm
kui-mê,歸暝,25,kui-mê
kui-kiū,歸柩,25,kui-kiū
kui-àn,歸案,25,kui-àn
kui-tsìng,歸正,25,kui-chèng
kui-khì,歸氣,25,kui-khì
kui-tsuí,歸水,25,kui-chúi
kui-puânn,歸盤,25,kui-pôaⁿ
kui-khang,歸空,25,kui-khang
kui-la̍p,歸納,25,kui-la̍p
kui-kuānn,歸綰,25,kui-kōaⁿ
kui-kûn,歸群,25,kui-kûn
kui-sik,歸色,25,kui-sek
kui-tsng,歸莊,25,kui-chng
kui-tio̍k,歸著,25,kui-tio̍k
kui-lōo,歸路,25,kui-lō͘
kui-sin,歸身,25,kui-sin
kui-tsuā,歸逝,25,kui-chōa
kui-huân,歸還,25,kui-hoân
kui-hiong,歸鄉,25,kui-hiong
kui-tīn,歸陣,25,kui-tīn
kui-tuī,歸隊,25,kui-tūi
kui-sūn,歸順,25,kui-sūn
kui-luī,歸類,25,kui-lūi
pháinn-khiā,歹khiā,25,pháiⁿ-khiā
pháinn-tshuā,歹tshuā,25,pháiⁿ-chhōa
pháinn-tshuē,歹tshuē,25,pháiⁿ-chhōe
pháinn-lâng,歹人,25,pháiⁿ-lâng
pháinn-tāi,歹代,25,pháiⁿ-tāi
pháinn-tsò,歹做,25,pháiⁿ-chò
pháinn-kè,歹價,25,pháiⁿ-kè
pháinn-tiāu,歹兆,25,pháiⁿ-tiāu
pháinn-tang,歹冬,25,pháiⁿ-tang
pháinn-sì,歹勢,25,pháiⁿ-sì
pháinn-ē,歹厄,25,pháiⁿ-ē
pháinn-khì,歹去,25,pháiⁿ-khì
pháinn-tsâng,歹叢,25,pháiⁿ-châng
pháinn-miâ,歹名,25,pháiⁿ-miâ
pháinn-bī,歹味,25,pháiⁿ-bī
tái-bī,歹味,25,tái-bī
pháinn-miā,歹命,25,pháiⁿ-miā
pháinn-tshuì,歹嘴,25,pháiⁿ-chhùi
pháinn-kiánn,歹囝,25,pháiⁿ-kiáⁿ
pháinn-bāng,歹夢,25,pháiⁿ-bāng
pháinn-thinn,歹天,25,pháiⁿ-thiⁿ
pháinn-bâ,歹媌,25,pháiⁿ-bâ
pháinn-kheh,歹客,25,pháiⁿ-kheh
pháinn-kio̍k,歹局,25,pháiⁿ-kio̍k
pháinn-tshī,歹市,25,pháiⁿ-chhī
pháinn-té,歹底,25,pháiⁿ-té
pháinn-sim,歹心,25,pháiⁿ-sim
pháinn-ì,歹意,25,pháiⁿ-ì
pháinn-hì,歹戲,25,pháiⁿ-hì
pháinn-lián,歹撚,25,pháiⁿ-lián
pháinn-siàu,歹數,25,pháiⁿ-siàu
pháinn-liāu,歹料,25,pháiⁿ-liāu
