tl,hanzi,frequency,poj
giàng-khí,齴齒,25,giàng-khí
ak-tsa̍k,齷齪,25,ak-cha̍k
ok-tshok,齷齪,25,ok-chhok
liông-tsénn,龍井,25,liông-chéⁿ
lîng-á,龍仔,25,lêng-á
liông-tsiam,龍占,25,liông-chiam
lîng-tsiam,龍占,25,lêng-chiam
lîng-kiong,龍宮,25,lêng-kiong
lîng-kiā,龍崎,25,lêng-kiā
lîng-peh,龍柏,25,lêng-peh
lîng-thiāu,龍柱,25,lêng-thiāu
lîng-siân,龍涎,25,lêng-siân
liông-thâm,龍潭,25,liông-thâm
lîng-ông,龍王,25,lêng-ông
liông-tsu,龍珠,25,liông-chu
lîng-gíng,龍眼,25,lêng-géng
liông-hia̍t,龍穴,25,liông-hia̍t
lîng-tsit,龍脊,25,lêng-chit
lîng-tsi̍h,龍舌,25,lêng-chi̍h
lîng-tsiu,龍舟,25,lêng-chiu
liông-tsûn,龍船,25,liông-chûn
lîng-tsûn,龍船,25,lêng-chûn
lîng-sat,龍虱,25,lêng-sat
liông-hê,龍蝦,25,liông-hê
lîng-hê,龍蝦,25,lêng-hê
lîng-pâu,龍袍,25,lêng-pâu
lîng-pôo,龍袍,25,lêng-pô͘
lîng-kak,龍角,25,lêng-kak
liông-gîn,龍銀,25,liông-gîn
lîng-gîn,龍銀,25,lêng-gîn
liông-bûn,龍門,25,liông-bûn
lîng-mn̂g,龍門,25,lêng-mn̂g
liông-kut,龍骨,25,liông-kut
lîng-kut,龍骨,25,lêng-kut
liông-hōng,龍鳳,25,liông-hōng
pâng-tuā,龐大,25,pâng-tōa
ku-á,龜仔,25,ku-á
ku-suann,龜山,25,ku-soaⁿ
ku-kuài,龜怪,25,ku-koài
ku-pán,龜板,25,ku-pán
ku-khak,龜殼,25,ku-khak
ku-moo,龜毛,25,ku-mo͘
ku-tsiann,龜精,25,ku-chiaⁿ
ku-tsinn,龜精,25,ku-chiⁿ
ku-sui,龜綏,25,ku-sui
ku-puè,龜背,25,ku-pòe
ku-hing,龜胸,25,ku-heng
ku-hue,龜花,25,ku-hoe
ku-hê,龜蝦,25,ku-hê
ku-piah,龜蟞,25,ku-piah
ku-sîn,龜蠅,25,ku-sîn
ku-li̍h,龜裂,25,ku-li̍h
ku-thâu,龜頭,25,ku-thâu
kui-thâu,龜頭,25,kui-thâu
ku-pih,龜鱉,25,ku-pih
khueh-tsue̍h,截,25,khoeh-choe̍h
kám-tóo,肚,25,kám-tó͘
kám-phoo,舖,25,kám-pho͘
kám-huè,貨,25,kám-hòe
kám-thâu,頭,25,kám-thâu
sak-tó,倒,25,sak-tó
sak-sau,嘲,25,sak-sau
ha-ua-ih,Ha-oa-ih,16,ha-oa-ih
ma-lá-sóng,Ma-lá-sóng,16,ma-lá-sóng
a-phá-tò,a-phá-tò,16,a-phá-tò
a-sá-lì,a-sá-lì,16,a-sá-lì
ah-buē-sī,ah未是,16,ah-bōe-sī
am-poo-tsê,am蜅蠐,16,am-po͘-chê
at-kè-siàu,at價數,16,at-kè-siàu
at-tshiú-bué,at手尾,16,at-chhiú-bóe
at-tshiú-pà,at手霸,16,at-chhiú-pà
at-ông-lâi,at王梨,16,at-ông-lâi
at-tshìn-thâu,at秤頭,16,at-chhìn-thâu
at-bí-ko,at米糕,16,at-bí-ko
a̍h-ū-tse,a̍h有che,16,a̍h-ū-che
bak-lâu-siông,bak流瘍,16,bak-lâu-siông
bak--tio̍h,bak著,16,bak--tio̍h
bat-tāi-tsì,bat代誌,16,bat-tāi-chì
bat-bô-kàu,bat無夠,16,bat-bô-kàu
bat-bô-thàu,bat無透,16,bat-bô-thàu
bat-phang-tshàu,bat芳臭,16,bat-phang-chhàu
bat-thàu-thàu,bat透透,16,bat-thàu-thàu
bat-tsìn-thè,bat進退,16,bat-chìn-thè
bih-khì-tiàm,bih去站,16,bih-khì-tiàm
bih-ko̍k-ke,bih咯雞,16,bih-ko̍k-ke
bih-âm-niau,bih涵貓,16,bih-âm-niau
bih-sio-tshuē,bih相找,16,bih-sio-chhōe
bih-khí-lâi,bih起來,16,bih-khí-lâi
bueh--bòo,boeh--bòo,16,boeh--bò͘
bueh-tó-senn,boeh-tó生,16,boeh-tó-seⁿ
bueh-án-tsuánn,boeh按怎,16,boeh-án-chóaⁿ
bueh-àm-á,boeh暗仔,16,boeh-àm-á
bueh-sio-kāng,boeh相共,16,boeh-sio-kāng
bueh-tshin-tshiūnn,boeh親像,16,boeh-chhin-chhiūⁿ
bo̍k-bo̍k-siû,bo̍k-bo̍k泅,16,bo̍k-bo̍k-siû
bu-là-tsià,bu-là-tsià,16,bu-là-chià
bái-tshiú-á,bái手仔,16,bái-chhiú-á
bì-luh-tōo,bì-luh肚,16,bì-luh-tō͘
bî-tha-mín,bî-tha-mín,16,bî-tha-mín
bî-tá-mín,bî-tá-mín,16,bî-tá-mín
bā-tah-sà,bā搭sà,16,bā-tah-sà
bē-sái-bô,bē使無,16,bē-sái-bô
bē-sái-kóng,bē使講,16,bē-sái-kóng
bē-tshut-siann,bē出聲,16,bē-chhut-siaⁿ
bē-kham-tit,bē堪得,16,bē-kham-tit
bē-hó-sì,bē好勢,16,bē-hó-sì
bē-tit-hù,bē得赴,16,bē-tit-hù
bē-tit-kuè,bē得過,16,bē-tit-kòe
bē-sim-sik,bē心適,16,bē-sim-sek
bē-àn-sǹg,bē按算,16,bē-àn-sǹg
bē-tì-kàu,bē致到,16,bē-tì-kàu
bē-iàu-kín,bē要緊,16,bē-iàu-kín
bē-kiàn-siàu,bē見笑,16,bē-kiàn-siàu
bē-su-teh,bē輸teh,16,bē-su-teh
bē-thong-tháu,bē通tháu,16,bē-thong-tháu
bē-kuè-ì,bē過意,16,bē-kòe-ì
tsang-tshut-lâi,chang出來,16,chang-chhut-lâi
tsang--tio̍h,chang著,16,chang--tio̍h
tshih--tó,chhih倒,16,chhih--tó
tshio-gih-gih,chhio-gih-gih,16,chhio-gih-gih
tshio-kho̍k-kho̍k,chhio-kho̍k-kho̍k,16,chhio-kho̍k-kho̍k
tshio-kia̍k-kia̍k,chhio-kia̍k-kia̍k,16,chhio-kia̍k-kia̍k
tshit-thô-á,chhit-thô-á,16,chhit-thô-á
tshit-thô-lâng,chhit-thô人,16,chhit-thô-lâng
tshit-thô-á,chhit-thô仔,16,chhit-thô-á
tshit-thô-phuānn,chhit-thô伴,16,chhit-thô-phōaⁿ
tshit-thô-kheh,chhit-thô客,16,chhit-thô-kheh
tshit-thô-mi̍h,chhit-thô物,16,chhit-thô-mi̍h
tshit-thô-kha,chhit-thô腳,16,chhit-thô-kha
tshuah-tsi̍t-ē,chhoah一下,16,chhoah-chi̍t-ē
tshuah-tshuì-tshiu,chhoah嘴鬚,16,chhoah-chhùi-chhiu
tshuah-sái-tshenn,chhoah屎星,16,chhoah-sái-chheⁿ
tshuah-sái-tsuí,chhoah屎水,16,chhoah-sái-chúi
tshuah-ua̍h-tsiáu,chhoah活鳥,16,chhoah-oa̍h-chiáu
tshuah-phīnn-tsháu,chhoah鼻草,16,chhoah-phīⁿ-chháu
tsia--ê,chia--ê,16,chia--ê
tsiah-kú-á,chiah久仔,16,chiah-kú-á
tsiuh-tsiuh-háu,chiuh-chiuh哮,16,chiuh-chiuh-háu
tsu-ná-mih,chu-ná-mih,16,chu-ná-mih
gia̍h-tò-tshiú,gia̍h倒手,16,gia̍h-tò-chhiú
gia̍h-bué-thâng,gia̍h尾蟲,16,gia̍h-bóe-thâng
giàn-suā-suā,giàn逝逝,16,giàn-sōa-sōa
giâ-sì-kòo,giâ勢故,16,giâ-sì-kò͘
giâ-sì-thâu,giâ勢頭,16,giâ-sì-thâu
giâ-tsìng-thâu,giâ症頭,16,giâ-chèng-thâu
giâ-ngē-ko,giâ硬篙,16,giâ-ngē-ko
giâ-ko-tshioh,giâ篙尺,16,giâ-ko-chhioh
giâ-sin-sì,giâ身勢,16,giâ-sin-sì
giâ-tshia-lián,giâ車輦,16,giâ-chhia-lián
giâ-thī-ke,giâ雉雞,16,giâ-thī-ke
giâ-hî-ang,giâ魚翁,16,giâ-hî-ang
gió-tsi̍t-ē,gió一下,16,gió-chi̍t-ē
giô-á-ke,giô仔街,16,giô-á-ke
giú-lâng-kheh,giú人客,16,giú-lâng-kheh
giú-sing-lí,giú生理,16,giú-seng-lí
giú-lîng-á,giú鈴仔,16,giú-lêng-á
gâi-á-tsînn,gâi仔錢,16,gâi-á-chîⁿ
gâu-o-ló,gâu o-ló,16,gâu-o-ló
gâu-tsò-lâng,gâu做人,16,gâu-chò-lâng
gâu-sann-thiànn,gâu參疼,16,gâu-saⁿ-thiàⁿ
gâu-kún-tshió,gâu滾笑,16,gâu-kún-chhió
gâu-kóng-uē,gâu講話,16,gâu-kóng-ōe
gìm-ku-ke,gìm龜雞,16,gìm-ku-ke
gín-á-tioh,gín仔tioh,16,gín-á-tioh
gín-á-lâng,gín仔人,16,gín-á-lâng
gín-á-tan,gín仔仃,16,gín-á-tan
gín-á-phuānn,gín仔伴,16,gín-á-phōaⁿ
gín-á-hiann,gín仔兄,16,gín-á-hiaⁿ
gín-á-ping,gín仔兵,16,gín-á-peng
gín-á-kiánn,gín仔囝,16,gín-á-kiáⁿ
gín-á-enn,gín仔嬰,16,gín-á-eⁿ
gín-á-jiō,gín仔尿,16,gín-á-jiō
gín-á-tsai,gín仔崽,16,gín-á-chai
gín-á-kang,gín仔工,16,gín-á-kang
gín-á-sik,gín仔式,16,gín-á-sek
gín-á-sìng,gín仔性,16,gín-á-sèng
gín-á-hì,gín仔戲,16,gín-á-hì
gín-á-sî,gín仔時,16,gín-á-sî
gín-á-thô,gín仔桃,16,gín-á-thô
gín-á-iūnn,gín仔樣,16,gín-á-iūⁿ
gín-á-kua,gín仔歌,16,gín-á-koa
gín-á-khuì,gín仔氣,16,gín-á-khùi
gín-á-khì,gín仔氣,16,gín-á-khì
gín-á-mi̍h,gín仔物,16,gín-á-mi̍h
gín-á-kâu,gín仔猴,16,gín-á-kâu
gín-á-ông,gín仔王,16,gín-á-ông
gín-á-phí,gín仔疕,16,gín-á-phí
gín-á-siòng,gín仔相,16,gín-á-siòng
gín-á-kho,gín仔科,16,gín-á-kho
gín-á-tsiann,gín仔精,16,gín-á-chiaⁿ
gín-á-sńg,gín仔耍,16,gín-á-sńg
gín-á-siann,gín仔聲,16,gín-á-siaⁿ
gín-á-phue,gín仔胚,16,gín-á-phoe
gín-á-ui,gín仔衣,16,gín-á-ui
gín-á-sann,gín仔衫,16,gín-á-saⁿ
gín-á-thûn,gín仔豚,16,gín-á-thûn
gín-á-bīn,gín仔面,16,gín-á-bīn
gín-á-thâu,gín仔頭,16,gín-á-thâu
gín-á-kuí,gín仔鬼,16,gín-á-kúi
gín-á-khí,gín仔齒,16,gín-á-khí
gín-á-tshut,gín仔齣,16,gín-á-chhut
gîn-tsi̍t-ē,gîn一下,16,gîn-chi̍t-ē
gāng-gāng-khì,gāng-gāng去,16,gāng-gāng-khì
gāng--khì,gāng去,16,gāng--khì
gīn--lâng,gīn人,16,gīn--lâng
han-tó-lù,han-tó-lù,16,han-tó-lù
hau-la̍k-uē,hau六話,16,hau-la̍k-ōe
hau-la̍k-kóng,hau六講,16,hau-la̍k-kóng
hi-nóo-khì,hi-nóo-khì,16,hi-nó͘-khì
hiah-kú-á,hiah久仔,16,hiah-kú-á
hiam-tsio-á,hiam椒仔,16,hiam-chio-á
hiat-tsio̍h-thâu,hiat石頭,16,hiat-chio̍h-thâu
hiâu-kha-tshng,hiâu腳倉,16,hiâu-kha-chhng
hiù-phang-tsuí,hiù芳水,16,hiù-phang-chúi
hua--khì,hoa去,16,hoa--khì
hong-tshuì-phué,hong嘴phué,16,hong-chhùi-phóe
hoo-lú-bóng,hoo-lú-bóng,16,ho͘-lú-bóng
hoo-té-lù,hoo-té-lù,16,ho͘-té-lù
hu-hu-háu,hu-hu吼,16,hu-hu-háu
huî-lú-mù,huî-lú-mù,16,hûi-lú-mù
huānn-ke-sū,huānn家事,16,hōaⁿ-ke-sū
huānn-tshiú-thâu,huānn手頭,16,hōaⁿ-chhiú-thâu
huānn-siang-thiāu,huānn雙祧,16,hōaⁿ-siang-thiāu
huānn-kóo-pán,huānn鼓板,16,hōaⁿ-kó͘-pán
hàm-kî-khuā,hàm其夸,16,hàm-kî-khōa
hàm-táu-láng,hàm斗籠,16,hàm-táu-láng
hàm-hàm-á,hàm泛仔,16,hàm-hàm-á
hàm-hàm-tāi,hàm泛代,16,hàm-hàm-tāi
hàm-hàm-kuè,hàm泛過,16,hàm-hàm-kòe
hàm-lī-nn̂g,hàm貳郎,16,hàm-lī-nn̂g
hànn--nà,hànn--nà,16,hàⁿ--nà
hànn--nòo,hànn--nòo,16,hàⁿ--nò͘
hìnn-tshian-tshiu,hìnn韆鞦,16,hìⁿ-chhian-chhiu
hòo-sù-kóng,hòo-sù管,16,hò͘-sù-kóng
hô-lîn-tāu,hô-lîn豆,16,hô-lîn-tāu
hú-ló-king,hú-ló間,16,hú-ló-keng
hām-bah-kap,hām肉kap,16,hām-bah-kap
hōo-lâng-phah,hōo人拍,16,hō͘-lâng-phah
hū-hū-hiáng,hū-hū響,16,hū-hū-hiáng
iap-tshih-gáng,iap-chhih-gáng,16,iap-chhih-gáng
iau-sà-sà,iau-sà-sà,16,iau-sà-sà
iau-kuânn-gō,iau寒餓,16,iau-kôaⁿ-gō
iau-ho̍p-ho̍p,iau揜揜,16,iau-ho̍p-ho̍p
iau-sò-luān,iau燥亂,16,iau-sò-loān
iau-sò-sò,iau燥燥,16,iau-sò-sò
iau-mooh-mooh,iau瘼瘼,16,iau-mo͘h-mo͘h
iau-kann-siû,iau監囚,16,iau-kaⁿ-siû
iau-kuè-ki,iau過飢,16,iau-kòe-ki
iau-pá-tshá,iau飽吵,16,iau-pá-chhá
iau-kuí-tshuì,iau鬼嘴,16,iau-kúi-chhùi
ia̍h--khui,ia̍h開,16,ia̍h--khui
ia̍t-khuê-sìnn,ia̍t葵扇,16,ia̍t-khôe-sìⁿ
in-niâ-leh,in娘leh,16,in-niâ-leh
in-niâ-sìnn,in娘姓,16,in-niâ-sìⁿ
ioh-tshut-tshut,ioh出出,16,ioh-chhut-chhut
ioh--tioh,ioh著,16,ioh--tioh
ioh--tio̍h,ioh著,16,ioh--tio̍h
it--tio̍h,it著,16,it--tio̍h
ià--tit,ià得,16,ià--tit
ià-lak-lak,ià落落,16,ià-lak-lak
iân-á-tsan,iân仔chan,16,iân-á-chan
jik--khì,jek去,16,jek--khì
jik--kuè,jek過,16,jek--kòe
jiàu-pê-á,jiàu耙仔,16,jiàu-pê-á
jiàu-thâu-khak,jiàu頭殼,16,jiàu-thâu-khak
jiâu-phué-phué,jiâu-phué-phué,16,jiâu-phóe-phóe
ji̍h-tiān-lîng,ji̍h電鈴,16,ji̍h-tiān-lêng
kah-m̄-sī,kah-m̄是,16,kah-m̄-sī
kan-kan-á,kan-kan仔,16,kan-kan-á
kauh--sí,kauh死,16,kauh--sí
kauh--kuè,kauh過,16,kauh--kòe
kau-tsa-bóo,kau查某,16,kau-cha-bó͘
ka̍p-ka̍p-kiò,ka̍p-ka̍p叫,16,ka̍p-ka̍p-kiò
ka-to-thâng,ka刀蟲,16,ka-to-thâng
ka-tsián-thâng,ka剪蟲,16,ka-chián-thâng
ke-ke-kiò,ke-ke叫,16,ke-ke-kiò
ke̍h-lān-kuāinn,ke̍h-lān-kuāinn,16,ke̍h-lān-koāiⁿ
khah-kú-á,khah久仔,16,khah-kú-á
khah-tsiàm-iânn,khah佔贏,16,khah-chiàm-iâⁿ
khah-lâi-leh,khah來leh,16,khah-lâi-leh
khah-thîng-á,khah停仔,16,khah-thêng-á
khah-ke-kóng,khah加講,16,khah-ke-kóng
khah-tuā-mn̂g,khah大門,16,khah-tōa-mn̂g
khah-tuā-bīn,khah大面,16,khah-tōa-bīn
khah-sit-lé,khah失澧,16,khah-sit-lé
khah-khuài-kóng,khah快講,16,khah-khoài-kóng
khah-ē-hiáu,khah會曉,16,khah-ē-hiáu
khah-ū-tsînn,khah有錢,16,khah-ū-chîⁿ
khah-ū-îng,khah有閒,16,khah-ū-êng
khah-tsai-iánn,khah知影,16,khah-chai-iáⁿ
khah-tshin-tshiūnn,khah親像,16,khah-chhin-chhiūⁿ
khah-iânn-bô,khah贏無,16,khah-iâⁿ-bô
khah-iânn-bīn,khah贏面,16,khah-iâⁿ-bīn
khah-su-lâng,khah輸人,16,khah-su-lâng
khah-su-sì,khah輸勢,16,khah-su-sì
khah-su-bīn,khah輸面,16,khah-su-bīn
khauh-khauh-tsùn,khauh-khauh顫,16,khauh-khauh-chùn
khau-to-lian,khau刀lian,16,khau-to-lian
khau-to-hue,khau刀花,16,khau-to-hoe
khau-pak-tsînn,khau剝錢,16,khau-pak-chîⁿ
khau-tshuì-phué,khau嘴phué,16,khau-chhùi-phóe
khau-tshuì-tshiu,khau嘴鬚,16,khau-chhùi-chhiu
khau-kuà-siat,khau掛削,16,khau-kòa-siat
khau-phē-á,khau稗仔,16,khau-phē-á
khau-huan-thâu,khau翻頭,16,khau-hoan-thâu
khau-hīnn-sái,khau耳屎,16,khau-hīⁿ-sái
kha̍uh-kha̍uh-tshuah,kha̍uh-kha̍uh-chhoah,16,khau̍h-khau̍h-chhoah
kha̍uh-kha̍uh-tiō,kha̍uh-kha̍uh-tiō,16,khau̍h-khau̍h-tiō
kha̍uh-kha̍uh-liām,kha̍uh-kha̍uh唸,16,khau̍h-khau̍h-liām
kheh--tio̍h,kheh著,16,kheh--tio̍h
khennh-khennh-sàu,khennh-khennh嗽,16,kheⁿh-kheⁿh-sàu
khioh-lâi-tshī,khioh來飼,16,khioh-lâi-chhī
khioh-sio̍h-á,khioh俗仔,16,khioh-sio̍h-á
khioh-kong-kim,khioh公金,16,khioh-kong-kim
khioh-sai-á,khioh司仔,16,khioh-sai-á
khioh-kiánn-ḿ,khioh囝姆,16,khioh-kiáⁿ-ḿ
khioh-kiánn-pô,khioh囝婆,16,khioh-kiáⁿ-pô
khioh-kiánn-bó,khioh囝母,16,khioh-kiáⁿ-bó
khioh-gín-á,khioh囡仔,16,khioh-gín-á
khioh-tsiá-bó,khioh姐母,16,khioh-chiá-bó
khioh-jī-tsuá,khioh字紙,16,khioh-jī-chóa
khioh-siáu-íng,khioh小影,16,khioh-siáu-éng
khioh-ang-á,khioh尪仔,16,khioh-ang-á
khioh-sai-á,khioh師仔,16,khioh-sai-á
khioh-tshái-tshī,khioh彩市,16,khioh-chhái-chhī
khioh-iân-kim,khioh捐金,16,khioh-iân-kim
khioh-iân-tsînn,khioh捐錢,16,khioh-iân-chîⁿ
khioh-hiàn-á,khioh現仔,16,khioh-hiàn-á
khioh-hiān-á,khioh現仔,16,khioh-hiān-á
khioh-pe̍h-bah,khioh白肉,16,khioh-pe̍h-bah
khioh-phuà-nuā,khioh破爛,16,khioh-phòa-nōa
khioh-tiū-seh,khioh稻屑,16,khioh-tiū-seh
khioh-ha̍h-á,khioh笚仔,16,khioh-ha̍h-á
khioh-puî-bah,khioh肥肉,16,khioh-pûi-bah
khioh-kha-tsáu,khioh腳走,16,khioh-kha-cháu
khioh-khí-kha,khioh起腳,16,khioh-khí-kha
khioh-iû-phiò,khioh郵票,16,khioh-iû-phiò
khioh-kì-á,khioh鋸仔,16,khioh-kì-á
khioh-lân-san,khioh零星,16,khioh-lân-san
khioh-hong-suí,khioh風水,16,khioh-hong-súi
khioh-kut-thâu,khioh骨頭,16,khioh-kut-thâu
khiàng-tsa-bóo,khiàng查某,16,khiàng-cha-bó͘
khiàng-tsâ-bóo,khiàng查某,16,khiàng-châ-bó͘
khiàng-kha-ping,khiàng腳兵,16,khiàng-kha-peng
khiú-bué-liu,khiú尾溜,16,khiú-bóe-liu
khiú-āu-kha,khiú後腳,16,khiú-āu-kha
khiú-sing-lí,khiú生理,16,khiú-seng-lí
khiú-thâu-tsang,khiú頭鬃,16,khiú-thâu-chang
khiā--leh,khiā--leh,16,khiā--leh
khiā-bē-tsāi,khiā-bē在,16,khiā-bē-chāi
khiā-hōo-tsāi,khiā互在,16,khiā-hō͘-chāi
khiā-tò-tiàu,khiā倒吊,16,khiā-tò-tiàu
khiā-thinn-lōo,khiā天露,16,khiā-thiⁿ-lō͘
khiā-suann-tíng,khiā山頂,16,khiā-soaⁿ-téng
khiā-hōo-thâu,khiā戶頭,16,khiā-hō͘-thâu
khiā-luî-tâi,khiā擂台,16,khiā-lûi-tâi
khiā-ti̍t-ti̍t,khiā直直,16,khiā-ti̍t-ti̍t
khi̍t-kho̍k-pán,khi̍t-kho̍k板,16,khi̍t-kho̍k-pán
khong-ku-lí,khong-ku-lí,16,khong-ku-lí
kho̍k-kho̍k-kiò,kho̍k-kho̍k叫,16,kho̍k-kho̍k-kiò
khu-lá-tsì,khu-lá-tsì,16,khu-lá-chì
khu̍h-khu̍h-háu,khu̍h-khu̍h吼,16,khu̍h-khu̍h-háu
khu̍h-khu̍h-sàu,khu̍h-khu̍h嗽,16,khu̍h-khu̍h-sàu
khu̍t-bué-hāng,khu̍t尾巷,16,khu̍t-bóe-hāng
khu̍t-bué-pit,khu̍t尾筆,16,khu̍t-bóe-pit
khu̍t-bué-lōo,khu̍t尾路,16,khu̍t-bóe-lō͘
khu̍t-thâu-suann,khu̍t頭山,16,khu̍t-thâu-soaⁿ
khu̍t-thâu-hāng,khu̍t頭巷,16,khu̍t-thâu-hāng
khu̍t-thâu-pōo,khu̍t頭步,16,khu̍t-thâu-pō͘
khu̍t-thâu-káng,khu̍t頭港,16,khu̍t-thâu-káng
khu̍t-thâu-lōo,khu̍t頭路,16,khu̍t-thâu-lō͘
khàm--tio̍h,khàm著,16,khàm--tio̍h
khà-pinn-kóo,khà邊鼓,16,khà-piⁿ-kó͘
khà-kóo-kînn,khà鼓墘,16,khà-kó͘-kîⁿ
khè-kam-tsià,khè甘蔗,16,khè-kam-chià
khè-bah-kut,khè肉骨,16,khè-bah-kut
khênn--tio̍h,khênn著,16,khêⁿ--tio̍h
khê--tio̍h,khê著,16,khê--tio̍h
khîng-uánn-té,khîng碗底,16,khêng-óaⁿ-té
khîng-tsāi-kòo,khîng財庫,16,khêng-chāi-kò͘
khîng-huè-té,khîng貨底,16,khêng-hòe-té
khînn-ân-ân,khînn-ân-ân,16,khîⁿ-ân-ân
khò--tio̍h,khò著,16,khò--tio̍h
khóo-mn̂g-á,khóo毛仔,16,khó͘-mn̂g-á
khǹg--leh,khǹg--teh,16,khǹg--leh
khǹg-thán-tó,khǹg坦倒,16,khǹg-thán-tó
khǹg-tio̍h-thâu,khǹg著頭,16,khǹg-tio̍h-thâu
khǹg-kui-tui,khǹg規堆,16,khǹg-kui-tui
kinn-pua̍h-tó,kinn跋倒,16,kiⁿ-poa̍h-tó
kiu--khì,kiu去,16,kiu--khì
kui-á-hî,kui仔魚,16,kui-á-hî
kui-uánn-phâng,kui碗phâng,16,kui-óaⁿ-phâng
kuân-kē-king,kuân低肩,16,koân-kē-keng
kuāi-bē-iânn,kuāi-bē贏,16,koāi-bē-iâⁿ
kuāinn--tio̍h,kuāinn著,16,koāiⁿ--tio̍h
kuāi--tio̍h,kuāi著,16,koāi--tio̍h
kuē--tio̍h,kuē著,16,kōe--tio̍h
kàng-ba̍k-bué,kàng目尾,16,kàng-ba̍k-bóe
kà-thong-thong,kà湯湯,16,kà-thong-thong
kà-lok-lok,kà漉漉,16,kà-lok-lok
kám-á-tiàm,kám仔店,16,kám-á-tiàm
kám-á-huè,kám仔貨,16,kám-á-hòe
kê--leh,kê--leh,16,kê--leh
kênn--tio̍h,kênn著,16,kêⁿ--tio̍h
kínn--tio̍h,kínn著,16,kíⁿ--tio̍h
kô-kô-tînn,kô-kô纏,16,kô-kô-tîⁿ
kûn-hōo-nuā,kûn互爛,16,kûn-hō͘-nōa
kā-kā-kiò,kā-kā叫,16,kā-kā-kiò
kā-kā-kún,kā-kā滾,16,kā-kā-kún
lak-ta̍k-hué,lak濁火,16,lak-ta̍k-hóe
làng-tsi̍t-kang,lang一工,16,làng-chi̍t-kang
làng-hōo-tsām,lang雨暫,16,làng-hō͘-chām
làng-hōo-phāng,lang雨縫,16,làng-hō͘-phāng
lap-lo̍h-tsuí,lap落水,16,lap-lo̍h-chúi
lap-tio̍h-lâng,lap著人,16,lap-tio̍h-lâng
la̍k-la̍k-tshuah,la̍k-la̍k-chhoah,16,la̍k-la̍k-chhoah
la̍k-hing-khám,la̍k胸坎,16,la̍k-heng-khám
la̍k-sann-khòo,la̍k衫褲,16,la̍k-saⁿ-khò͘
la̍k-kiâm-tshài,la̍k鹹菜,16,la̍k-kiâm-chhài
le̍h-le̍h-tân,le̍h-le̍h-tân,16,le̍h-le̍h-tân
le̍h-le̍h-háu,le̍h-le̍h吼,16,le̍h-le̍h-háu
liam-kha-kiânn,liam腳行,16,liam-kha-kiâⁿ
lia̍h-tiong-hô,lia̍h中和,16,lia̍h-tiong-hô
lia̍h-tiong-nuâ,lia̍h中欄,16,lia̍h-tiong-nôa
lia̍h-tsò-tê,lia̍h做題,16,lia̍h-chò-tê
lia̍h-thòo-á,lia̍h兔仔,16,lia̍h-thò͘-á
lia̍h-kong-kang,lia̍h公工,16,lia̍h-kong-kang
lia̍h-khì-bē,lia̍h去賣,16,lia̍h-khì-bē
lia̍h-tsāi-guā,lia̍h在外,16,lia̍h-chāi-gōa
lia̍h-tuā-gōo,lia̍h大誤,16,lia̍h-tōa-gō͘
lia̍h-sí-kuat,lia̍h死訣,16,lia̍h-sí-koat
lia̍h-sua-kin,lia̍h痧筋,16,lia̍h-soa-kin
lia̍h-pe̍h-thòo,lia̍h白兔,16,lia̍h-pe̍h-thò͘
lia̍h-ngē-phīnn,lia̍h硬鼻,16,lia̍h-ngē-phīⁿ
lia̍h-khang-phāng,lia̍h空縫,16,lia̍h-khang-phāng
lia̍h-ko-siû,lia̍h篙泅,16,lia̍h-ko-siû
lia̍h-phòng-bé,lia̍h膨碼,16,lia̍h-phòng-bé
lia̍h-thán-huâinn,lia̍h袒橫,16,lia̍h-thán-hoâiⁿ
lia̍h-thán-ti̍t,lia̍h袒直,16,lia̍h-thán-ti̍t
lia̍h-uē-sap,lia̍h話屑,16,lia̍h-ōe-sap
lia̍h-uē-sat,lia̍h話虱,16,lia̍h-ōe-sat
lia̍h-uē-kut,lia̍h話骨,16,lia̍h-ōe-kut
lia̍h-tsáu-tsuí,lia̍h走水,16,lia̍h-cháu-chúi
lia̍h-tsáu-su,lia̍h走私,16,lia̍h-cháu-su
lia̍h-kīn-lōo,lia̍h近路,16,lia̍h-kīn-lō͘
lia̍h-kuè-bé,lia̍h過馬,16,lia̍h-kòe-bé
lia̍h-hî-ê,lia̍h魚個,16,lia̍h-hî-ê
lia̍h-hāu-á,lia̍h鱟仔,16,lia̍h-hāu-á
lia̍h-khí-ian,lia̍h齒煙,16,lia̍h-khí-ian
lim-hōo-ta,lim hōo礁,16,lim-hō͘-ta
lim-sàn-tsiú,lim散酒,16,lim-sàn-chiú
lim-tsia̍h-thit,lim食thit,16,lim-chia̍h-thit
lio̍k-thôo-muâi,lio̍k土糜,16,lio̍k-thô͘-moâi
lián-tsi̍t-khang,liàn一空,16,lián-chi̍t-khang
liù-kháu-king,liù口供,16,liù-kháu-keng
loo-lài-bà,loo-lài-bà,16,lo͘-lài-bà
lut--khì,lut去,16,lut--khì
lut-sing-khu,lut身軀,16,lut-seng-khu
luán-luán-lè,luán-luán-leh,16,loán-loán-lè
lu̍t-tshiú-ńg,lu̍t手ńg,16,lu̍t-chhiú-ńg
lu̍t-hio̍h-á,lu̍t葉仔,16,lu̍t-hio̍h-á
làng-khang-sia̍h,làng空勺,16,làng-khang-sia̍h
