hanzi,tl,frequency
淨山,tsīng-suann,25
淨重,tsīng-tāng,25
清朝,tshing-tiâu,25
清礬,tshing-huân,25
減數,kiám-sòo,25
減法,kiám-huat,25
減號,kiám-hō,25
渡船,tōo-tsûn,25
渡鳥,tōo-tsiáu,25
測試,tshik-tshì,25
港喙,káng-tshuì,25
港路,káng-lōo,25
游泳,iû-íng,25
湠卵,thuànn-nn̄g,25
湠種,thuànn-tsíng,25
湳地,làm-tē,25
溪尾,khe-bué,25
溪谷,khe-kok,25
溪頭,khe-thâu,25
溫度,un-tōo,25
溶劑,iông-tse,25
溶液,iông-i̍k,25
溶質,iông-tsit,25
溼地,sip-tē,25
溼度,sip-tōo,25
滑石,ku̍t-tsio̍h,25
滑車,ku̍t-tshia,25
滑音,ku̍t-im,25
滑鼠,ku̍t-tshí,25
滴管,tih-kńg,25
漁業,hî-gia̍p,25
漏壺,lāu-ôo,25
演出,ián-tshut,25
演戲,ián-hì,25
演說,ián-suat,25
漚肥,au-puî,25
潭仔,thâm-á,25
激問,kik-būn,25
瀏覽,liû-lám,25
瀾垂,nuā-sê,25
火號,hué-hō,25
火鼠,hué-tshí,25
炊卵,tshue-nn̄g,25
炭筆,thuànn-pit,25
烏仁,oo-jîn,25
烏鶖,oo-tshiu,25
焐冰,ù-ping,25
煏鼓,piak-kóo,25
熱冬,jua̍h-tang,25
熱舞,jia̍t-bú,25
燃料,jiân-liāu,25
燃點,jiân-tiám,25
燈絲,ting-si,25
燒杯,sio-pue,25
父姓,hū-sènn,25
版畫,pán-uē,25
牌位,pâi-uī,25
牛頓,gû-tùn,25
特徵,ti̍k-ting,25
特性,ti̍k-sìng,25
特產,ti̍k-sán,25
特質,ti̍k-tsit,25
特長,ti̍k-tióng,25
獻敬,hiàn-kìng,25
玄學,hiân-ha̍k,25
珠螺,tsu-lê,25
班刊,pan-khan,25
班會,pan-huē,25
班級,pan-kip,25
球埕,kiû-tiânn,25
球場,kiû-tiûnn,25
球心,kiû-sim,25
球桮,kiû-pue,25
球賽,kiû-sài,25
球面,kiû-bīn,25
球體,kiû-thé,25
理財,lí-tsâi,25
瓷仔,huî-á,25
生卵,senn-nn̄g,25
生湠,senn-thuànn,25
生物,sing-bu̍t,25
生菇,senn-koo,25
生鉎,senn-sian,25
生長,sing-tióng,25
產值,sán-ta̍t,25
產業,sán-gia̍p,25
產道,sán-tō,25
產量,sán-liōng,25
田園,tshân-hn̂g,25
田徑,tiân-kìng,25
番薯,han-tsî,25
畫作,uē-tsok,25
畫像,uē-siōng,25
畫刀,uē-to,25
畫圖,uē-tôo,25
畫家,uē-ka,25
畫展,uē-tián,25
畫布,uē-pòo,25
畫廊,uē-lông,25
畫本,uē-pún,25
畫枋,uē-pang,25
畫架,uē-kè,25
畫筆,uē-pit,25
畫紙,uē-tsuá,25
畫者,uē-tsiá,25
畫記,uē-kì,25
畫面,uē-bīn,25
畫風,uē-hong,25
當值,tong-ti̍t,25
疊句,tha̍h-kù,25
疊字,tha̍h-jī,25
疏忽,soo-hut,25
疏散,soo-sàn,25
疏開,soo-khai,25
疑惑,gî-hi̍k,25
疫苗,i̍k-biâu,25
病句,pēnn-kù,25
病囝,pēnn-kiánn,25
病疼,pēnn-thiànn,25
病菌,pēnn-khún,25
痕跡,hûn-jiah,25
癖性,phiah-sìng,25
登陸,ting-lio̍k,25
發育,huat-io̍k,25
發酵,huat-kànn,25
發電,huat-tiān,25
發音,huat-im,25
白字,pe̍h-jī,25
白火,pe̍h-hué,25
白蟻,pe̍h-hiā,25
白露,pe̍h-lōo,25
百位,pah-uī,25
皮戲,phuê-hì,25
盆地,phûn-tē,25
盜壘,tō-luí,25
盜版,tō-pán,25
監察,kàm-tshat,25
目版,ba̍k-pán,25
直射,ti̍t-siā,25
直式,ti̍t-sik,25
直徑,ti̍t-kìng,25
直拳,ti̍t-kûn,25
直照,ti̍t-tsiò,25
直線,ti̍t-suànn,25
直角,ti̍t-kak,25
相乘,siong-sîng,25
相交,siong-kau,25
相加,siong-ka,25
相反,siong-huán,25
相吸,sio-khip,25
相差,siong-tsha,25
相斥,sio-thik,25
相鄰,siong-lîn,25
相除,siong-tî,25
省道,síng-tō,25
真書,tsin-su,25
眼界,gán-kài,25
眾數,tsiòng-sòo,25
睏眠,khùn-bîn,25
短句,té-kù,25
短文,té-bûn,25
短篇,té-phinn,25
短語,té-gí,25
短路,té-lōo,25
短針,té-tsiam,25
矮奴,é-lôo,25
矮寇,é-khòo,25
石墨,tsio̍h-ba̍k,25
石油,tsio̍h-iû,25
石膏,tsio̍h-ko,25
石英,tsio̍h-ing,25
砂糖,sua-thn̂g,25
砒素,phi-sòo,25
硩印,teh-ìn,25
硩枝,teh-ki,25
硬度,ngē-tōo,25
硬碟,ngē-tia̍p,25
硯台,hīnn-tâi,25
硼酸,pîng-sng,25
碑文,pi-bûn,25
碗箸,uánn-tī,25
碳化,thuànn-huà,25
磁力,tsû-li̍k,25
磁場,tsû-tiûnn,25
磁性,tsû-sìng,25
磁極,tsû-ki̍k,25
磅針,pōng-tsiam,25
社區,siā-khu,25
祕結,pì-kiat,25
祖廟,tsóo-biō,25
祖籍,tsóo-tsi̍k,25
祖靈,tsóo-lîng,25
祭品,tsè-phín,25
祭拜,tsè-pài,25
祭祀,tsè-sū,25
禁令,kìm-līng,25
禮俗,lé-sio̍k,25
秋分,tshiu-hun,25
科舉,kho-kí,25
秒速,bió-sok,25
秒針,bió-tsiam,25
租界,tsoo-kài,25
稅金,suè-kim,25
積窒,tsik-that,25
空喙,khang-tshuì,25
立冬,li̍p-tang,25
立意,li̍p-ì,25
立法,li̍p-huat,25
立秋,li̍p-tshiu,25
立體,li̍p-thé,25
童詩,tông-si,25
童話,tông-uē,25
童謠,tông-iâu,25
符值,hû-ta̍t,25
筆劃,pit-ue̍h,25
筆尖,pit-tsiam,25
筆尾,pit-bué,25
筆法,pit-huat,25
筆洗,pit-sé,25
筆順,pit-sūn,25
等式,tíng-sik,25
等於,tíng-î,25
等號,tíng-hō,25
筋帶,kin-tuà,25
筵席,iàn-si̍k,25
箏形,tsing-hîng,25
算法,sǹg-huat,25
管樂,kuán-ga̍k,25
管路,kóng-lōo,25
管道,kuán-tō,25
箴言,tsim-giân,25
節慶,tsiat-khìng,25
節日,tseh-ji̍t,25
篆書,thuàn-su,25
篇幅,phian-hok,25
米食,bí-si̍t,25
粉筆,hún-pit,25
粗澀,tshoo-siap,25
粗鹽,tshoo-iâm,25
精差,tsing-tsha,25
精讀,tsing-tho̍k,25
糝啉,sám-lim,25
糾筋,kiù-kin,25
約分,iok-hun,25
紋理,bûn-lí,25
紋路,bûn-lōo,25
納稅,la̍p-suè,25
紙本,tsuá-pún,25
紙枋,tsuá-pang,25
紙條,tsuá-tiâu,25
紙片,tsuá-phìnn,25
紙牌,tsuá-pâi,25
紙硩,tsuá-teh,25
紙票,tsuá-phiò,25
級進,kip-tsìn,25
累加,luí-ka,25
終邊,tsiong-pinn,25
絃仔,hiân-á,25
組曲,tsoo-khik,25
結冰,kiat-ping,25
結盟,kiat-bîng,25
結社,kiat-siā,25
結莓,kiat-m̂,25
結霜,kiat-sng,25
絕句,tsua̍t-kù,25
絕種,tse̍h-tsíng,25
絕緣,tsua̍t-iân,25
絲綢,si-tiû,25
綠肥,li̍k-puî,25
網球,bāng-kiû,25
緊慢,kín-bān,25
線圈,suànn-khuan,25
線尾,suànn-bué,25
線條,suànn-tiâu,25
線蜷,suànn-khûn,25
線間,suànn-kan,25
縛跤,pa̍k-kha,25
縣長,kuān-tiúnn,25
縮圖,sok-tôo,25
縮寫,sok-siá,25
縱軸,tshiong-ti̍k,25
繁衍,huân-ián,25
繪本,huē-pún,25
罰球,hua̍t-kiû,25
羅經,lô-kenn,25
羅針,lô-tsiam,25
義賣,gī-bē,25
羽化,ú-huà,25
羽毛,ú-môo,25
習性,si̍p-sìng,25
老化,nóo-huà,25
老大,lāu-tuā,25
耆老,kî-ló,25
耐力,nāi-li̍k,25
耳鏡,hīnn-kiànn,25
耶穌,iâ-soo,25
耽字,tânn-jī,25
聖火,sìng-hué,25
聯對,liân-tuì,25
聲符,siann-hû,25
聲部,siann-pōo,25
聽覺,thiann-kak,25
肉色,bah-sik,25
肌力,ki-li̍k,25
肌群,ki-kûn,25
肝炎,kuann-iām,25
肝癌,kuann-gâm,25
肢體,ki-thé,25
肥料,puî-liāu,25
育幼,io̍k-iù,25
肺泡,hì-phàu,25
肺癌,hì-gâm,25
肺臟,hì-tsōng,25
胃酸,uī-sng,25
背冊,puē-tsheh,25
背鰭,puē-kî,25
胎生,thai-sing,25
胎盤,thai-puânn,25
胚珠,phue-tsu,25
胚盤,phue-puânn,25
胚胎,phue-thai,25
胸腺,hing-suànn,25
胸部,hing-pōo,25
能源,lîng-guân,25
能量,lîng-liōng,25
脂肪,tsi-hong,25
脫輪,thu̍t-lûn,25
腳數,kioh-siàu,25
腹足,hok-tsiok,25
腹面,pak-bīn,25
膀胱,phông-kong,25
膜空,mo̍oh-khang,25
膨椅,phòng-í,25
膨疱,phòng-phā,25
膨鼠,phòng-tshí,25
膩瓤,jī-nn̂g,25
臀鰭,tûn-kî,25
臍帶,tsâi-tuà,25
自轉,tsū-tsuán,25
臭殕,tshàu-phú,25
臭氧,tshàu-ióng,25
臺員,tâi-uân,25
臺地,tâi-tē,25
臺斤,tâi-kin,25
臺灣,tâi-uân,25
舊街,kū-ke,25
舞蹈,bú-tō,25
航運,hâng-ūn,25
色光,sik-kng,25
色料,sik-liāu,25
色環,sik-khuân,25
色紙,sik-tsuá,25
色調,sik-tiāu,25
色階,sik-kai,25
色點,sik-tiám,25
花心,hue-sim,25
花指,hue-tsáinn,25
花柱,hue-tsū,25
花瓶,hue-pân,25
花磚,hue-tsng,25
花粉,hue-hún,25
花絲,hue-si,25
花萼,hue-go̍k,25
花藥,hue-io̍h,25
花蜜,hue-bi̍t,25
花鬚,hue-tshiu,25
英里,ing-lí,25
茶罐,tê-kuàn,25
茶鈷,tê-kóo,25
草埔,tsháu-poo,25
草字,tshó-jī,25
草書,tshó-su,25
草本,tsháu-bo̍k,25
荒島,hong-tó,25
菌種,khún-tsíng,25
菌絲,khún-si,25
菜蟲,tshài-thâng,25
萬位,bān-uī,25
落名,lo̍h-miâ,25
落實,lo̍k-si̍t,25
落肥,lo̍h-puî,25
葉序,hio̍h-sī,25
葉脈,hio̍h-me̍h,25
葉身,hio̍h-sin,25
葉面,hio̍h-bīn,25
蒸氣,tsing-khì,25
蒸發,tsing-huat,25
薰吹,hun-tshue,25
藥方,io̍h-hng,25
蘭嶼,lân-sū,25
處方,tshú-hng,25
處暑,tshù-sú,25
虛構,hi-kòo,25
虛步,hi-pōo,25
虹膜,hông-mo̍oh,25
虼蚤,ka-tsáu,25
蛀齒,tsiù-khí,25
蛆蟲,tshi-thâng,25
蜂岫,phang-siū,25
蜂蝦,phang-hê,25
蝕水,si̍t-tsuí,25
蟲豸,thâng-thuā,25
蠟質,la̍h-tsit,25
血管,hueh-kńg,25
行位,kiânn-uī,25
行書,hîng-su,25
行板,hîng-pán,25
行步,kiânn-pōo,25
行經,kiânn-king,25
補角,póo-kak,25
裝飾,tsong-sik,25
褪殼,thǹg-khak,25
褪皮,thǹg-phuê,25
西經,se-king,25
西醫,se-i,25
覓食,bā-tsia̍h,25
視力,sī-li̍k,25
視覺,sī-kak,25
視訊,sī-sìn,25
視野,sī-iá,25
觀星,kuan-tshenn,25
觀測,kuan-tshik,25
觀眾,kuan-tsiòng,25
角1,kak-it,25
角柱,kak-thiāu,25
角球,kak-kiû,25
角錐,kak-tsui,25
角齒,kak-khí,25
解嚴,kái-giâm,25
解題,kái-tê,25
觱仔,pi-á,25
觸覺,tshiok-kak,25
觸角,tshiok-kak,25
訂做,tīng-tsò,25
訂定,tīng-tīng,25
計時,kè-sî,25
計算,kè-sǹg,25
訊息,sìn-sit,25
記人,kì-lâng,25
記敘,kì-sū,25
記數,kì-siàu,25
訪談,hóng-tâm,25
設備,siat-pī,25
設問,siat-būn,25
診療,tsín-liâu,25
註解,tsù-kái,25
評量,phîng-liông,25
詞句,sû-kù,25
詞彙,sû-luī,25
詞性,sû-sìng,25
詞意,sû-ì,25
詞牌,sû-pâi,25
詞義,sû-gī,25
試管,tshì-kuán,25
試紙,tshì-tsuá,25
詩作,si-tsok,25
詩句,si-kù,25
詩歌,si-kua,25
詩詞,si-sû,25
詩選,si-suán,25
話縫,uē-phāng,25
話蝨,uē-sat,25
話語,uē-gí,25
話骨,uē-kut,25
詳寫,siông-siá,25
誇飾,khua-sik,25
認字,jīn-jī,25
語句,gí-kù,25
語境,gí-kíng,25
語意,gí-ì,25
語調,gí-tiāu,25
語譯,gí-i̍k,25
誦讀,siōng-tho̍k,25
說服,suè-ho̍k,25
說話,sueh-uē,25
課室,khò-sik,25
課文,khò-bûn,25
調式,tiāu-sik,25
調性,tiāu-sìng,25
調號,tiāu-hō,25
請拳,tshiánn-kûn,25
請求,tshíng-kiû,25
請願,tshíng-guān,25
論據,lūn-kì,25
論點,lūn-tiám,25
諧音,hâi-im,25
謝神,siā-sîn,25
譀鏡,hàm-kiànn,25
譯者,i̍k-tsiá,25
議會,gī-huē,25
讀音,tha̍k-im,25
讀音,tho̍k-im,25
象形,siōng-hîng,25
象限,siōng-hān,25
豪雨,hô-ú,25
負極,hū-ki̍k,25
貢獻,kòng-hiàn,25
貧血,pîn-hiat,25
貨幣,huè-pè,25
貴族,kuì-tso̍k,25
賣價,bē-kè,25
質數,tsit-sòo,25
走壘,tsáu-luí,25
起癮,khí-giàn,25
起酵,khí-kànn,25
起音,khí-im,25
趖莖,sô-king,25
趨壘,tshu-luí,25
跤印,kha-ìn,25
跤尾,kha-bué,25
跤扒,kha-pê,25
跤球,kha-kiû,25
跤盤,kha-puânn,25
跤跡,kha-jiah,25
跤馬,kha-bé,25
跳懸,thiàu-kuân,25
跳水,thiàu-tsuí,25
跳箱,thiàu-siunn,25
跳進,thiàu-tsìn,25
跳音,thiàu-im,25
跳馬,thiàu-bé,25
踢球,that-kiû,25
車蛆,tshia-tshi,25
車轆,tshia-lak,25
車齒,tshia-khí,25
軸心,ti̍k-sim,25
軸根,ti̍k-kin,25
輪仔,lián-á,25
輪生,lûn-sing,25
輻射,hok-siā,25
轉化,tsuán-huà,25
轉注,tsuán-tsù,25
農業,lông-gia̍p,25
農耕,lông-king,25
近視,kīn-sī,25
近路,kīn-lōo,25
退化,thè-huà,25
退流,thè-lâu,25
途徑,tôo-kìng,25
逗點,tōo-tiám,25
通分,thong-hun,25
通勤,thong-khîn,25
通婚,thong-hun,25
通書,thong-su,25
通訊,thong-sìn,25
通電,thong-tiān,25
通鼓,thong-kóo,25
速率,sok-lu̍t,25
造句,tsō-kù,25
造型,tsō-hîng,25
造字,tsō-jī,25
造紙,tsō-tsuá,25
造船,tsō-tsûn,25
造詞,tsō-sû,25
連加,liân-ka,25
連比,liân-pí,25
連減,liân-kiám,25
進位,tsìn-uī,25
進攻,tsìn-kong,25
進貨,tsìn-huè,25
遊記,iû-kì,25
運球,ūn-kiû,25
過渡,kuè-tōo,25
過電,kuè-tiān,25
道家,tō-ka,25
違例,uî-lē,25
選材,suán-tsâi,25
選舉,suán-kí,25
邊白,pinn-pe̍h,25
邊長,pinn-tn̂g,25
郊商,kau-siong,25
部首,pōo-siú,25
郵政,iû-tsìng,25
郵購,iû-kòo,25
鄭經,tēnn-king,25
鄰長,lîn-tiúnn,25
配偶,phuè-ngóo,25
配給,phuè-kip,25
配色,phuè-sik,25
配角,phuè-kak,25
配送,phuè-sàng,25
配音,phuè-im,25
酒桌,tsiú-toh,25
酒癮,tsiú-giàn,25
酒精,tsiú-tsing,25
酸性,sng-sìng,25
酸雨,sng-hōo,25
釋文,sik-bûn,25
里長,lí-tiúnn,25
重力,tiōng-li̍k,25
重唱,tiông-tshiùnn,25
重奏,tîng-tsàu,25
重心,tāng-sim,25
重量,tāng-liōng,25
重音,tāng-im,25
野狗,iá-káu,25
量詞,liōng-sû,25
金屬,kim-sio̍k,25
針灸,tsiam-kù,25
針筆,tsiam-pit,25
針筒,tsiam-tâng,25
釣餌,tiò-jī,25
鈍角,tūn-kak,25
鈔仔,tshau-á,25
鉛球,iân-kiû,25
銀票,gîn-phiò,25
銀色,gîn-sik,25
銅管,tâng-kuán,25
銅線,tâng-suànn,25
鋒面,hong-bīn,25
錐體,tsui-thé,25
錢仔,tsînn-á,25
錢鼓,tsînn-kóo,25
鏡座,kiànn-tsō,25
鏡臂,kiànn-pì,25
鐘擺,tsing-pái,25
鐵路,thih-lōo,25
鐵鉼,thih-phiánn,25
鑼仔,lô-á,25
長度,tn̂g-tōo,25
長石,tn̂g-tsio̍h,25
長篇,tn̂g-phinn,25
長邊,tn̂g-pinn,25
長針,tn̂g-tsiam,25
門路,mn̂g-lōo,25
開仔,khui-á,25
開墾,khai-khún,25
開展,khai-tián,25
開球,khui-kiû,25
開荒,khui-hng,25
開銷,khai-siau,25
閏年,jūn-nî,25
閬音,làng-im,25
闊度,khuah-tōo,25
闊邊,khuah-pinn,25
關節,kuan-tsat,25
阮琴,guán-khîm,25
防守,hông-siú,25
防腐,hông-hú,25
防蟲,hông-thâng,25
防鉎,hông-sian,25
阻礙,tsóo-gāi,25
降冪,kàng-bi̍k,25
除數,tî-sòo,25
除法,tî-huat,25
除號,tî-hō,25
陰道,im-tō,25
陵寢,lîng-tshím,25
陶器,tô-khì,25
陸運,lio̍k-ūn,25
陽曆,iông-li̍k,25
隊友,tuī-iú,25
隱喻,ún-jū,25
隱私,ún-su,25
隸書,lē-su,25
雄流,hiông-lâu,25
雙數,siang-sòo,25
雙清,siang-tshing,25
雨林,ú-lîm,25
雲層,hûn-tsân,25
雲端,hûn-tuan,25
雲量,hûn-liōng,25
雷射,luî-siā,25
雷達,luî-ta̍t,25
雺霧,bông-bū,25
電力,tiān-li̍k,25
電器,tiān-khì,25
電流,tiān-liû,25
電球,tiān-kiû,25
電線,tiān-suànn,25
電路,tiān-lōo,25
電量,tiān-liōng,25
電金,tiān-kim,25
電鍍,tiān-tōo,25
震央,tsìn-iong,25
震度,tsìn-tōo,25
震源,tsìn-guân,25
面布,bīn-pòo,25
革胡,kik-ôo,25
音叉,im-tshe,25
音名,im-miâ,25
音感,im-kám,25
音懸,im-kuân,25
音效,im-hāu,25
音程,im-tîng,25
音空,im-khang,25
音符,im-hû,25
音色,im-sik,25
音量,im-liōng,25
音階,im-kai,25
音響,im-hióng,25
韻律,ūn-lu̍t,25
韻跤,ūn-kha,25
頂底,tíng-té,25
頂芽,tíng-gê,25
頂角,tíng-kak,25
頂點,tíng-tiám,25
順敘,sūn-sū,25
預覽,ī-lám,25
頓號,tùn-hō,25
頓蹬,tùn-tenn,25
領貨,niá-huè,25
頭對,thâu-tuì,25
頭殼,thâu-khak,25
頭部,thâu-pōo,25
頷垂,ām-sê,25
頷珠,ām-tsu,25
題緣,tê-iân,25
類句,luī-kù,25
類字,luī-jī,25
風力,hong-li̍k,25
風化,hong-huà,25
風琴,hong-khîm,25
風笛,hong-ti̍k,25
風能,hong-lîng,25
風速,hong-sok,25
風邪,hong-siâ,25
飛盤,hui-puânn,25
食療,si̍t-liâu,25
食道,si̍t-tō,25
養份,ióng-hūn,25
餘數,î-sòo,25
馬勢,bé-sè,25
駐水,tū-tsuí,25
驗算,giām-sǹg,25
骨折,kut-tsi̍h,25
體力,thé-la̍t,25
體溫,thé-un,25
體積,thé-tsik,25
體能,thé-lîng,25
高胡,ko-ôo,25
鬚根,tshiu-kin,25
鬥句,tàu-kù,25
魚擛,hî-ia̍t,25
魚栽,hî-tsai,25
魚蝦,hî-hê,25
魚鰓,hî-tshi,25
鳥類,tsiáu-luī,25
鹼性,kinn-sìng,25
鹽水,iâm-tsuí,25
鹿皮,lo̍k-phuê,25
鹿茸,lo̍k-jiông,25
黃疸,n̂g-thán,25
點著,tiám-to̍h,25
鼻覺,phīnn-kak,25
齊頭,tsê-thâu,25
齒模,khí-bôo,25
齒輪,khí-lûn,25
山,peh-suann,25
𠕇度,tīng-tōo,25
𠢕人,gâu-lâng,25
𡳞核,lān-hu̍t,25
𡳞脬,lān-pha,25
𥰔仔,phín-á,25
𩛩肥,kauh-puî,25
卵清,nn̄g-tshing,20
水尾,tsuí-bué,20
琵琶,pî-pê,20
a小調,a-sió-tiāu,16
ba-sóng管,ba-sóng-kuán,16
bai-óo-lín,bai-óo-lín,16
bî-tá-bín,bî-tá-bín,16
ga-sóo-lín,ga-sóo-lín,16
goo-lú-huh,goo-lú-huh,16
gu-lá-muh,gu-lá-muh,16
gí仔組,gí-á-tsoo,16
ha̋n-tóo-luh,ha̋n-tóo-luh,16
hoo-lú-bóng,hoo-lú-bóng,16
hőng-mú-láng,hőng-mú-láng,16
mooh-tah船,mooh-tah-tsûn,16
oo-lín-gióo,oo-lín-gióo,16
pha-siàn-tooh,pha-siàn-tooh,16
pha̋-siàn-tòo,pha̋-siàn-tòo,16
phi-á-nooh,phi-á-nooh,16
si-á-geh,si-á-geh,16
the-ní-suh,the-ní-suh,16
thoo-má-tooh,thoo-má-tooh,16
ua-lú-tsuh,ua-lú-tsuh,16
一位數,tsi̍t-uī-sòo,16
一年仔,it-nî-á,16
一年級,it-nî-kip,16
一等星,it-tíng-tshenn,16
一胎化,it-thai-huà,16
一貫道,it-kuàn-tō,16
七巧板,tshit-khá-pán,16
七月半,tshit-gue̍h-puànn,16
七角柱,tshit-kak-thiāu,16
七邊形,tshit-pinn-hîng,16
三位數,sann-uī-sòo,16
三八拍,sam-pat-phik,16
三原色,sann-guân-sik,16
三合院,sann-ha̍p-īnn,16
三和絃,sann-hô-hiân,16
三四拍,sam-sù-phik,16
三年仔,sann-nî-á,16
三年級,sann-nî-kip,16
三斑蠓,sam-pan-báng,16
三稜鏡,sann-lîng-kiànn,16
三等星,sam-tíng-tshenn,16
三角尺,sann-kak-tshioh,16
三角柱,sann-kak-thiāu,16
三角洲,sann-kak-tsiu,16
三角琴,sann-kak-khîm,16
三角肌,sann-kak-ki,16
三部曲,sann-pōo-khik,16
上下文,siōng-hā-bûn,16
上元暝,siōng-guân-mê,16
上勾拳,siōng-kau-kûn,16
上店窗,tshiūnn-tiàm-thang,16
下四管,ē-sì-kuán,16
下弦月,hā-hiân-gue̍h,16
不定根,put-tīng-kin,16
並列句,pīng-lia̍t-kù,16
中位數,tiong-uī-sòo,16
中子數,tiong-tsú-sòo,16
中年期,tiong-liân-kî,16
中心點,tiong-sim-tiám,16
中慢板,tiong-bān-pán,16
中提琴,tiong-thê-khîm,16
中氣層,tiong-khì-tsân,16
中生代,tiong-sing-tāi,16
中秋節,tiong-tshiu-tseh,16
中耳炎,tiong-hīnn-iām,16
主人房,tsú-lâng-pâng,16
主機枋,tsú-ki-pang,16
乘法表,sîng-huat-pió,16
九龍杯,kiú-liông-pue,16
二二拍,jī-jī-phik,16
二位數,jī-uī-sòo,16
二分法,jī-hun-huat,16
二名法,jī-bîng-huat,16
二四拍,jī-sù-phik,16
二等星,jī-tíng-tshenn,16
二重唱,jī-tiông-tshiùnn,16
五線譜,gōo-suànn-phóo,16
五角柱,gōo-kak-thiāu,16
五角錐,gōo-kak-tsui,16
五車二,ngóo-ki-jī,16
五邊形,gōo-pinn-hîng,16
五重奏,ngóo-tîng-tsàu,16
亞麻布,a-muâ-pòo,16
交叉步,kau-tshe-pōo,16
人造虹,jîn-tsō-khīng,16
人造雨,jîn-tsō-hōo,16
人馬座,jîn-má-tsō,16
仙女座,sian-lí-tsō,16
仰角度,gióng-kak-tōo,16
伐木業,hua̍t-bo̍k-gia̍p,16
休止符,hiu-tsí-hû,16
伯勞仔,pit-lô-á,16
佈稻仔,pòo-tiū-á,16
位值表,uī-ta̍t-pió,16
低音管,kē-im-kuán,16
作曲家,tsok-khik-ka,16
便藥仔,piān-io̍h-á,16
俗語話,sio̍k-gí-uē,16
保齡球,pó-lîng-kiû,16
修辭法,siu-sû-huat,16
修飾性,siu-sik-sìng,16
個位數,kò-uī-sòo,16
倍數表,puē-sòo-pió,16
倍革胡,puē-kik-ôo,16
倒反句,tò-píng-kù,16
倒吊蓮,tò-tiàu-liân,16
倒徛騰,tò-khiā-thîng,16
倒敘法,tò-sū-huat,16
假分數,ké-hun-sòo,16
假設句,ká-siat-kù,16
健身房,kiān-sin-pâng,16
側併步,tshik-pìng-pōo,16
側勾拳,tshik-kau-kûn,16
傀儡戲,ka-lé-hì,16
傳教士,thuân-kàu-sū,16
傳染病,thuân-jiám-pēnn,16
傳電性,tshuân-tiān-sìng,16
光影戲,kng-iánn-hì,16
光碟機,kong-tia̍p-ki,16
免疫力,bián-i̍k-li̍k,16
兒童期,jî-tông-kî,16
兒童節,jî-tông-tseh,16
入侵種,ji̍p-tshim-tsíng,16
入射角,ji̍p-siā-kak,16
內分泌,lāi-hun-pì,16
內切圓,lāi-tshiat-înn,16
內場景,lāi-tiûnn-kíng,16
內服藥,luē-ho̍k-io̍h,16
內角和,lāi-kak-hô,16
內錯角,lāi-tshok-kak,16
全壘打,tsuân-luí-tánn,16
全球性,tsuân-kiû-sìng,16
全部量,tsuân-pōo-liōng,16
全音符,tsuân-im-hû,16
兩棲類,lióng-tshe-luī,16
八堡圳,pat-pó-tsùn,16
八月節,peh-gue̍h-tseh,16
八角柱,peh-kak-thiāu,16
八角錐,peh-kak-tsui,16
八邊形,peh-pinn-hîng,16
八音團,pat-im-thuân,16
公佈欄,kong-pòo-nuâ,16
公倍數,kong-puē-sòo,16
公切線,kong-tshiat-suànn,16
公因數,kong-in-sòo,16
公學校,kong-ha̍k-hāu,16
公聽會,kong-thiann-huē,16
六等星,lio̍k-tíng-tshenn,16
六角柱,la̍k-kak-thiāu,16
六角錐,la̍k-kak-tsui,16
六邊形,la̍k-pinn-hîng,16
冬尾天,tang-bué-thinn,16
冷氣團,líng-khì-thuân,16
冷空氣,líng-khong-khì,16
冷色系,líng-sik-hē,16
出生率,tshut-sing-lu̍t,16
分公升,hun-kong-tsin,16
分數倍,hun-sòo-puē,16
分肺管,hun-hì-kńg,16
分貝器,hun-puè-khì,16
分貝計,hun-puè-kè,16
分配律,hun-phuè-lu̍t,16
切分音,tshiat-hun-im,16
切結書,tshiat-kiat-su,16
列舉法,lia̍t-kí-huat,16
列表法,lia̍t-pió-huat,16
判別式,phuànn-pia̍t-sik,16
刪節號,san-tsiat-hō,16
刺查某,tshià-tsa-bóo,16
創作者,tshòng-tsok-tsiá,16
加工業,ka-kang-gia̍p,16
助燃性,tsōo-jiân-sìng,16
助燃物,tsōo-jiân-bu̍t,16
動態感,tōng-thài-kám,16
動滑輪,tōng-ku̍t-lûn,16
動物園,tōng-bu̍t-hn̂g,16
化學家,huà-ha̍k-ka,16
北半球,pak-puànn-kiû,16
北極圈,pak-ki̍k-khuan,16
北極星,pak-ki̍k-tshenn,16
北河三,pak-hô-sann,16
北河二,pak-hô-jī,16
北管樂,pak-kuán-ga̍k,16
區公所,khu-kong-sóo,16
十億位,tsa̍p-ik-uī,16
十分位,tsa̍p-hun-uī,16
十萬位,tsa̍p-bān-uī,16
十角柱,tsa̍p-kak-thiāu,16
千億位,tshing-ik-uī,16
千分位,tshian-hun-uī,16
千萬位,tshing-bān-uī,16
半立體,puànn-li̍p-thé,16
半草楷,puànn-tshó-khái,16
半行走,puànn-kiânn-tsáu,16
協奏曲,hia̍p-tsàu-khik,16
南北管,lâm-pak-kuán,16
南半球,lâm-puànn-kiû,16
南極圈,lâm-ki̍k-khuan,16
南河三,lâm-hô-sann,16
南管樂,lâm-kuán-ga̍k,16
博愛座,phok-ài-tsō,16
博物館,phok-bu̍t-kuán,16
印刷術,ìn-suat-su̍t,16
印表機,ìn-pió-ki,16
