hanzi,tl,frequency
連接詞,liân-tsiap-sû,16
連紲音,liân-suà-im,16
連結線,liân-kiat-suànn,16
連貫句,liân-kuàn-kù,16
連通管,liân-thong-kóng,16
進行曲,tsìn-hîng-khik,16
運動埕,ūn-tōng-tiânn,16
運動場,ūn-tōng-tiûnn,16
運動會,ūn-tōng-huē,16
運動量,ūn-tōng-liōng,16
運筆法,ūn-pit-huat,16
過境鳥,kuè-kíng-tsiáu,16
過年錢,kuè-nî-tsînn,16
過敏原,kuè-bín-guân,16
過渡句,kuè-tōo-kù,16
過渡段,kuè-tōo-tuānn,16
選擇句,suán-ti̍k-kù,16
部份量,pōo-hūn-liōng,16
都市化,too-tshī-huà,16
鄉公所,hiong-kong-sóo,16
鄭克塽,tēnn-khik-sóng,16
鄭成功,tēnn-sîng-kong,16
酒精燈,tsiú-tsing-ting,16
酸鹼度,sng-kinn-tōo,16
酸鹼性,sng-kinn-sìng,16
醫生館,i-sing-kuán,16
重耽字,tîng-tânn-jī,16
重號名,tîng-hō-miâ,16
金剛石,kim-kong-tsio̍h,16
金屬片,kim-sio̍k-phìnn,16
金牛座,kim-gû-tsō,16
金翼仔,kim-si̍t-á,16
金門島,kim-mn̂g-tó,16
鋰電池,lí-tiān-tî,16
鋼琴曲,kǹg-khîm-khik,16
錢筒仔,tsînn-tâng-á,16
錯別字,tshò-pia̍t-jī,16
鎮公所,tìn-kong-sóo,16
鐵生鉎,thih-senn-sian,16
鐵製品,thih-tsè-phín,16
長方形,tiông-hong-hîng,16
長方體,tn̂g-hong-thé,16
長株形,tn̂g-tu-hîng,16
長篙形,tn̂g-ko-hîng,16
長頓點,tn̂g-tùn-tiám,16
長𥰔仔,tn̂g-phín-á,16
閃避球,siám-pī-kiû,16
開合跳,khui-ha̍p-thiàu,16
開臊節,khui-tsho-tseh,16
間隔號,kàn-keh-hō,16
閬隔數,làng-keh-sòo,16
關係圖,kuan-hē-tôo,16
關鍵句,kuan-kiān-kù,16
防曝膏,hông-pha̍k-ko,16
防腐劑,hông-hú-tse,16
防風颱,hông-hong-thai,16
降半音,kàng-puànn-im,16
陳情書,tîn-tsîng-su,16
雄黃酒,hiông-hông-tsiú,16
集散地,tsi̍p-sàn-tē,16
雕刻品,tiau-khik-phín,16
雙字詞,siang-jī-sû,16
雨層雲,hōo-tsân-hûn,16
雨量器,hōo-liōng-khì,16
雪文粉,sap-bûn-hún,16
零星錢,lân-san-tsînn,16
雷射光,luî-siā-kng,16
電火布,tiān-hué-pòo,16
電球仔,tiān-kiû-á,16
電磁波,tiān-tsû-pho,16
電著,tiān--tio̍h,16
電解質,tiān-kái-tsit,16
青年期,tshing-liân-kî,16
青年節,tshing-liân-tseh,16
青春期,tshing-tshun-kî,16
青竹絲,tshenn-tik-si,16
青翼仔,tshenn-si̍t-á,16
青苔類,tshenn-thî-luī,16
青黴素,tshenn-bî-sòo,16
青黴菌,tshenn-bî-khún,16
音樂家,im-ga̍k-ka,16
音樂廳,im-ga̍k-thiann,16
音樂會,im-ga̍k-huē,16
音樂聲,im-ga̍k-siann,16
音符頭,im-hû-thâu,16
頂下文,tíng-ē-bûn,16
頂四管,tíng-sì-kuán,16
頂弦月,tíng-hiân-gue̍h,16
順敘法,sūn-sū-huat,16
領事館,líng-sū-kuán,16
頭前齒,thâu-tsîng-khí,16
頷胿腺,ām-kui-suànn,16
頷頸珠,ām-kún-tsu,16
顯微鏡,hián-bî-kiànn,16
風力計,hong-li̍k-kè,16
風吹形,hong-tshue-hîng,16
風景畫,hong-kíng-uē,16
風颱眼,hong-thai-gán,16
飛馬座,hui-má-tsō,16
香港跤,hiong-káng-kha,16
馬拉松,ma-lá-sóng,16
驚嘆號,king-thàn-hō,16
骨疼熱,kut-thiànn-jia̍t,16
骨骼肌,kut-keh-ki,16
體適能,thé-sik-lîng,16
高科技,ko-kho-ki,16
高纖維,ko-tshiam-uî,16
高血壓,ko-hueh-ap,16
高齡化,ko-lîng-huà,16
鬼針草,kuí-tsiam-tsháu,16
魔方陣,môo-hong-tīn,16
魚尾叉,hî-bué-tshe,16
魚腹翼,hî-pak-si̍t,16
鵝鑾鼻,gô-luân-phīnn,16
麻芳斜,muâ-phang-tshua̍h,16
麻芳範,muâ-phang-huān,16
黃酸雨,n̂g-sng-hōo,16
鼓吹樂,kóo-tshue-ga̍k,16
齒岸炎,khí-huānn-iām,16
齒輪組,khí-lûn-tsoo,16
齒頭仔,khí-thâu-á,16
龜山島,ku-suann-tó,16
𥰔仔空,phín-á-khang,16
𥰔仔聲,phín-á-siann,16
𥰔仔膜,phín-á-mo̍oh,16
𥰔仔音,phín-á-im,16
漢字,hàn-jī,15
A型流感,a-hîng-liû-kám,12
A型肝炎,a-hîng-kuann-iām,12
phe-ní-sí-lín,phe-ní-sí-lín,12
pho-lé-lóng膠,pho-lé-lóng-ka,12
一位小數,tsi̍t-uī-sió-sòo,12
一年的,it-nî--ê,12
一氧化碳,it-ióng-huà-thuànn,12
七星龜仔,tshit-tshenn-ku-á,12
三年的,sann-nî--ê,12
三部合唱,sann-pōo-ha̍p-tshiùnn,12
上短下長,siōng-té-hā-tn̂g,12
上長下短,siōng-tn̂g-hā-té,12
不良導體,put-liông-tō-thé,12
世界公民,sè-kài-kong-bîn,12
世界文化,sè-kài-bûn-huà,12
並列關係,pīng-lia̍t-kuan-hē,12
中和反應,tiong-hô-huán-ìng,12
中央政府,tiong-iong-tsìng-hú,12
中度風颱,tiong-tōo-hong-thai,12
中性溶液,tiong-sìng-iông-i̍k,12
中日戰爭,tiong-ji̍t-tsiàn-tsing,12
中沙群島,tiong-sua-kûn-tó,12
中華文化,tiong-huâ-bûn-huà,12
中音笛仔,tiong-im-ta̍t-á,12
乘法估算,sîng-huat-kóo-sǹg,12
乘法算式,sîng-huat-sǹg-sik,12
乘除互逆,sîng-tî-hōo-gi̍k,12
乘除混合,sîng-tî-hūn-ha̍p,12
九九乘法,kiú-kiú-sîng-huat,12
二分音符,jī-hun-im-hû,12
二次函數,jī-tshù-hâm-sòo,12
二氧化氮,jī-ióng-huà-tām,12
二氧化硫,jī-ióng-huà-liû,12
二部合唱,jī-pōo-ha̍p-tshiùnn,12
二部合奏,jī-pōo-ha̍p-tsàu,12
二部輪唱,jī-pōo-lûn-tshiùnn,12
互相平行,hōo-siong-pîng-hîng,12
五大地形,gōo-tuā-tē-hîng,12
五聲音階,gōo-siann-im-kai,12
亞洲大陸,a-tsiu-tāi-lio̍k,12
交通運輸,kau-thong-ūn-su,12
人力運輸,jîn-li̍k-ūn-su,12
人口密度,jîn-kháu-bi̍t-tōo,12
人口政策,jîn-kháu-tsìng-tshik,12
人口普查,jîn-kháu-phóo-tsa,12
人口老化,jîn-kháu-nóo-huà,12
人口調查,jîn-kháu-tiâu-tsa,12
人工湠種,jîn-kang-thuànn-tsíng,12
人情世事,jîn-tsîng-sè-sū,12
人物角色,jîn-bu̍t-kak-sik,12
人聲合唱,lâng-siann-ha̍p-tshiùnn,12
人造纖維,jîn-tsō-tshiam-uî,12
人際關係,jîn-tsè-kuan-hē,12
人面蜘蛛,jîn-bīn-ti-tu,12
伊斯蘭教,i-su-lân-kàu,12
休閒運動,hiu-hân-ūn-tōng,12
位值換算,uī-ta̍t-uānn-sǹg,12
低手發球,kē-tshiú-huat-kiû,12
低碳食物,kē-thuànn-si̍t-bu̍t,12
低碳飲食,kē-thuànn-ím-si̍t,12
低音喇叭,kē-im-lá-pah,12
低音提琴,kē-im-thê-khîm,12
低音笛仔,kē-im-ta̍t-á,12
作業系統,tsok-gia̍p-hē-thóng,12
依法行政,i-huat-hîng-tsìng,12
侵蝕作用,tshim-si̍t-tsok-iōng,12
侵蝕風化,tshim-si̍t-hong-huà,12
保甲制度,pó-kah-tsè-tōo,12
保育計畫,pó-io̍k-kè-uē,12
個人隱私,kò-jîn-ún-su,12
個位數字,kò-uī-sòo-jī,12
倫理道德,lûn-lí-tō-tik,12
停留記號,thîng-liû-kì-hō,12
傳導現象,thuân-tō-hiān-siōng,12
傳熱速度,thuân-jia̍t-sok-tōo,12
傳統技藝,thuân-thóng-ki-gē,12
傳統文化,thuân-thóng-bûn-huà,12
傳統歌謠,thuân-thóng-kua-iâu,12
傳統產業,thuân-thóng-sán-gia̍p,12
傳統社會,thuân-thóng-siā-huē,12
傳統祭典,thuân-thóng-tsè-tián,12
傳統節慶,thuân-thóng-tsiat-khìng,12
傳統詩歌,thuân-thóng-si-kua,12
傳輸速率,thuân-su-sok-lu̍t,12
儒家思想,jû-ka-su-sióng,12
光合作用,kong-ha̍p-tsok-iōng,12
光線色散,kng-suànn-sik-suànn,12
免疫系統,bián-i̍k-hē-thóng,12
兒童文學,jî-tông-bûn-ha̍k,12
內容綱要,luē-iông-kong-iàu,12
內溫動物,lāi-un-tōng-bu̍t,12
全休止符,tsuân-hiu-tsí-hû,12
全等圓形,tsuân-tíng-înn-hîng,12
全等圖形,tsuân-tíng-tôo-hîng,12
全等梯形,tsuân-tíng-thui-hîng,12
兩位小數,nn̄g-uī-sió-sòo,12
八分音符,peh-hun-im-hû,12
八部合音,peh-pōo-ha̍p-im,12
公共事務,kong-kiōng-sū-bū,12
公共場所,kong-kiōng-tiûnn-sóo,12
公共建設,kong-kiōng-kiàn-siat,12
公共藝術,kong-kiōng-gē-su̍t,12
公共設施,kong-kiōng-siat-si,12
公共資源,kong-kiōng-tsu-guân,12
公制單位,kong-tsè-tan-uī,12
公平貿易,kong-pênn-bōo-i̍k,12
公民行動,kong-bîn-hîng-tōng,12
共同創作,kiōng-tông-tshòng-tsok,12
具象主義,kū-siōng-tsú-gī,12
再生資源,tsài-sing-tsu-guân,12
凹版印刷,nah-pán-ìn-suat,12
分工合作,hun-kang-ha̍p-tsok,12
分數四則,hun-sòo-sì-tsik,12
分數除法,hun-sòo-tî-huat,12
切換視窗,tshiat-uānn-sī-thang,12
刻板印象,khik-pán-ìn-siōng,12
前後文意,tsîng-āu-bûn-ì,12
力度記號,li̍k-tōo-kì-hō,12
加法估算,ka-huat-kóo-sǹg,12
加法算式,ka-huat-sǹg-sik,12
加法計算,ka-huat-kè-sǹg,12
加減乘除,ka-kiám-sîng-tî,12
加減估算,ka-kiám-kóo-sǹg,12
動力來源,tōng-li̍k-lâi-guân,12
化學物質,huà-ha̍k-bu̍t-tsit,12
北回歸線,pak-huê-kui-suànn,12
北斗七星,pak-táu-tshit-tshenn,12
北極震盪,pak-ki̍k-tsìn-tōng,12
北管合奏,pak-kuán-ha̍p-tsàu,12
北管陣頭,pak-kuán-tīn-thâu,12
北管音樂,pak-kuán-im-ga̍k,12
十位數字,tsa̍p-uī-sòo-jī,12
十八骰子,si̍p-pat-tâu-á,12
十大建設,tsa̍p-tuā-kiàn-siat,12
十字花科,si̍p-jī-hue-kho,12
十萬分位,tsa̍p-bān-hun-uī,12
千位數字,tshing-uī-sòo-jī,12
升懸半音,sing-kuân-puànn-im,12
升降記號,sing-kàng-kì-hō,12
卑南文化,pi-lâm-bûn-huà,12
卑南遺址,pi-lâm-uî-tsí,12
協調能力,hia̍p-tiâu-lîng-li̍k,12
南回歸線,lâm-huê-kui-suànn,12
南極板塊,lâm-ki̍k-pán-khuài,12
南沙群島,lâm-sua-kûn-tó,12
南管音樂,lâm-kuán-im-ga̍k,12
印度數字,ìn-tōo-sòo-jī,12
印澳板塊,ìn-ò-pán-khuài,12
印象主義,ìn-siōng-tsú-gī,12
卵生動物,luán-sing-tōng-bu̍t,12
原住民族,guân-tsū-bîn-tso̍k,12
原漢衝突,guân-hàn-tshiong-tu̍t,12
原生生物,guân-sing-sing-bu̍t,12
參考書目,tsham-khó-su-bo̍k,12
反共文學,huán-kiōng-bûn-ha̍k,12
反始記號,huán-sí-kì-hō,12
反式脂肪,huán-sik-tsi-hong,12
反應時間,huán-ìng-sî-kan,12
反手發球,huán-tshiú-huat-kiû,12
反桮拍球,huán-pue-phah-kiû,12
反清復明,huán-tshing-ho̍k-bîng,12
古典主義,kóo-tián-tsú-gī,12
古典文學,kóo-tián-bûn-ha̍k,12
古典音樂,kóo-tián-im-ga̍k,12
古早科技,kóo-tsá-kho-ki,12
台江內海,tâi-kang-lāi-hái,12
史前文化,sú-tsiân-bûn-huà,12
史前時代,sú-tsiân-sî-tāi,12
史前時期,sú-tsiân-sî-kî,12
合奏樂器,ha̍p-tsàu-ga̍k-khì,12
同心協力,tông-sim-hia̍p-li̍k,12
同極相斥,tông-ki̍k-sio-thik,12
名勝古蹟,bîng-sìng-kóo-tsik,12
名言佳句,bîng-giân-ka-kù,12
周長公式,tsiu-tn̂g-kong-sik,12
味覺摹寫,bī-kak-bôo-siá,12
呼吸系統,hoo-khip-hē-thóng,12
品德故事,phín-tik-kòo-sū,12
啟蒙教材,khé-bông-kàu-tsâi,12
喙空黏膜,tshuì-khang-liâm-mo̍oh,12
喙齒結石,tshuì-khí-kiat-tsio̍h,12
單位分數,tan-uī-hun-sòo,12
單位換算,tan-uī-uānn-sǹg,12
單位比較,tan-uī-pí-kàu,12
單極mòo-tah,tuann-ki̍k-mòo-tah,12
單親家庭,tan-tshin-ka-tîng,12
嗅覺摹寫,hiù-kak-bôo-siá,12
嘉南大圳,ka-lâm-tuā-tsùn,12
嘉南平原,ka-lâm-pîng-guân,12
嘛會使講,mā-ē-sái-kóng,12
噗版印刷,phok-pán-ìn-suat,12
四个線間,sì-ê-suànn-kan,12
四位小數,sì-uī-sió-sòo,12
四分位數,sì-hun-uī-sòo,12
四分音符,sì-hun-im-hû,12
四則運算,sì-tsik-ūn-suàn,12
四字語詞,sì-jī-gí-sû,12
四捨五入,sì-siá-gōo-ji̍p,12
四跤仔泅,sì-kha-á-siû,12
因數分解,in-sòo-hun-kái,12
固定唱名,kòo-tīng-tshiùnn-miâ,12
國定古蹟,kok-tīng-kóo-tsik,12
國家公園,kok-ka-kong-hn̂g,12
國家語言,kok-ka-gí-giân,12
國民教育,kok-bîn-kàu-io̍k,12
國語家庭,kok-gí-ka-tîng,12
國際公約,kok-tsè-kong-iok,12
國際組織,kok-tsè-tsoo-tsit,12
國際舞台,kok-tsè-bú-tâi,12
國際貿易,kok-tsè-bōo-i̍k,12
圓形周長,înn-hîng-tsiu-tn̂g,12
圓形面積,înn-hîng-bīn-tsik,12
圓箍仔柱,înn-khoo-á-thiāu,12
土地改革,thóo-tē-kái-kik,12
土地運用,thóo-tē-ūn-iōng,12
土地開發,thóo-tē-khai-huat,12
地動規模,tē-tāng-kui-bôo,12
地層塌窩,tē-tsân-lap-o,12
地形景觀,tē-hîng-kíng-kuan,12
地熱發電,tē-jia̍t-huat-tiān,12
地球引力,tē-kiû-ín-li̍k,12
地球暖化,tē-kiû-luán-huà,12
地球自轉,tē-kiû-tsū-tsuán,12
地理位置,tē-lí-uī-tì,12
地理景觀,tē-lí-kíng-kuan,12
地理環境,tē-lí-khuân-kíng,12
地盤夯懸,tē-puânn-giâ-kuân,12
均衡飲食,kin-hîng-ím-si̍t,12
垂直傳染,suî-ti̍t-thuân-jiám,12
埃及花蠓,ai-ki̍p-hue-báng,12
埔里盆地,poo-lí-phûn-tē,12
基督宗教,ki-tok-tsong-kàu,12
塑膠橐仔,sok-ka-lok-á,12
塑膠袋仔,sok-ka-tē-á,12
塑膠製品,sok-ka-tsè-phín,12
塑膠貨幣,sok-ka-huè-pè,12
塗壤液化,thôo-jióng-i̍k-huà,12
塗壤鹽化,thôo-jióng-iâm-huà,12
外溫動物,guā-un-tōng-bu̍t,12
多位小數,to-uī-sió-sòo,12
大地景觀,tāi-tē-kíng-kuan,12
大氣壓力,tāi-khì-ap-li̍k,12
大波斯菊,tuā-pho-su-kiok,12
大狗齒仔,tuā-káu-khí-á,12
大王椰子,tāi-ông-iâ-tsí,12
大約等於,tāi-iok-tíng-î,12
大肚魚仔,tuā-tōo-hî-á,12
大腸桿菌,tuā-tn̂g-kuáinn-khún,12
大都會區,tuā-too-huē-khu,12
大霸尖山,tāi-pà-tsiam-suann,12
天文學家,thian-bûn-ha̍k-ka,12
天氣現象,thinn-khì-hiān-siōng,12
天氣觀測,thinn-khì-kuan-tshik,12
天氣變化,thinn-khì-piàn-huà,12
天氣預報,thinn-khì-ī-pò,12
天然漁港,thian-jiân-hî-káng,12
太平天國,tài-pîng-thian-kok,12
太陽能枋,thài-iông-lîng-pang,12
太陽電池,thài-iông-tiān-tî,12
婚喪喜慶,hun-song-hí-khìng,12
子宮內膜,tsú-kiong-lāi-mo̍oh,12
孢子囊群,pau-tsí-lông-kûn,12
季風氣候,kuì-hong-khì-hāu,12
孵出來,pū--tshut-lâi,12
學習資源,ha̍k-si̍p-tsu-guân,12
孽譎仔話,gia̍t-khiat-á-uē,12
安非他命,an-hui-tha-bīng,12
完全小節,uân-tsuân-sió-tsat,12
完全變態,uân-tsuân-piàn-thài,12
宗教信仰,tsong-kàu-sìn-gióng,12
宗教慶典,tsong-kàu-khìng-tián,12
宗教舞蹈,tsong-kàu-bú-tō,12
官方語言,kuann-hong-gí-giân,12
定期存款,tīng-kî-tsûn-khuán,12
定點投籃,tīng-tiám-tâu-nâ,12
宜蘭平原,gî-lân-pîng-guân,12
客家歌仔,kheh-ka-kua-á,12
家庭倫理,ka-tîng-lûn-lí,12
家庭型態,ka-tîng-hîng-thài,12
家庭計畫,ka-tîng-kè-uē,12
家扶中心,ka-hû-tiong-sim,12
家族聚居,ka-tso̍k-tsū-ki,12
寓言故事,gū-giân-kòo-sū,12
專賣制度,tsuan-bē-tsè-tōo,12
對中掠齊,tuì-tiong-lia̍h-tsê,12
對應頂點,tuì-ìng-tíng-tiám,12
對流作用,tuì-liû-tsok-iōng,12
對話練習,tuì-uē-liān-si̍p,12
小數位數,sió-sòo-uī-sòo,12
小數四則,sió-sòo-sì-tsik,12
小數除法,sió-sòo-tî-huat,12
小蘇打水,sió-soo-tánn-tsuí,12
小調歌曲,sió-tiāu-kua-khik,12
尖喙夾仔,tsiam-tshuì-ngeh-á,12
就地取材,tsiū-tē-tshú-tsâi,12
就業機會,tsiū-gia̍p-ki-huē,12
尺規作圖,tshioh-kui-tsok-tôo,12
屈尺角柱,khut-tshioh-kak-thiāu,12
屏東平原,pîn-tong-pîng-guân,12
屯田政策,tûn-tiân-tsìng-tshik,12
山崙地形,suann-lūn-tē-hîng,12
工作人口,kang-tsok-jîn-kháu,12
工業革命,kang-gia̍p-kik-bīng,12
左狹右闊,tsó-e̍h-iū-khuah,12
左闊右狹,tsó-khuah-iū-e̍h,12
市場需求,tshī-tiûnn-su-kiû,12
希臘正教,hi-lia̍p-tsìng-kàu,12
希臘神話,hi-lia̍p-sîn-uē,12
平均氣溫,pîng-kin-khì-un,12
平均溫度,pîng-kin-un-tōo,12
平均速率,pîng-kin-sok-lu̍t,12
平方公分,pîng-hong-kong-hun,12
平方公寸,pîng-hong-kong-tshùn,12
平方公里,pîng-hong-kong-lí,12
平方厘米,pîng-hong-lî-bí,12
平方毫米,pîng-hong-hô-bí,12
平板電腦,pênn-pán-tiān-náu,12
平版印刷,pênn-pán-ìn-suat,12
平行現象,pîng-hîng-hiān-siōng,12
平面圖形,pênn-bīn-tôo-hîng,12
幼年人口,iù-liân-jîn-kháu,12
幼調節輪,iù-tiâu-tsiat-lûn,12
幾何圖形,kí-hô-tôo-hîng,12
幾分之幾,kuí-hun-tsi-kuí,12
幾點幾分,kuí-tiám-kuí-hun,12
弧形島嶼,hôo-hîng-tó-sū,12
彈性限度,tân-sìng-hān-tōo,12
循環小數,sûn-khuân-sió-sòo,12
心肺功能,sim-hì-kong-lîng,12
心肺耐力,sim-hì-nāi-li̍k,12
心肺適能,sim-hì-sik-lîng,12
快速道路,khuài-sok-tō-lōo,12
急性肝炎,kip-sìng-kuann-iām,12
性hoo-lú-bóng,sìng-hoo-lú-bóng,12
性別偏見,sìng-pia̍t-phian-kiàn,12
性別平等,sìng-pia̍t-pîng-tíng,12
性別歧視,sìng-pia̍t-kî-sī,12
性命禮俗,sènn-miā-lé-sio̍k,12
恆春半島,hîng-tshun-puànn-tó,12
恆溫動物,hîng-un-tōng-bu̍t,12
恐龍化石,khióng-liông-huà-tsio̍h,12
意義段落,ì-gī-tuānn-lo̍h,12
感化教育,kám-huà-kàu-io̍k,12
慈善團體,tsû-siān-thuân-thé,12
慈善機構,tsû-siān-ki-kòo,12
應變變因,ìng-piàn-piàn-in,12
懸手傳球,kuân-tshiú-thuân-kiû,12
懸手托球,kuân-tshiú-thuh-kiû,12
懸浮微粒,hiân-hû-bî-lia̍p,12
懸音木琴,kuân-im-bo̍k-khîm,12
懸音笛仔,kuân-im-ta̍t-á,12
懸音譜號,kuân-im-phóo-hō,12
成語典故,sîng-gí-tián-kòo,12
成長環境,sîng-tióng-khuân-kíng,12
戒嚴時期,kài-giâm-sî-kî,12
戰後初期,tsiàn-āu-tshoo-kî,12
戰後臺灣,tsiàn-āu-tâi-uân,12
戶口名簿,hōo-kháu-miâ-phōo,12
戶口普查,hōo-kháu-phóo-tsa,12
扇形周長,sìnn-hîng-tsiu-tn̂g,12
扇形弧長,sìnn-hîng-hôo-tn̂g,12
扇形面積,sìnn-hîng-bīn-tsik,12
手曲關節,tshiú-khiau-kuan-tsat,12
扮公伙仔,pān-kong-hué-á,12
抗日運動,khòng-ji̍t-ūn-tōng,12
折衷家庭,tsiat-thiong-ka-tîng,12
拍獵掠魚,phah-la̍h-lia̍h-hî,12
拍鑼拍鼓,phah-lô-phah-kóo,12
拗射現象,áu-siā-hiān-siōng,12
指事符號,tsí-sū-hû-hō,12
挨絃樂器,e-hiân-ga̍k-khì,12
捲螺仔風,kńg-lê-á-hong,12
捷運系統,tsia̍t-ūn-hē-thóng,12
掠蟲網仔,lia̍h-thâng-bāng-á,12
控制變因,khòng-tsè-piàn-in,12
搖擺鐘仔,iô-pái-tsing-á,12
操縱變因,tshau-tsiòng-piàn-in,12
政府單位,tsìng-hú-tan-uī,12
政府機構,tsìng-hú-ki-kòo,12
政黨輪替,tsìng-tóng-lûn-thè,12
敘寫方式,sū-siá-hong-sik,12
教育程度,kàu-io̍k-thîng-tōo,12
數位觀星,sòo-uī-kuan-tshenn,12
文化產業,bûn-huà-sán-gia̍p,12
文化融合,bûn-huà-iông-ha̍p,12
文化遺產,bûn-huà-uî-sán,12
文史協會,bûn-sú-hia̍p-huē,12
文字編輯,bûn-jī-pian-tsi̍p,12
文學體裁,bûn-ha̍k-thé-tshâi,12
文藝復興,bûn-gē-ho̍k-hing,12
斜對角線,tshua̍h-tuì-kak-suànn,12
新型流感,sin-hîng-liû-kám,12
新式教育,sin-sik-kàu-io̍k,12
新陳代謝,sin-tîn-tāi-siā,12
族群械鬥,tso̍k-kûn-hāi-tàu,12
日夜變化,ji̍t-iā-piàn-huà,12
日本腦炎,ji̍t-pún-náu-iām,12
日治時代,ji̍t-tī-sî-tāi,12
明鄭時期,bîng-tēnn-sî-kî,12
時間換算,sî-kan-uānn-sǹg,12
最簡分數,tsuè-kán-hun-sòo,12
月經週期,gue̍h-king-tsiu-kî,12
有效日期,iú-hāu-ji̍t-kî,12
有機堆肥,iú-ki-tui-puî,12
有機農業,iú-ki-lông-gia̍p,12
有氧舞蹈,iú-ióng-bú-tō,12
有氧運動,iú-ióng-ūn-tōng,12
有氧適能,iú-ióng-sik-lîng,12
服裝儀容,ho̍k-tsong-gî-iông,12
木刻板畫,bo̍k-khik-pán-uē,12
木刻版畫,bo̍k-khik-pán-uē,12
木管樂器,bo̍k-kuán-ga̍k-khì,12
木雕神像,bo̍k-tiau-sîn-siōng,12
本位記號,pún-uī-kì-hō,12
本土語言,pún-thóo-gí-giân,12
東亞地區,tang-a-tē-khu,12
東亞島弧,tang-a-tó-hôo,12
東北季風,tang-pak-kuì-hong,12
東沙群島,tang-sua-kûn-tó,12
林口臺地,nâ-kháu-tâi-tē,12
校園安全,hāu-hn̂g-an-tsuân,12
校園霸凌,hāu-hn̂g-pà-lîng,12
植物學家,si̍t-bu̍t-ha̍k-ka,12
槓桿原理,kǹg-kuáinn-guân-lí,12
次女高音,tshù-lú-ko-im,12
歐亞板塊,au-a-pán-khuài,12
歐洲聯盟,au-tsiu-liân-bîng,12
歕管樂器,pûn-kuán-ga̍k-khì,12
正三角形,tsiànn-sann-kak-hîng,12
正五邊形,tsiànn-gōo-pinn-hîng,12
正六邊形,tsiànn-la̍k-pinn-hîng,12
正四角形,tsiànn-sì-kak-hîng,12
正四角柱,tsiànn-sì-kak-thiāu,12
正多邊形,tsiànn-to-pinn-hîng,12
正桮拍球,tsiànn-pue-phah-kiû,12
正比關係,tsìng-pí-kuan-hē,12
正身護龍,tsiànn-sin-hōo-lîng,12
歷史故事,li̍k-sú-kòo-sū,12
殖民文化,si̍t-bîn-bûn-huà,12
殖民統治,si̍t-bîn-thóng-tī,12
殖民經濟,si̍t-bîn-king-tsè,12
段落大意,tuānn-lo̍h-tāi-ì,12
段落意義,tuānn-lo̍h-ì-gī,12
毛細現象,môo-sè-hiān-siōng,12
民主國家,bîn-tsú-kok-ka,12
民主政治,bîn-tsú-tsìng-tī,12
民主社會,bîn-tsú-siā-huē,12
民俗技藝,bîn-sio̍k-ki-gē,12
民俗文物,bîn-sio̍k-bûn-bu̍t,12
民俗藝品,bîn-sio̍k-gē-phín,12
民俗藝陣,bîn-siok-gē-tīn,12
民意代表,bîn-ì-tāi-piáu,12
民意機關,bîn-ì-ki-kuan,12
民族舞蹈,bîn-tso̍k-bú-tō,12
民生用水,bîn-sing-iōng-tsuí,12
民間信仰,bîn-kan-sìn-gióng,12
民間團體,bîn-kan-thuân-thé,12
民間歌謠,bîn-kan-kua-iâu,12
民間組織,bîn-kan-tsoo-tsit,12
民間說唱,bîn-kan-suat-tshiùnn,12
氣候型態,khì-hāu-hîng-thài,12
氣候變遷,khì-hāu-piàn-tshian,12
氣象報告,khì-siōng-pò-kò,12
氣象專家,khì-siōng-tsuan-ka,12
氣象衛星,khì-siōng-uē-tshenn,12
氣象觀測,khì-siōng-kuan-tshik,12
氣象預報,khì-siōng-ī-pò,12
氣體中毒,khì-thé-tiòng-to̍k,12
氫氧離子,khing-ióng-lî-tsú,12
水上救生,tsuí-siōng-kiù-sing,12
水中自救,tsuí-tiong-tsū-kiù,12
水利工程,tsuí-lī-kang-tîng,12
水力發電,tsuí-li̍k-huat-tiān,12
水生動物,tsuí-sing-tōng-bu̍t,12
水生植物,tsuí-sing-si̍t-bu̍t,12
水生生物,tsuí-sing-sing-bu̍t,12
水紅仔色,tsuí-âng-á-sik,12
水銀電池,tsuí-gîn-tiān-tî,12
永續環境,íng-sio̍k-khuân-kíng,12
永續經營,íng-sio̍k-king-îng,12
求偶行為,kiû-ngóo-hîng-uî,12
沖積平原,tshiâng-tsik-pîng-guân,12
沙埔排球,sua-poo-pâi-kiû,12
河川流量,hô-tshuan-liû-liōng,12
治臺政策,tī-tâi-tsìng-tshik,12
泉郊會館,tsuân-kau-huē-kuán,12
注音符號,tsù-im-hû-hō,12
注音輸入,tsù-im-su-ji̍p,12
注預防射,tsù-ī-hông-siā,12
流行文化,liû-hîng-bûn-huà,12
海口,hái-kháu,12
海底溫泉,hái-té-un-tsuânn,12
海底火山,hái-té-hué-suann,12
海拔懸度,hái-pua̍t-kuân-tōo,12
海洋資源,hái-iûnn-tsu-guân,12
海蝕平台,hái-si̍t-pênn-tâi,12
消化器官,siau-huà-khì-kuan,12
消費行為,siau-huì-hîng-uî,12
混合計算,hūn-ha̍p-kè-sǹg,12
清朝時期,tshing-tiâu-sî-kî,12
清水斷崖,tshing-tsuí-tuān-gâi,12
清法戰爭,tshing-huat-tsiàn-tsing,12
減法估算,kiám-huat-kóo-sǹg,12
減法算式,kiám-huat-sǹg-sik,12
減法計算,kiám-huat-kè-sǹg,12
