hanzi,tl,frequency
年畫刻板,nî-uē-khik-pán,12
彩繪化色,tshái-uē-huà-sik,12
戮空的,lak-khang--ê,12
手環模仔,tshiú-khuân-bôo-á,12
抾光剾刀,khioh-kng-khau-to,12
拌料機仔,puānn-liāu-ki-á,12
挲線枋仔,so-suànn-pang-á,12
掃梳笒仔,sàu-se-gím-á,12
搭架剪仔,tah-kè-tsián-á,12
摃手指跤,kòng-tshiú-tsí-kha,12
春壽香筒,tshun-siū-hiunn-tâng,12
木苧仔麻,bo̍k-tē-á-muâ,12
果子粒仔,kué-tsí-lia̍p-á,12
栽目睭毛,tsai-ba̍k-tsiu-moo,12
桌跤蛰仔,toh-kha-tinn-á,12
樹奶桮仔,tshiū-ling-pue-á,12
水波山頭,tsuí-pho-suann-thâu,12
汽水籃仔,khì-tsuí-nâ-á,12
海綿砂碖,hái-mî-sua-lún,12
漆釉的筆,tshat-iu ê pit,12
煙腸頭毛,ian-tshiâng-thâu-moo,12
牛角掛屏,gû-kak-kuà-pîn,12
牽線柴仔,khan-suànn-tshâ-á,12
狗母鍋仔,káu-bó-ue-á,12
玻璃模仔,po-lê-bôo-á,12
玻璃甕仔,po-lê-àng-á,12
玻璃粉仔,po-lê-hún-á,12
玻璃粒仔,po-lê-lia̍p-á,12
玻璃𣁳仔,po-lê-khat-á,12
生毛柿仔,senn-moo-khī-á,12
生頭發尾,senn-thâu-huat-bué,12
畫布花仔,uē-pòo-hue-á,12
白糊固定,pe̍h-kôo kòo-tīng,12
相思仔樹,siunn-si-á-tshiū,12
石仔秤錘,tsio̍h ê tshìn-thuî,12
石仔香爐,tsio̍h ê hiunn-lôo,12
石膏機仔,tsio̍h-ko-ki-á,12
福在眼前,hok-tsāi-gán-tsîng,12
竹仔屏風,tik-á pîn-hong,12
竹仔枕頭,tik-á-tsím-thâu,12
竹管仔飯,tik-kóng-á-pn̄g,12
竹編花籃,tik-pinn hue-nâ,12
管頭鋏仔,kóng-thâu-giap-á,12
籤尾刀仔,tshiam-bué-to-á,12
粗胚鑿仔,tshoo-phue-tsha̍k-á,12
細支鉸刀,sè-ki-ka-to,12
綠釉夜壺,lik-iu-iā-hôo,12
線板鋸仔,suànn-pán-kì-á,12
線條鋏仔,suànn-tiâu-giap-á,12
練塗機仔,liān-thôo-ki-á,12
縛冬瓜箍,pa̍k-tang-kue-khoo,12
纏鍊仔目,tînn-liān-á-ba̍k,12
胭脂樹仔,ian-tsi-tshiū-á,12
脫胎漆器,thuat-thai-tshat-khì,12
自動鉛筆,tsū-tōng-iân-pit,12
臺灣杜鵑,tâi-uân-tōo-kuan,12
臺灣松梧,tâi-uân siông-ngôo,12
臺灣玉仔,tâi-uân-gi̍k-á,12
臺灣赤楊,tâi-uân-tshik-iông,12
臺灣鋸仔,tâi-uân-kù-á,12
花鳥走獸,hue-tsiáu-tsáu-siù,12
茶米黜仔,tê-bí-thuh-á,12
草仔花窗,tshó-á-hue-thang,12
葫蘆鎚仔,hôo-lôo-thuî-á,12
螭虎屈篆,tshi-hóo khut-tuān,12
豆腐角仔,tāu-hū-kak-á,12
豬油甕仔,ti-iû-àng-á,12
越南松梧,ua̍t-lâm siông-ngôo,12
辦桌湯盤,pān-toh-thng-puânn,12
連堵剾仔,liân-tóo-khau-á,12
連座硬身,liân-tsō ngē-sin,12
連鏡批筒,liân-kiànn-phue-tháng,12
選竹篾仔,suán-tik-bi̍h-á,12
醬菜甕仔,tsiùnn-tshài-àng-á,12
金箔仔紙,kim-po̍h-á-tsuá,12
金銀箔紙,kim-gîn-po̍h-tsuá,12
鉛筆盒仔,iân-pit-a̍p-á,12
鉸刀剪仔,ka-to-tsián-á,12
鉸鍊仔機,ka-liān-á-ki,12
銀花矸仔,gîn-hue-kan-á,12
鋸鍊仔目,kù-liān-á-ba̍k,12
鑿人字甲,tsha̍k-jîn-jī-kah,12
雞鵤仔車,ke-kak-á-tshia,12
電子磅仔,tiān-tsú-pōng-á,12
電解機仔,tiān-kái-ki-á,12
面桶架仔,bīn-tháng-kè-á,12
頭毛捋仔,thâu-moo-lua̍h-á,12
食飯桌仔,tsia̍h-pn̄g-toh-á,12
香港秤仔,hiong-káng-tshìn-á,12
香蕉剾刀,kim-tsio-khau-to,12
魚鱗片仔,hî-lân-phìnn-á,12
麻姑獻壽,mâ-koo hiàn-siū,12
黃金染料,n̂g-kim-ní-liāu,12
點火的,tiám-hué--ê,12
茄苳,ka-tang,11
帽仔,bō-á,10
手巾仔,tshiú-kin-á,10
手指,tshiú-tsí,10
摃槌仔,kòng-thuî-á,10
斧頭,póo-thâu,10
時鐘,sî-tsing,10
椅條,í-liâu,10
楓仔樹,png-á-tshiū,10
湯匙,thng-sî,10
烏枋,oo-pang,10
烘爐,hang-lôo,10
玉蘭,gio̍k-lân,10
玫瑰,muî-kuì,10
番仔火,huan-á-hué,10
皮鞋,phuê-ê,10
真珠,tsin-tsu,10
秤仔,tshìn-á,10
草鞋,tsháu-ê,10
菜刀,tshài-to,10
鉸刀,ka-to,10
鋸仔,kì-á,10
鐵線,thih-suànn,10
枇杷,gî-pê,2
楊梅,iûnn-muî,2
剪絨,tsián-jiông,1
太師椅,thài-su-í,1
暗號,àm-hō,1
水族,tsuí-tso̍k,1
水晶,tsuí-tsinn,1
洞簫,tōng-siau,1
火炭,hué-thuànn,1
牌匾,pâi-pián,1
牡丹,bóo-tan,1
甕仔,àng-á,1
石榴,tsio̍h-liû,1
石獅,tsio̍h-sai,1
磅子,pōng-tsí,1
秤錘,tshìn-thuî,1
算盤,sǹg-puânn,1
米酒,bí-tsiú,1
糊仔,kôo-á,1
翼股,si̍t-kóo,1
葫蘆,hôo-lôo,1
葵扇,khuê-sìnn,1
薯榔,tsû-nn̂g,1
蝴蝶,ôo-tia̍p,1
雞籠,ke-lang,1
風調雨順,hong-tiâu-ú-sūn,1
飯匙,pn̄g-sî,1
飯篱,pn̄g-lē,1
鹿仔,lo̍k-á,1
麒麟,kî-lîn,1
麥芽膏,be̍h-gê-ko,1
麻布,muâ-pòo,1
𥴊壺仔,kám-ôo-á,1
