hanzi,tl,frequency
厚 tshì-sìr,kāu tshì-sìr,16
厚 tshì-sù,kāu tshì-sù,16
厚喙脣,kāu tshuì-tûn,16
厚藻鹽,kāu-tsó-iâm,16
原始碼,guân-sí-bé,16
去角質,khì kak-tsit,16
反曲弓,huán-khiok king,16
古銅粉,kóo-tâng-hún,16
叨撚批,lo-lián-phue,16
可可仔,khoo-khóo-ah,16
可樂餅,khó-lo̍k-piánn,16
可蘭經,khó-lân-king,16
可麗露,khó-lē-lōo,16
台積電,tâi-tsik-tiān,16
右打者,iū-tánn-tsiá,16
合氣道,ha̍p-khì-tō,16
吉娃娃,tshi-uá-uah,16
吊熨機,tiàu-ut-ki,16
吐血鯃,thòo-hueh-ngôo,16
吐血鯃,thòo-huih-ngôo,16
向量圖,hiòng-liōng-tôo,16
和肉佮,hām-bah-kah,16
和風醬,hô-hong-tsiùnn,16
咖啡因,ka-pi-in,16
咖啡磚,ka-pi-tsng,16
哈士奇,ha-sū-kî,16
哈密瓜,ha-bi̍t-kue,16
哈巴狗,ha-pa-káu,16
喙䫌骨,tshuì-phué-kut,16
喙脣彩,tshuì-tûn-tshái,16
喙脣痕,tshuì-tûn-hûn,16
喙脣膏,tshuì-tûn-ko,16
喙脣膜,tshuì-tûn-mo̍oh,16
喙脣蜜,tshuì-tûn-bi̍t,16
單選鈕,tan-suán-liú,16
噗仔紙,phok-á-tsuá,16
噴射球,phùn-siā-kiû,16
四䆀球,sì-bái-kiû,16
團體賽,thuân-thé-sài,16
坦笑泅,thán-tshiò-siû,16
執行緒,tsip-hîng-sī,16
執行緒,tsip-hîng-sū,16
塔利班,thah-lī-pan,16
塔塔醬,thah-thah-tsiùnn,16
塗豆醬,thôo-tāu-tsiùnn,16
壓炒房,ah tshá-pâng,16
壓縮檔,ap-sok-tòng,16
壓縮檔,ap-sok-tóng,16
壘打數,luí-tánn-sòo,16
外役監,guā-i̍k-kann,16
外角球,guā-kak-kiû,16
外野手,guā-iá-tshiú,16
多壘打,to-luí-tánn,16
多巴胺,to-pa-an,16
多選框,to-suán-khing,16
夜光粉,iā-kng-hún,16
大人齒,tuā-lâng-khí,16
大使館,tāi-sài-kuán,16
大數據,tuā sòo-kì,16
大數據,tuā sòo-kù,16
大水雨,tuā-tsuí-hōo,16
大粒攄,tuā-lia̍p-lu,16
大頭貼,tuā-thâu-tah,16
大骨湯,tuā-kut-thng,16
大麥町,tuā-be̍h-ting,16
天然氣,thian-jiân-khì,16
天然氣,thian-liân-khì,16
天然痘,thian-jiân-tōo,16
天然痘,thian-liân-tōo,16
太極劍,thài-ki̍k-kiàm,16
太極拳,thài-ki̍k-kûn,16
夯石碾,giâ-tsio̍h-lián,16
失分率,sit-hun-lu̍t,16
失智症,sit-tì-tsìng,16
奢華品,tshia-hua-phín,16
好球區,hó-kiû-khu,16
好立克,hó-li̍p-khik,16
妝前乳,tsong-tsîng-jú,16
妝前乳,tsong-tsîng-lú,16
妥瑞症,thò-suī-tsìng,16
婚外情,hun-guā-tsîng,16
嬰仔油,enn-á-iû,16
嬰仔油,inn-á-iû,16
孤跤跍,koo-kha-khû,16
守護神,siú-hōo-sîn,16
守門員,siú-mn̂g-uân,16
宮城縣,kiong-siânn-kuān,16
導覽列,tō-lám-lia̍t,16
小三通,sió-sam-thong,16
小便球,sió-piān-kiû,16
小耳症,sió-hīnn-tsìng,16
少子化,siáu-tsú-huà,16
尪仔粉,ang-á-hún,16
尻川捒,kha-tshng-sak,16
尻脊肌,kha-tsiah-ki,16
尾番箠,bué-huan-tshuê,16
尾番箠,bé-huan-tshê,16
展好額,tián-hó-gia̍h,16
崁名者,khàm-miâ-tsiá,16
崁斑筅,khàm-pan-tshíng,16
崁斑膏,khàm-pan-ko,16
巡洋艦,sûn-iûnn-lām,16
工具人,kang-kū-jîn,16
工具列,kang-khū-lia̍t,16
工具列,kang-kū-lia̍t,16
工課場,khang-khuè-tiûnn,16
左打者,tsó-tánn-tsiá,16
巧固球,khá-kòo-kiû,16
巨集齒,kī-tsi̍p-khí,16
巨集齒,kū-tsi̍p-khí,16
布朗尼,pu-láu-nih,16
布林值,pòo-lîm-ta̍t,16
布篷厝,pòo-phâng-tshù,16
帶風向,tài-hong-hiòng,16
平衡木,pîng-hîng-bo̍k,16
平頭筅,pênn-thâu-tshíng,16
平頭筅,pînn-thâu-tshíng,16
幹細胞,kàn-suè-pau,16
幹細胞,kàn-sè-pau,16
庫德族,khòo-tik-tso̍k,16
弄貓枝,lāng-niau-ki,16
弓咧,king--leh,16
弓箭步,king-tsìnn-pōo,16
弓箭步,kiong-tsìnn-pōo,16
引路人,ín-lōo-lâng,16
彭博社,phênn-phok-siā,16
彭博社,phînn-phok-siā,16
後壁番,āu-piah-huan,16
後旋踢,āu-suân-that,16
後遺症,āu-uî-tsìng,16
得分點,tit-hun-tiám,16
得點圈,tit-tiám-khuan,16
復活節,ho̍k-ua̍h-tseh,16
復活節,ho̍k-ua̍h-tsueh,16
循環杯,sûn-khuân-pue,16
微波爐,bî-pho-lôo,16
心絲蟲,sim-si-thâng,16
心輔狗,sim-hú-káu,16
快時尚,khuài-sî-siōng,16
快速球,khuài-sok-kiû,16
快速齒,khuài-sok-khí,16
性騷擾,sìng-so-jiáu,16
憂鬱症,iu-ut-tsìng,16
懸低槓,kuân-kē-kǹg,16
戮銃術,lak-tshìng-su̍t,16
扇形筅,sìnn-hîng-tshíng,16
手摵杯,tshiú-tshi̍k-pue,16
手摵茶,tshiú-tshi̍k-tê,16
手肚仁,tshiú-tóo-jîn,16
手肚仁,tshiú-tóo-lîn,16
打擊率,tánn-kik-lu̍t,16
打擊者,tánn-kik-tsiá,16
投球數,tâu-kiû-sòo,16
抗力肌,khòng-li̍k-ki,16
抗𤶃仔,khòng thiāu-á,16
抹粉底,buah hún-té,16
抾面筅,khioh-bīn-tshíng,16
拋電龜,pha-tiān-ku,16
拍光條,phah-kng-tiâu,16
拍光盤,phah-kng-puânn,16
拍光筅,phah-kng-tshíng,16
拍光粉,phah-kng-hún,16
拍光膏,phah-kng-ko,16
拍卵器,phah-nn̄g-khì,16
拍底乳,phah-tué-lú,16
拍底乳,phah-té-jú,16
拍拚衝,phah-piànn-tshiong,16
拍掛走,phah-kuà-tsáu,16
拍暗影,phah-àm-iánn,16
拍粉底,phah hún-té,16
拔大索,pue̍h-tuā-soh,16
拚勢衝,piànn-sè-tshiong,16
拚勢衝,piànn-sì-tshiong,16
挖人才,óo jîn-tsâi,16
挖人才,óo lîn-tsâi,16
挾的,gia̍p--ê,16
捋仔田,lua̍h-á-tshân,16
捘卵機,tsūn-nn̄g-ki,16
捲螺筅,kńg-lê-tshíng,16
捽槌仔,sut-thuî-á,16
掌心球,tsiáng-sim-kiû,16
排名賽,pâi-miâ-sài,16
掠篙泅,lia̍h-ko-siû,16
掠龍椅,lia̍h-lîng-í,16
接骨木,tsiap-kut-bo̍k,16
揀色器,kíng-sik-khì,16
提示詞,thê-sī-sû,16
揤兩下,tshi̍h-nn̄g-ē,16
揮空率,hui-khong-lu̍t,16
揹仔客,phāinn-á-kheh,16
搖滾樂,iô-kún-ga̍k,16
搜救狗,soo-kiù-káu,16
搜索票,soo-sik-phiò,16
搝大索,khiú-tuā-soh,16
摖板球,tshè-pán-kiû,16
摧死,tshui--sí,16
擉著人,tia̍k-tio̍h-lâng,16
擋老化,tòng-nóo-huà,16
攑頭痕,gia̍h-thâu-hûn,16
放予爛,pàng hōo nuā,16
放送器,hòng-sàng-khì,16
敆餡餅,kap-ānn-piánn,16
散熱器,sàn-jia̍t-khì,16
散熱器,sàn-lia̍t-khì,16
散赤線,sàn-tshiah-suànn,16
敧枋牚,khi-pang-thènn,16
敧枋牚,khi-pang-thìnn,16
斑芝花,pan-tsi-hue,16
新娘衫,sin-niû-sann,16
方塊酥,hong-tè-soo,16
日系妝,ji̍t-hē-tsong,16
日系妝,li̍t-hē-tsong,16
早晝頓,tsá-tàu-tǹg,16
明太子,bîng-thài-tsí,16
明太子,mê-thài-khòo,16
普洱茶,phóo-ní-tê,16
暗擊手,àm-kik-tshiú,16
暗擊銃,àm-kik-tshìng,16
曲棍球,khiok-kùn-kiû,16
木棉花,bo̍k-mî-hue,16
杏仁凍,hīng-jîn-tàng,16
杏仁凍,hīng-lîn-tàng,16
杏仁粉,hīng-jîn-hún,16
杏仁粉,hīng-lîn-hún,16
杜賓狗,tōo-pin-káu,16
枋仔牚,pang-á-thènn,16
枋仔牚,pang-á-thìnn,16
果子乾,kué-tsí-kuann,16
果子乾,ké-tsí-kuann,16
果汁機,kó-tsiap-ki,16
染目眉,ní ba̍k-bâi,16
染眉膏,ní-bâi-ko,16
染脣液,ní-tûn-i̍k,16
柔軟度,jiû-luán-tōo,16
柔軟度,jiû-nńg-tōo,16
柔軟度,liû-luán-tōo,16
柔軟度,liû-nńg-tōo,16
柴角仔,tshâ-kak-á,16
核分裂,hi̍k-hun-lia̍t,16
核融合,hi̍k-iông-ha̍p,16
格式化,keh-sik-huà,16
框線色,khing-suànn-sik,16
梳妝台,se-tsng-tâi,16
梳妝台,sue-tsng-tâi,16
梳妝鏡,se-tsng-kiànn,16
梳妝鏡,sue-tsng-kiànn,16
棉仔糖,mî-á-thn̂g,16
椒麻雞,tsio-bâ-ke,16
椒麻雞,tsio-bâ-kue,16
椰子奶,iâ-tsí-ling,16
椰子奶,iâ-tsí-ni,16
榴彈炮,liû-tuânn-phàu,16
橄欖球,kan-ná-kiû,16
機械舞,ki-hāi-bú,16
橫掃球,huâinn-sàu-kiû,16
檸檬塔,lê-bóng-thah,16
歐美妝,au-bí-tsong,16
正線審,tsiànn-suànn-sím,16
歹牢胎,pháinn-tiâu-the,16
殘壘率,tsân-luí-lu̍t,16
氣糋鍋,khì-tsìnn-ko,16
水流屍,tsuí-lâu-si,16
水浸粿,tsuí-tsìm-kué,16
水煎包,tsuí-tsian-pau,16
水粉膏,tsuí-hún-ko,16
水粉餅,tsuí-hún-piánn,16
水雞泅,tsuí-ke-siû,16
沉浸式,tîm-tsìm-sik,16
沙沙醬,sa-sa-tsiùnn,16
沙皮狗,sua-phuê-káu,16
沙皮狗,sua-phê-káu,16
沙礫岩,sua-li̍k-gâm,16
油壓剪,iû-ap-tsián,16
沿岸流,iân-huānn-lâu,16
泅水池,siû-tsuí-tî,16
泅水鏡,siû-tsuí-kiànn,16
泉裕泰,tsuânn jū-thài,16
泉裕泰,tsuânn lū-thài,16
泔模粿,ám-bôo-kué,16
泔模粿,ám-bôo-ké,16
法令痕,huat-līng-hûn,16
洋刺波,iûnn-tshì-pho,16
洋芳瓜,iûnn-phang-kue,16
洗面乳,sé-bīn-jú,16
海山醬,hái-san-tsiùnn,16
海洛因,hái-lo̍k-in,16
海綿筅,hái-mî-tshíng,16
海豬泅,hái-ti-siû,16
消磨量,siau-môo-liōng,16
淘汰賽,tô-thài sài,16
游擊手,iû-kik-tshiú,16
游擊隊,iû-kik-tuī,16
游泳池,iû-íng-tî,16
游泳衫,iû-íng-sann,16
游泳鏡,iû-íng-kiànn,16
準決賽,tsún-kuat-sài,16
滅火器,bia̍t-hué-khì,16
滅火器,bia̍t-hé-khì,16
滑曲球,ku̍t-khiau-kiû,16
滯洪池,tī-hông-tî,16
滾飛比,kún-hui-pí,16
漏去,lāu--khì,16
演算法,ián-suàn-huat,16
漚查埔,àu-tsa-poo,16
漩尿球,suān-jiō-kiû,16
漸層色,tsiām-tsân-sik,16
潛艇堡,tsiâm-thíng-pó,16
激外外,kik-guā-guā,16
瀏覽器,liû-lám-khì,16
火燒山,hué sio suann,16
火燒山,hé sio suann,16
火薰妝,hué-hun-tsong,16
火薰妝,hé-hun-tsong,16
火龍果,hé-lîng-kó,16
烏咖啡,oo-ka-pi,16
烏目眉,oo-ba̍k-bâ,16
烏目箍,oo-ba̍k-khoo,16
烏秫米,oo-tsu̍t-bí,16
烏糙米,oo-tshò-bí,16
烏胡椒,oo-hôo-tsio,16
烏鶖目,oo-tshiu-ba̍k,16
烘箱紙,hang-siunn-tsuá,16
焚化爐,hûn-huà-lôo,16
無人機,bô-lâng-ki,16
無人機,bû-jîn-ki,16
無人機,bû-lîn-ki,16
無承著,bô sîn tio̍h,16
無花果,bû-hua-kó,16
無重巡,bô tîng-sûn,16
焦慮症,tsiau-lī-tsìng,16
焦慮症,tsiau-lū-tsìng,16
煙腸狗,ian-tshiân-káu,16
煙腸狗,ian-tshiâng-káu,16
熨錫筆,ut-siah-pit,16
熱氣球,jia̍t-khì-kiû,16
熱氣球,lia̍t-khì-kiû,16
燃料棒,jiân-liāu-pāng,16
燃料棒,liân-liāu-pāng,16
燕麥奶,iàn-be̍h-ling,16
燕麥奶,iàn-be̍h-ni,16
爆發力,po̍k-huat-li̍k,16
爵士樂,tsiok-sū-ga̍k,16
牚篙跳,thènn-ko-thiàu,16
牚篙跳,thìnn-ko-thiàu,16
牛奶凍,gû-ling-tàng,16
牛奶凍,gû-ni-tàng,16
牛奶泡,gû-ling-phàu,16
牛奶泡,gû-ni-phàu,16
牛奶膏,gû-ling-ko,16
牛奶膏,gû-ni-ko,16
牛奶酥,gû-ling-soo,16
牛奶酥,gû-ni-soo,16
牛奶霜,gû-ling-song,16
牛奶霜,gû-ni-song,16
牛腱子,gû kiàn-tsí,16
牛角麭,gû-kak-pháng,16
牛頭狗,gû-thâu-káu,16
物聯網,bu̍t-liân-bāng,16
猛打賞,bíng-tánn-siúnn,16
猴頭果,kâu-thâu-kó,16
獅仔狗,sai-á-káu,16
瑞士捲,suī-sū-kńg,16
瑞樂沙,suī-lo̍k-sua,16
瑪德蓮,má-tik-liân,16
甕底油,àng-té-iû,16
甜箍仔,tinn-khoo-á,16
甜薟醬,tinn-hiam-tsiùnn,16
甜蜜點,tinn-bi̍t-tiám,16
生成式,sing-sîng-sik,16
生湠地,senn-thuànn-tē,16
生湠地,sinn-thuànn-tuē,16
界內球,kài-lāi-kiû,16
界外球,kài-guā-kiû,16
番薯球,han-tsî-kiû,16
番薯球,han-tsû-kiû,16
番麥枝,huan-be̍h-ki,16
畫圖板,uē-tôo-pán,16
畫圖板,uī-tôo-pán,16
畫鼻影,uē-phīnn-iánn,16
痟牛症,siáu-gû-tsìng,16
痟狗病,siáu-káu-pēnn,16
痟狗病,siáu-káu-pīnn,16
痟鹿症,siáu-lo̍k-tsìng,16
發球權,huat-kiû-khuân,16
發球權,huat-kiû-kuân,16
益生菌,ik-sing-khún,16
盜本壘,tō-pún-luí,16
監視器,kàm-sī-khì,16
目墘線,ba̍k-kînn-suànn,16
目尾痕,ba̍k-bué-hûn,16
目尾痕,ba̍k-bé-hûn,16
目屎溝,ba̍k-sái-kau,16
目彩盤,ba̍k-tshái-puânn,16
目彩筅,ba̍k-tshái-tshíng,16
目眉筅,ba̍k-bâi-tshíng,16
目眉筆,ba̍k-bâi-pit,16
目眉粉,ba̍k-bâi-hún,16
目眉膠,ba̍k-bâi-ka,16
目睭頭,ba̍k-tsiu-thâu,16
直排輪,ti̍t-pâi-lián,16
直的,ti̍t--ê,16
真假值,tsin-ké-ta̍t,16
眼影盤,gán-iánn-puânn,16
眼影筅,gán-iánn-tshíng,16
碳跤跡,thuànn-kha-jiah,16
碳跤跡,thuànn-kha-liah,16
確認框,khak-jīn-khing,16
確認框,khak-līn-khing,16
神波刀,sîn-pho-to,16
禽流感,khîm-liû-kám,16
禽鳥類,khîm-tsiáu-luī,16
秋田狗,tshiu-tiân-káu,16
穆斯林,bo̍k-su-lîm,16
積分賽,tsik-hun sài,16
空心球,khang-sim-kiû,16
空心磚,khang-sim-tsng,16
空手道,khang-tshiú-tō,16
窯烘麭,iô-hang-pháng,16
米割包,bí-kuah-pau,16
米格魯,bí-gū-luh,16
粉刺鋏,hún-tshì-giap,16
粉尾筅,hún-bué-tshíng,16
粉尾筅,hún-bé-tshíng,16
粉底液,hún-té-i̍k,16
粉底筅,hún-tué-tshíng,16
粉底筅,hún-té-tshíng,16
粉拭仔,hún-tshit-á,16
粉撲仔,hún-phok-á,16
粉紅醬,hún-âng-tsiùnn,16
粑粑絲,pa-pa-si,16
精華帶,tsing-huâ-tuà,16
精華液,tsing-huâ-i̍k,16
糖餡餅,thn̂g-ānn-piánn,16
紅貴賓,âng-kuì-pin,16
紐結糖,niú-kat-thn̂g,16
素顏霜,sòo-gân-song,16
終端機,tsiong-tuan-ki,16
終結者,tsiong-kiat-tsiá,16
組合齒,tsoo-ha̍p-khí,16
綠奶茶,li̍k-ling-tê,16
綠奶茶,li̍k-ni-tê,16
網仔瓜,bāng-á-kue,16
網仔篩,bāng-á-thai,16
緊的,kín--ê,16
練習生,liān-si̍p-sing,16
總教練,tsóng-kàu-liān,16
羅宋湯,lô-sòng-thng,16
羅素狗,lô-sòo-káu,16
羊駱駝,iûnn-lo̍k-tô,16
羌仔虎,kiunn-á-hóo,16
美妝卵,bí-tsong-nn̄g,16
羽絨衫,ú-jiông-sann,16
羽絨衫,ú-liông-sann,16
翕貼機,hip-tah-ki,16
翕隨有,hip-suî-ū,16
考古題,khó-kóo-tê,16
耐力賽,nāi-li̍k-sài,16
耳機空,hī-ki-khang,16
耳機空,hīnn-ki-khang,16
聯合國,liân-ha̍p-kok,16
肉桂捲,jio̍k-kuì-kńg,16
肉桂捲,lio̍k-kuì-kńg,16
肌少症,ki-tsió-tsìng,16
肌耐力,ki-nāi-li̍k,16
肚臍丁,tōo-tsâi-ting,16
肥身症,puî-sin-tsìng,16
胭脂筆,ian-tsi-pit,16
胸坎捒,hing-khám-sak,16
能耗比,lîng-hònn-pí,16
脈衝光,me̍h-tshiong-kng,16
脣線筆,tûn-suànn-pit,16
膨獅狗,phòng-sai-káu,16
膨粉筅,phòng-hún tshíng,16
膨粉餅,phòng-hún-piánn,16
膽固醇,tánn-kòo-sûn,16
自由跤,tsū-iû-kha,16
自由車,tsū-iû-tshia,16
自責分,tsū-tsik-hun,16
自閉症,tsū-pì-tsìng,16
臭殕茶,tshàu-phú-tê,16
舍利子,sià-lī-tsú,16
舒芙蕾,su-hu-lé,16
芥藍仔,kè-nâ-á,16
芥藍仔,kè-nê-á,16
芬多精,hun-to-tsing,16
茯苓糕,ho̍k-lîng-ko,16
茶米卵,tê-bí-nn̄g,16
草橄仔,tshó-kan-á,16
草莓醬,tsháu-m̂-tsiùnn,16
莫德納,moo-té-nah,16
莫斯科,bo̍k-su-kho,16
菇類湯,koo-luī-thng,16
菇類醬,koo-luī-tsiùnn,16
菇類麵,koo-luī-mī,16
落崎賽,lo̍h-kiā-sài,16
葉黃素,ia̍p-hông-sòo,16
著球點,tio̍h-kiû-tiám,16
蒙古巡,bông-kóo-sûn,16
蓄水池,thiok-tsuí-tî,16
蓄水率,thiok-tsuí-lu̍t,16
蓄水量,thiok-tsuí-liōng,16
蓮苞頭,liân-pau-thâu,16
薄 tshì-sìr,po̍h tshì-sìr,16
薄 tshì-sù,po̍h tshì-sù,16
薄喙脣,po̍h tshuì-tûn,16
薰衫草,hun-sann-tsháu,16
藏水艦,tshàng-tsuí-lām,16
蘋果光,phōng-kó-kng,16
蘋果派,phōng-kó-phài,16
蘋果肌,phōng-kó-ki,16
處理器,tshú-lí-khì,16
蝴蝶球,ôo-tia̍p-kiû,16
蝶仔䘼,ia̍h-á-ńg,16
蝶仔泅,ia̍h-á-siû,16
蝶仔球,ia̍h-á-kiû,16
螺絲球,lôo-si-kiû,16
螺螄粉,lê-sai-hún,16
蟳仔球,tsîm-á-kiû,16
蠓仔電,báng-á-tiān,16
衝懸球,tshìng-kuân-kiû,16
衝鋒銃,tshiong-hong-tshìng,16
被安打,pī an-tánn,16
複合弓,ho̍k-ha̍p king,16
西施狗,se-si-káu,16
西洋棋,se-iûnn-kî,16
視神經,sī-sîn-king,16
視網膜,sī-bāng-mo̍oh,16
解析度,kái-sik-tōo,16
觸控板,tshiok-khòng-pán,16
觸身球,tshiok-sin-kiû,16
訂閱制,tīng-ua̍t-tsè,16
討論區,thó-lūn-khu,16
記憶體,kì-ik-thé,16
記錄員,kì-lo̍k-uân,16
記錄檔,kì-lio̍k-tòng,16
記錄檔,kì-lo̍k-tóng,16
調味料,tiâu-bī-liāu,16
調理棒,tiâu-lí-pāng,16
護手霜,hōo-tshiú-song,16
護脣膏,hōo-tûn-ko,16
讀卡機,tha̍k-khah-ki,16
變化球,piàn-huà-kiû,16
變異株,piàn-ī-tsu,16
變速球,piàn-sok-kiû,16
豆腐麵,tāu-hū-mī,16
豬流感,ti-liû-kám,16
豬流感,tu-liû-kám,16
貴賓狗,kuì-pin-káu,16
費南雪,huì-lâm-seh,16
資料庫,tsu-liāu-khòo,16
賽末點,sài-bua̍t-tiám,16
走掛拍,tsáu-kuà-phah,16
起泡片,khí-pho-phìnn,16
起跑線,khí-pháu-suànn,16
起跑點,khí-pháu-tiám,16
超音波,tshiau-im-pho,16
越武道,ua̍t-bú-tō,16
趖蟲類,sô-thâng-luī,16
趨角筅,tshu-kak-tshíng,16
趨輪枋,tshu-lián-pang,16
趨過頭,tshu-kuè-thâu,16
趨過頭,tshu-kè-thâu,16
跆拳道,tâi-kûn-tō,16
跤後筋,kha-āu-kin,16
跤後筋,kha-āu-kun,16
跤扒泅,kha-pê-siû,16
路透社,lōo-thàu-siā,16
軍用狗,kun-iōng-káu,16
軟剾匙,nńg-khau-sî,16
軟轎床,nńg-kiō-tshn̂g,16
載入中,tsài-ji̍p-tiong,16
載入中,tsài-li̍p-tiong,16
輸入欄,su-ji̍p-nuâ,16
輸入欄,su-li̍p-nuâ,16
輾的,lián--ê,16
轉接頭,tsuán-tsiap-thâu,16
迷客夏,bê-kheh-hā,16
迷眾頁,bê-tsiòng-ia̍h,16
迷迭香,bê-tia̍t-hiang,16
逆雙殺,gi̍k-siang-sat,16
透明度,thàu-bîng-tōo,16
透明度,thò-bîng-tōo,16
過路人,kuè-lōo-lâng,16
遠近法,hn̄g-kīn-huat,16
遠近法,hn̄g-kūn-huat,16
邊緣人,pian-iân-jîn,16
酸種麭,sng-tsíng-pháng,16
酸薟湯,sng-hiam-thng,16
重巡膠,tîng-sûn-ka,16
重巡貼,tîng-sûn-tah,16
重整理,tîng tsíng-lí,16
重載入,tîng tsài-ji̍p,16
金屬感,kim-sio̍k-kám,16
金滑感,kim-ku̍t-kám,16
金萱茶,kim-suan-tê,16
鈉含量,nà-hâm-liōng,16
鈕仔餅,liú-á-piánn,16
銃子球,tshìng-tsí-kiû,16
鋁箔紙,lī-po̍h-tsuá,16
鋁箔紙,lū-po̍h-tsuá,16
鎮暴銃,tìn-pō-tshìng,16
長打率,tn̂g-tánn-lu̍t,16
開發者,khai-huat-tsiá,16
開講室,khai-káng-sik,16
閣踏壘,koh ta̍h-luí,16
閬位坐,làng-uī-tsē,16
防曝乳,hông-pha̍k-jú,16
防曝乳,hông-pha̍k-lú,16
防禦率,hông-gū-lu̍t,16
防護員,hông-hōo-uân,16
阿華田,a-huâ-tiân,16
隔暝醉,keh-mê-tsuì,16
隔暝醉,keh-mî-tsuì,16
隔離霜,keh-lī-song,16
隨身碟,suî-sin-tia̍p,16
雙偷壘,siang-thau-luí,16
雙刀流,siang-to-liû,16
雙殺打,siang-sat-tánn,16
雙盜壘,siang-tō-luí,16
雙蹄目,siang-tuê-bo̍k,16
雙蹄目,siang-tê-bo̍k,16
雙響炮,siang-hiáng-phàu,16
雞肉塊,ke-bah-tè,16
雞肉塊,kue-bah-tè,16
離岸流,lī-huānn-lâu,16
雪納瑞,si-náu-sò,16
雪花冰,seh-hue-ping,16
電扶梯,tiān-hû-thui,16
電磁爐,tiān-tsû-lôo,16
電腦鼠,tiān-náu-tshí,16
電腦鼠,tiān-náu-tshú,16
霜淇淋,sng-kî-lîm,16
霧目眉,bū-ba̍k-bâi,16
霹靂舞,phik-li̍k-bú,16
青奶茶,tshenn-ling-tê,16
青奶茶,tshinn-ni-tê,16
韓系妝,hân-hē-tsong,16
頂一步,tíng-tsi̍t-pōo,16
頂半場,tíng-puànn-tiûnn,16
預售厝,ī-siū-tshù,16
預售厝,ū-siū-tshù,16
頭前番,thâu-tsîng-huan,16
類普篩,luī-phóo-thai,16
顯示卡,hián-sī-khah,16
飄目眉,phiau-ba̍k-bâi,16
飛行傘,hui-hîng-suànn,16
食甲飽,tsia̍h-kah-pá,16
養樂多,ióng-lo̍k-to,16
馬卡龍,ma-khá-lóng,16
馬德里,má-tik-lí,16
馬拉松,ma-lá-sóng,16
馬花糋,bé-hue-tsìnn,16
駱駝馬,lo̍k-tô-bé,16
驅逐令,khu-tio̍k-līng,16
驅逐艦,khu-tio̍k-lām,16
驗證碼,giām-tsìng-bé,16
鬚鯨類,tshiu-king-luī,16
魁北克,khue-pak-khik,16
魚子醬,hî-tsí-tsiùnn,16
鮮奶捲,tshinn-ling-kńg,16
鮮奶捲,tshinn-ni-kńg,16
鱘龍魚,sîm-liông-hî,16
鱘龍魚,sîm-liông-hû,16
鹼水麭,kinn-tsuí-pháng,16
麥當勞,be̍h-tong-lô,16
麥當勞,bi̍k-tong-lô,16
麻仔葉,muâ-á-hio̍h,16
黏錫筆,liâm-siah-pit,16
點陣圖,tiám-tīn-tôo,16
鼻影筅,phīnn-iánn-tshíng,16
鼻暗影,phīnn-àm-iánn,16
鼻竇炎,phīnn-tōo-iām,16
鼻胃管,phīnn-uī-kóng,16
龍骨髓,liông-kut-tshué,16
龍骨髓,lîng-kut-tshé,16
𪐞染液,tòo-ní-i̍k,16
𪐞染筅,tòo-ní-tshíng,16
Má-thih-suh狗,má-thih-suh-káu,12
Sa-móo-iat狗,sa-móo-iat-káu,12
ang-ta su-ló,ang-ta su-ló,12
góo-looh àu-tooh,góo-looh àu-tooh,12
góo-looh投手,góo-looh tâu-tshiú,12
hu-lái àu-tooh,hu-lái àu-tooh,12
hu-lái投手,hu-lái tâu-tshiú,12
huí-sū-toh 球,huí-sū-toh-kiû,12
iú-bih--ê,iú-bih--ê,12
ma-su-kha-phóng,ma-su-kha-phóng,12
phi̋n-tsí hit-tah,phi̋n-tsí hit-tah,12
phi̋n-tsí làng-nah,phi̋n-tsí làng-nah,12
sa̋i-hóng 咖啡,sa̋i-hóng ka-pi,12
si-lí-khóng 筅,si-lí-khóng-tshíng,12
su-too-lài-khuh,su-too-lài-khuh,12
sà-tooh khòo-tshih,sà-tooh khòo-tshih,12
te-tó bòo-lù,te-tó bòo-lù,12
thá-guh àu-tooh,thá-guh àu-tooh,12
tshian-tsí á-phù,tshian-tsí á-phù,12
tsioo-kóo-lè-tòo,tsioo-kóo-lè-tòo,12
䖙倒坐起,the-tó-tsē-khí,12
一人倒投,tsi̍t-lâng-tò-tâu,12
一壘安打,it-luí an-tánn,12
一壘教練,it-luí kàu-liān,12
一線速球,tsi̍t-suànn sok-kiû,12
七戰四勝,tshit-tsiàn sì-sìng,12
三上三落,sann-tsiūnn sann-lo̍h,12
三壘安打,sann-luí an-tánn,12
三壘教練,sann-luí kàu-liān,12
三線選單,sann-suànn suán-tuann,12
三項全能,sann-hāng tsuân-lîng,12
上壘次數,tsiūnn-luí tshù-sòo,12
下目睫毛,ē ba̍k-tsiah-mn̂g,12
下目睫毛,ē ba̍k-tsiap-mn̂g,12
不死sa̋n-sín,put-sí sa̋n-sín,12
中國割包,tiong-kok kuah-pau,12
中場歇睏,tiông-tiûnn hioh-khùn,12
中外野手,tiong-guā-iá-tshiú,12
中心打者,tiong-sim tánn-tsiá,12
中繼 phit-tsiah,tiong-kè phit-tsiah,12
中繼成功,tiong-kè sîng-kong,12
中繼投手,tiong-kè tâu-tshiú,12
串仔卵餅,tshǹg-á nn̄g-piánn,12
串流媒體,tshuàn-liû muî-thé,12
九一連線,kiú-it liân-suànn,12
乳突病毒,jú-tu̍t pēnn-to̍k,12
